loss_interior,loss,step,_step,_runtime,l2_error,_timestamp,time,loss_boundary
120.3092726036797,121.7599812787429,0,0,6.860182523727417,1.6721840786674809,1714555291.3041236,1.3651964664459229,1.4507086750632023
117.68350353561124,119.33333994088221,1,1,7.105375051498413,1.8806501721553723,1714555291.5493162,2.474658250808716,1.6498364052709804
92.02078204678514,94.29190814250907,2,2,7.337205171585083,1.9999126014694597,1714555291.7811463,2.7061057090759277,2.2711260957239334
63.353530748120775,65.8212242826193,3,3,7.540083408355713,1.6589087819706092,1714555291.9840245,2.908917188644409,2.46769353449852
45.66473152225599,47.47229686133158,4,4,7.806650400161743,1.228847006222765,1714555292.2505915,3.176121950149536,1.8075653390755861
21.236560298464635,22.20068091629524,5,5,8.020376920700073,0.4963757515575402,1714555292.464318,3.388904571533203,0.9641206178306054
4.398964008549605,4.558732876541234,6,6,8.240457773208618,0.24049237623386102,1714555292.684399,3.607724189758301,0.15976886799162912
1.0619509729214147,1.1064948292822423,7,7,8.445094585418701,0.16210391352327289,1714555292.8890357,3.812831163406372,0.04454385636082752
0.28519046111906426,0.30563365126274783,8,8,8.655499458312988,0.09634292613796969,1714555293.0994406,4.023926019668579,0.020443190143683565
0.06617942985768883,0.0742327765404047,9,9,8.860141038894653,0.07998470587972706,1714555293.3040822,4.228350400924683,0.008053346682715866
0.02931750616969353,0.034742122924929064,10,10,9.05835485458374,0.061496507530686924,1714555293.502296,4.427085876464844,0.005424616755235534
0.01394203784810529,0.016970104335260805,11,11,9.260016679763794,0.054662225486128084,1714555293.7039578,4.628709554672241,0.003028066487155515
0.008806892468208281,0.011057826456412925,12,12,9.458739519119263,0.04952149564927493,1714555293.9026806,4.827451467514038,0.0022509339882046423
0.006363234228635161,0.008287097463179481,13,13,9.692080736160278,0.03588271413101234,1714555294.1360219,5.060509920120239,0.0019238632345443198
0.004263034389299263,0.005278215194451399,14,14,9.894829511642456,0.034274467842229726,1714555294.3387706,5.263051509857178,0.001015180805152136
0.0027214709293888134,0.00362605907751305,15,15,10.119303703308105,0.030668862408665225,1714555294.5632448,5.48802638053894,0.0009045881481242364
0.0020176745138577854,0.002726737482948487,16,16,10.31718397140503,0.028417685960292635,1714555294.761125,5.685586214065552,0.0007090629690907016
0.0016346530582646915,0.0022542688208890757,17,17,10.516521692276001,0.024287250115607846,1714555294.9604628,5.885941743850708,0.0006196157626243843
0.0011698411404483795,0.0016282453431181799,18,18,10.712913990020752,0.02088608053560891,1714555295.156855,6.081658840179443,0.0004584042026698003
0.0009487496703875426,0.0012910702608388387,19,19,10.905813932418823,0.01970964392044282,1714555295.349755,6.274053335189819,0.00034232059045129605
0.0007238353088941852,0.00102580994279707,20,20,11.109159231185913,0.016459595997427582,1714555295.5531003,6.477467775344849,0.0003019746339028848
0.0005421911526388859,0.0007602903967234489,21,21,11.30725884437561,0.015272990367082212,1714555295.7512,6.675747871398926,0.0002180992440845629
0.0004571677737541952,0.0006448349977136833,22,22,11.522483348846436,0.012797016403882823,1714555295.9664245,6.891315698623657,0.00018766722395948808
0.0003514422492661402,0.00048538773447893036,23,23,11.724303007125854,0.011912055120146207,1714555296.1682441,7.092736721038818,0.00013394548521279015
0.00028958003862732655,0.00040534375022370755,24,24,11.921410322189331,0.010049435334812588,1714555296.3653514,7.290043830871582,0.00011576371159638102
0.00024966412329869685,0.00033399244494595776,25,25,12.120151042938232,0.009510892782810546,1714555296.5640922,7.488945484161377,8.432832164726092e-05
0.0001860069144919216,0.0002606426205731742,26,26,12.31130599975586,0.0082241764075329,1714555296.755247,7.680022954940796,7.463570608125255e-05
0.0001444023446095285,0.00020150568472525267,27,27,12.504721403121948,0.007795777073303198,1714555296.9486625,7.873490571975708,5.7103340115724144e-05
0.00012488958212830814,0.0001757300055897854,28,28,12.701056957244873,0.006919888285047108,1714555297.144998,8.069790124893188,5.084042346147726e-05
9.946152615240744e-05,0.00013974913628756266,29,29,12.936508655548096,0.006574268155060303,1714555297.3804498,8.305248022079468,4.028761013515524e-05
8.771043823862167e-05,0.00012404728984001948,30,30,13.143402338027954,0.005960590031321166,1714555297.5873435,8.511984586715698,3.633685160139782e-05
7.092778539086327e-05,0.00010041040556730956,31,31,13.343950748443604,0.00567305281061083,1714555297.7878919,8.712669372558594,2.948262017644629e-05
6.328867063720065e-05,8.998673332509817e-05,32,32,13.537879705429077,0.005069014999077313,1714555297.9818208,8.90644884109497,2.6698062687897517e-05
5.29685606928658e-05,7.443851066627093e-05,33,33,13.733402490615845,0.004829103092344376,1714555298.1773436,9.102176427841187,2.1469949973405123e-05
4.6986095437638695e-05,6.629245480994864e-05,34,34,13.928986549377441,0.004360003959256088,1714555298.3729277,9.297617197036743,1.9306359372309937e-05
3.817271852179266e-05,5.404162632589998e-05,35,35,14.121253728866577,0.004114822628451901,1714555298.5651948,9.490045309066772,1.5868907804107312e-05
3.413181381655582e-05,4.846929220924364e-05,36,36,14.314841747283936,0.0036697127222081426,1714555298.7587829,9.683577299118042,1.433747839268782e-05
2.8601655816901666e-05,4.017286893322714e-05,37,37,14.507327556610107,0.0034926222619743653,1714555298.9512687,9.87613558769226,1.1571213116325475e-05
2.5073236542708447e-05,3.5562340483172265e-05,38,38,14.704231977462769,0.0033015320319580315,1714555299.148173,10.07290005683899,1.048910394046382e-05
1.9224095344294845e-05,2.7094655709061516e-05,39,39,14.89606499671936,0.002927194547706731,1714555299.340006,10.264825105667114,7.870560364766671e-06
