_step,l2_error,_runtime,loss_boundary,loss_interior,step,_timestamp,loss,time
48,0.06574814587110113,70.18735218048096,0.003518172502633493,0.0034421255497015524,87,1711485141.317295,0.006960298052335045,66.66846776008606
49,0.0678889026360191,73.86001253128052,0.0037745463093613097,0.003200794850636886,91,1711485144.9899554,0.006975341159998196,70.34088063240051
50,0.06764412508009456,79.16719245910645,0.0037732568832633154,0.00283711676443994,96,1711485150.2971354,0.006610373647703255,75.64825677871704
51,0.06655464273151514,84.46086502075195,0.0036032867666979875,0.0026696349424241805,101,1711485155.590808,0.006272921709122168,80.94193744659424
52,0.06510656485023199,90.84665393829346,0.0034025172817016528,0.002487726265246095,107,1711485161.9765968,0.005890243546947747,87.3277645111084
53,0.06367394489152954,96.20990228652954,0.0032114321323623435,0.0023944884065367944,112,1711485167.3398452,0.0056059205388991375,92.69073438644409
54,0.06277143588806693,100.74052739143372,0.003066239018319184,0.002281958184312272,118,1711485171.8704703,0.005348197202631456,97.22166919708252
55,0.060750570771051664,106.62800979614258,0.0029600170043540147,0.002174735054646003,124,1711485177.7579527,0.005134752059000018,103.10906457901001
56,0.05713671898970086,114.06988286972046,0.00270074274952665,0.0020385061036461245,131,1711485185.1998258,0.004739248853172774,110.55099391937256
57,0.052754370172397494,121.54249978065491,0.0023975052008565778,0.001980376517916704,138,1711485192.6724427,0.004377881718773282,118.0232903957367
58,0.05029518349464167,127.97000694274902,0.002181345840837278,0.001870503496069037,145,1711485199.0999498,0.004051849336906315,124.45108699798584
59,0.046979475545931695,136.45799660682678,0.001861835573155949,0.001778271598904953,153,1711485207.5879395,0.003640107172060902,132.93911576271057
60,0.044904084048523855,144.96187210083008,0.001615408284289514,0.001698433334919206,161,1711485216.091815,0.00331384161920872,141.44269180297852
61,0.04435067986085792,153.47566771507263,0.0014993967522018716,0.0016122900643964345,169,1711485224.6056106,0.003111686816598306,149.95672011375427
62,0.04270891754702388,163.02568459510803,0.0013375501520232387,0.0015364267707850005,178,1711485234.1556275,0.002873976922808239,159.50676035881042
63,0.04070966988496602,173.6630551815033,0.001167920088477677,0.0014622460554553388,188,1711485244.792998,0.002630166143933016,170.14408564567566
64,0.03904793656772528,184.30767178535461,0.001043848181314354,0.0013946542618348196,198,1711485255.4376147,0.0024385024431491736,180.78854370117188
65,0.03716103764107923,194.9521839618683,0.0009465617321186405,0.0013259773404385982,208,1711485266.0821269,0.0022725390725572385,191.43330430984497
66,0.03471279447991821,206.60948300361633,0.000890036935926267,0.0012281332637888384,219,1711485277.739426,0.0021181701997151055,203.09059143066406
67,0.03325559111915984,219.3920955657959,0.0008810227183216169,0.0011292207812676727,231,1711485290.5220385,0.0020102434995892897,215.8729693889618
68,0.032732389857735744,232.18887519836426,0.0008178254894418754,0.0010438206309901765,243,1711485303.318818,0.001861646120432052,228.66995668411255
69,0.03224701043278314,246.03250312805176,0.0007649191487446376,0.0009625673189998527,256,1711485317.162446,0.0017274864677444901,242.51334810256958
70,0.032115105776827975,259.80938696861267,0.0007319594824696456,0.0009077444457094016,269,1711485330.9393299,0.0016397039281790472,256.2904450893402
71,0.03180541984013155,274.6311180591583,0.0007000668373579775,0.0008730368726215178,283,1711485345.761061,0.0015731037099794953,271.1122717857361
72,0.031318502835545166,290.5897605419159,0.0006647814307111799,0.000846273208879146,298,1711485361.7197034,0.001511054639590326,287.0709023475647
73,0.03129146828281962,307.6727845668793,0.000646023871826849,0.0008196931879003276,314,1711485378.8027275,0.0014657170597271766,304.15365767478943
74,0.03105238391431331,325.77935671806335,0.0006299294745475726,0.0008004142126113139,331,1711485396.9092996,0.0014303436871588864,322.26046919822693
75,0.0308215344169148,343.8900535106659,0.0006166001638963159,0.0007853316760351062,348,1711485415.0199964,0.001401931839931422,340.37089586257935
76,0.030677962795910455,363.98141741752625,0.0006094564892352765,0.0007693369282179988,367,1711485435.1113603,0.0013787934174532752,360.46238946914673
77,0.030415132719194455,384.12604665756226,0.0006009786788241605,0.0007551857215503374,386,1711485455.2559896,0.0013561644003744979,380.6071755886078
78,0.030136030902287093,405.43721747398376,0.0005906092216653831,0.0007413768159296309,406,1711485476.5671604,0.001331986037595014,401.9180474281311
79,0.029955902242820485,428.96250224113464,0.0005835723364139179,0.0007249712953170233,428,1711485500.0924451,0.0013085436317309411,425.4433059692383
80,0.029868966866616,452.28359270095825,0.0005770118416170198,0.0007066033314708395,450,1711485523.4135356,0.0012836151730878593,448.76404190063477
81,0.029813731977999,477.83164262771606,0.0005719674408216965,0.000688771103046364,474,1711485548.9615855,0.0012607385438680604,474.31243681907654
82,0.029771093883090793,504.4020166397095,0.0005612076248536727,0.0006692763896877093,499,1711485575.5319595,0.001230484014541382,500.88272643089294
83,0.02971808727943609,532.2025771141052,0.0005478648621008213,0.0006502816301578332,525,1711485603.33252,0.0011981464922586546,528.6833472251892
84,0.02971297183224746,562.0537402629852,0.0005401828070472766,0.000632379963560093,553,1711485633.1836832,0.0011725627706073696,558.5345649719238
85,0.02973958150081166,592.9797809123993,0.0005389643186845526,0.0006169285597488048,582,1711485664.1097238,0.0011558928784333572,589.4606206417084
86,0.029790425205858867,625.9582850933075,0.0005413255830429078,0.000602035714346547,613,1711485697.088228,0.001143361297389455,622.4391162395477
87,0.029929479222151834,660.0868377685547,0.0005481800583210438,0.0005853370354643205,645,1711485731.2167807,0.0011335170937853644,656.5676345825195
88,0.03024098362423408,696.3203570842743,0.0005645167927705751,0.0005596614824184352,679,1711485767.4503,0.0011241782751890105,692.801206111908
89,0.03041777944226851,734.8076465129852,0.0005842197290538597,0.0005193422645995187,715,1711485805.9375894,0.0011035619936533784,731.2884182929993
90,0.02916134296643854,775.4303801059723,0.0005492841705990774,0.0005074254412867245,753,1711485846.560323,0.0010567096118858019,771.9111700057983
91,0.029150667367285672,818.4060122966766,0.0005512822681620343,0.0004907563734490407,793,1711485889.5359552,0.001042038641611075,814.8867676258087
92,0.029156205213376474,862.1597871780396,0.0005524068515813701,0.0004822136123292716,834,1711485933.28973,0.0010346204639106417,858.6405501365662
93,0.029189560577062738,909.0730023384094,0.0005553911637270993,0.00047427152296357274,878,1711485980.2029452,0.001029662686690672,905.5538563728333
94,0.029228951336205483,959.2396554946899,0.0005572766825116934,0.0004668388950016631,925,1711486030.3695984,0.0010241155775133565,955.7205364704132
95,0.02938364296134757,1012.016191482544,0.0005608981443233355,0.0004572998778410732,974,1711486083.1461344,0.0010181980221644087,1008.4969937801361
96,0.029500798767235187,1066.875325679779,0.0005603733163936986,0.00044152968266910416,1025,1711486138.0052686,0.0010019029990628028,1063.3561565876007
97,0.029054366688161203,1124.278828382492,0.0005482190879264465,0.0004321190515029894,1079,1711486195.4087713,0.0009803381394294357,1120.7596318721771
98,0.02881395303640634,1184.8886358737946,0.0005390054751693878,0.0004253131833495002,1136,1711486256.0185788,0.0009643186585188881,1181.369372367859
99,0.028737149995540483,1248.9224495887756,0.0005310465262407283,0.0004190123873572252,1196,1711486320.0523925,0.0009500589135979535,1245.403323173523
100,0.02866273251202926,1315.8582742214203,0.0005217968143431403,0.00041467232406311477,1259,1711486386.988217,0.0009364691384062551,1312.3390645980835
101,0.02858393522294186,1385.9804193973541,0.0005157909259705228,0.00041061857862140157,1325,1711486457.1103623,0.0009264095045919245,1382.4612970352173
102,0.028484369284581788,1460.3599083423615,0.0005096593015860428,0.0004066797204778518,1395,1711486531.4898512,0.0009163390220638946,1456.840814590454
103,0.02837392150075469,1537.9279940128326,0.0005036927665229135,0.00040320889628943124,1468,1711486609.057937,0.0009069016628123448,1534.408836364746
104,0.02825416282882492,1620.813989162445,0.0004981077581005603,0.0003997814723551817,1546,1711486691.943932,0.000897889230455742,1617.2947721481323
105,0.028153637220390392,1706.7555737495422,0.0004938494294635293,0.0003969043582578334,1627,1711486777.8855166,0.0008907537877213627,1703.2363789081573
106,0.02805123639249321,1797.8824846744537,0.0004902807289857854,0.00039402728554364285,1713,1711486869.0124276,0.0008843080145294283,1794.3633761405945
107,0.027955370335145165,1893.2501499652863,0.00048730213081650477,0.0003910592706667544,1803,1711486964.3800929,0.0008783614014832592,1889.730985879898
108,0.02787809813685202,1994.2053129673004,0.00048529787410318077,0.0003882785388212572,1898,1711487065.3352559,0.000873576412924438,1990.6861534118652
109,0.027815655148314754,2100.382085800171,0.00048376847309232387,0.00038557250075477373,1998,1711487171.5120287,0.0008693409738470976,2096.862872838974
