_runtime,l2_error,loss,loss_boundary,_step,_timestamp,step,loss_interior,time
34.648401498794556,0.010819947981370112,0.0017644073395219459,0.00010271809761770057,42,1730085098.9329965,46,0.0016616892419042454,34.00907230377197
39.36421036720276,0.011033265509311543,0.0016482716056116316,0.00011088854927866499,43,1730085103.6488054,50,0.0015373830563329665,38.72469353675842
44.87241840362549,0.010033016614058482,0.0014905693443054945,0.00010128536546153011,44,1730085109.1570134,55,0.0013892839788439643,44.23310089111328
49.17592406272888,0.0086993686375841,0.0014543559954117377,7.247573222186547e-05,45,1730085113.460519,61,0.0013818802631898723,48.53664946556091
53.13199257850647,0.007087173936609658,0.001366211557710131,6.34024458637789e-05,46,1730085117.4165876,67,0.0013028091118463523,52.49269485473633
56.90436911582947,0.005624550191059005,0.0013166387442894725,4.359502139393067e-05,47,1730085121.1889641,73,0.0012730437228955418,56.26504635810852
62.15999746322632,0.012333928467427573,0.0011780748304634169,0.0001276708078863391,48,1730085126.4445925,81,0.0010504040225770778,61.52049922943115
65.95087718963623,0.004123223730413783,0.0008568134004459422,1.9902608913030668e-05,49,1730085130.2354722,89,0.0008369107915329115,65.3115246295929
68.28644752502441,0.004644710090830606,0.0006916336508533925,1.682451854493153e-05,50,1730085132.5710425,98,0.000674809132308461,67.6471266746521
73.79644584655762,0.00473665743969766,9.565468411224025e-05,2.057910799471079e-05,51,1730085138.0810409,107,7.507557611752946e-05,73.15708565711975
86.1164436340332,0.0007541534017018396,8.078702290337185e-06,5.27889239907806e-07,52,1730085150.4010386,118,7.550813050429379e-06,85.47684502601624
98.46067690849304,0.0005220022266045042,2.671063036369236e-06,2.0621035961876622e-07,53,1730085162.745272,130,2.4648526767504697e-06,97.82131838798523
121.13012361526489,0.00016379550425932058,1.0884339660926582e-06,3.8230187352116337e-08,54,1730085185.4147186,143,1.050203778740542e-06,120.49047708511353
142.26226544380188,0.00017166288327737466,1.1127557004583232e-06,2.168910764356125e-08,55,1730085206.5468605,157,1.091066592814762e-06,141.62289929389954
159.47428131103516,0.0001315099191215655,1.0334213777239634e-06,1.1926744248643879e-08,56,1730085223.7588763,172,1.0214946334753195e-06,158.83470177650452
179.74915075302124,9.420216379346019e-05,9.249602404002843e-07,9.323802826975691e-09,57,1730085244.0337458,190,9.156364375733085e-07,179.1098461151123
204.5253984928131,6.148252423857382e-05,8.172534060021655e-07,6.00838089219764e-09,58,1730085268.8099935,208,8.112450251099679e-07,203.88580632209778
241.07485604286194,5.8887255712182976e-05,6.366876089764219e-07,4.039147937451219e-09,59,1730085305.359451,229,6.326484610389707e-07,240.4352581501007
281.02417492866516,6.009658092395167e-05,6.369532435078546e-07,4.696497406546911e-09,60,1730085345.30877,252,6.322567461013077e-07,280.3845808506012
324.5445830821991,5.554994221737472e-05,6.051248612743724e-07,4.248490236337228e-09,61,1730085388.829178,277,6.008763710380352e-07,323.90516901016235
373.55263447761536,5.479183198727267e-05,5.226854252122459e-07,3.4683140228810466e-09,62,1730085437.8372295,305,5.192171111893649e-07,372.9131062030792
425.6665585041046,5.5642971526359375e-05,4.889730302200925e-07,3.4159940297646376e-09,63,1730085489.9511535,335,4.855570361903278e-07,425.02701687812805
484.5409302711487,5.169842123260608e-05,4.777516167690081e-07,2.954538238155299e-09,64,1730085548.8255253,369,4.7479707853085284e-07,483.90135860443115
548.8006641864777,4.494106927749685e-05,4.036542919880436e-07,2.4776701322925006e-09,65,1730085613.0852592,406,4.011766218557511e-07,548.1610941886902
618.2432496547699,4.638161756270094e-05,3.8006817810559695e-07,3.054379275952585e-09,66,1730085682.5278447,446,3.7701379882964434e-07,617.6036405563354
696.6375141143799,4.542389067552336e-05,3.1027664930066934e-07,1.955642975693166e-09,67,1730085760.9221091,491,3.083210063249762e-07,695.9979054927826
784.8206026554108,3.920424631367931e-05,2.4571096944920843e-07,2.3923857301906966e-09,68,1730085849.1051977,540,2.433185837190177e-07,784.180878162384
879.1609148979187,4.0029420011078515e-05,2.049902556202822e-07,1.7557172178720572e-09,69,1730085943.44551,594,2.0323453840241016e-07,878.5213146209717
981.2956960201263,3.1776275620254784e-05,1.3272466141928732e-07,1.341310281416379e-09,70,1730086045.580291,653,1.3138335113787095e-07,980.6561648845673
1094.717849969864,2.6982727255874405e-05,7.497483629840927e-08,9.039882233808763e-10,71,1730086159.002445,718,7.407084807502838e-08,1094.0782799720764
1219.9198410511017,2.3357165233223934e-05,2.9029075229787815e-08,6.85403870083322e-10,72,1730086284.204436,790,2.8343671359704492e-08,1219.2802834510803
1356.8595266342163,1.842787725956774e-05,1.65147694617814e-08,3.8503296220875103e-10,73,1730086421.1441216,869,1.612973649957265e-08,1356.2199816703796
1507.834136247635,1.540525090972051e-05,1.2028313568153835e-08,3.371469644398275e-10,74,1730086572.1187313,956,1.1691166603714008e-08,1507.1945495605469
1674.605216741562,1.277811807101039e-05,1.1093285000502602e-08,1.938497896399856e-10,75,1730086738.8898118,1052,1.0899435210862615e-08,1673.965616941452
1856.864976644516,1.1362119003212035e-05,1.0488751858919983e-08,1.4360982970851264e-10,76,1730086921.1495717,1157,1.0345142029211471e-08,1856.2253308296204
2056.3468594551086,8.931640827888209e-06,1.0128352488014485e-08,1.033147313824714e-10,77,1730087120.6314545,1272,1.0025037756632013e-08,2055.707295656204
2278.5601131916046,8.591379161871562e-06,1.0220061954893965e-08,9.956790581994667e-11,78,1730087342.8447082,1400,1.0120494049074018e-08,2277.92045211792
2519.3471343517303,7.279530063762283e-06,9.575310437491787e-09,7.859413037299977e-11,79,1730087583.6317294,1539,9.496716307118787e-09,2518.7074995040894
2786.8199486732483,6.784086157390121e-06,9.475510052122326e-09,5.05390233358135e-11,80,1730087851.1045437,1693,9.424971028786511e-09,2786.1803619861603
3001.489902496338,6.102278640178587e-06,9.123169232374805e-09,4.7583876018062685e-11,81,1730088065.7744975,1817,9.075585356356741e-09,3000.850489139557
