l2_error,loss_interior,_step,_runtime,_timestamp,step,time,loss_boundary,loss
0.501682057685824,2.611335177317191,43,24.165797472000122,1712905740.8655515,124,20.426827669143677,0.17918316825034744,2.7905183455675386
0.48485434986985126,2.426149050447552,44,25.66421389579773,1712905742.363968,134,21.925193786621094,0.1684117624821572,2.5945608129297093
0.47679488063185155,2.2890257457668284,45,27.1415114402771,1712905743.8412654,144,23.40271520614624,0.16106913657792565,2.450094882344754
0.4644697125539348,2.1232026059038955,46,28.774887561798096,1712905745.4746416,155,25.03594732284546,0.14961306397023968,2.2728156698741353
0.44585736911459584,1.9901378647301837,47,30.402257919311523,1712905747.102012,166,26.663251161575317,0.14157459426597138,2.131712458996155
0.4322796521481154,1.8759887074097243,48,32.43034791946411,1712905749.130102,179,28.69148349761963,0.1316929906506357,2.00768169806036
0.41250857536374974,1.738037123334763,49,34.5100576877594,1712905751.2098117,193,30.771103620529175,0.11994118714004653,1.8579783104748095
0.39744973640499925,1.6498216592283903,50,36.621867418289185,1712905753.3216214,207,32.883113622665405,0.11134407232751059,1.7611657315559008
0.3786044042030224,1.5671179246524594,51,38.982916593551636,1712905755.6826706,223,35.244118452072144,0.10235818299689514,1.6694761076493545
0.359122500377071,1.4876765001020478,52,41.48588180541992,1712905758.1856358,240,37.747114419937134,0.09423902408852716,1.581915524190575
0.33979712882701907,1.4214649539409068,53,44.14592981338501,1712905760.8456838,258,40.40700387954712,0.08666417894207362,1.5081291328829804
0.3260340524820085,1.3458880438280845,54,47.1054208278656,1712905763.8051748,278,43.366392850875854,0.07843026186918005,1.4243183056972646
0.3144162415039171,1.298446659885973,55,50.22096514701843,1712905766.9207191,299,46.48214340209961,0.07316972310360137,1.3716163829895742
0.3027961693956638,1.2570938257712245,56,53.621461629867554,1712905770.3212156,322,49.88234782218933,0.06925247378441429,1.3263462995556388
0.29433113420641865,1.2184680783364692,57,57.132383584976196,1712905773.8321376,346,53.39361000061035,0.06572414137956553,1.2841922197160347
0.2860341224467173,1.1782699601966915,58,61.05669450759888,1712905777.7564485,373,57.31764531135559,0.06209376166959092,1.2403637218662824
0.27699947714319473,1.1396335209812192,59,65.15467143058777,1712905781.8544254,401,61.41591191291809,0.059018719684895686,1.1986522406661149
0.26981331576312717,1.1050534930418783,60,69.55448508262634,1712905786.254239,431,65.81547904014587,0.05653598592393852,1.1615894789658168
0.26185160248143735,1.0647956843623871,61,74.40061736106873,1712905791.1003714,464,70.66174912452698,0.05414554644469863,1.1189412308070859
0.255371338856318,1.0255635225329263,62,79.54032444953918,1712905796.2400784,499,75.80138564109802,0.05180914111083351,1.0773726636437597
0.2492556418370914,0.9885653294284581,63,85.18998646736145,1712905801.8897405,537,81.4512095451355,0.049828278568353514,1.0383936079968117
0.2435043454060755,0.9540456147238101,64,91.1796543598175,1712905807.8794084,578,87.44067168235779,0.04827821101463145,1.0023238257384415
0.23591834182082966,0.9095848556393475,65,97.62365293502808,1712905814.323407,622,93.88483905792236,0.04635369502761444,0.955938550666962
0.23282814953611988,0.8758010066103901,66,104.52992010116577,1712905821.229674,669,100.79093050956726,0.04503395527876663,0.9208349618891567
0.22773741899401995,0.840252424436069,67,112.0245201587677,1712905828.7242742,720,108.28570938110352,0.04388546405639486,0.8841378884924638
0.22444047521510935,0.8074735794239849,68,119.90965604782104,1712905836.60941,774,116.17089366912842,0.04292768026696416,0.850401259690949
0.22215142066899018,0.776435712931437,69,128.54870009422302,1712905845.248454,833,124.80988550186157,0.04205620785019481,0.8184919207816318
0.21865929987116692,0.7478613871917326,70,137.7387011051178,1712905854.438455,896,133.99971914291382,0.04137988903763895,0.7892412762293715
0.21610998726591424,0.7191679933371822,71,147.69881510734558,1712905864.398569,964,143.9599974155426,0.04074523868478848,0.7599132320219707
0.21386985286829874,0.6907920486187465,72,158.86966943740845,1712905875.5694234,1038,155.13063287734985,0.04014872145367514,0.7309407700724216
0.21156126968956526,0.6637934847463978,73,170.3553283214569,1712905887.0550823,1116,166.61637163162231,0.03960093967376571,0.7033944244201635
0.2101089911924205,0.6339121486191648,74,182.93478083610535,1712905899.6345348,1201,179.19574785232544,0.03905165600460848,0.6729638046237733
0.20810795771142235,0.6019422503729814,75,196.47605228424072,1712905913.1758063,1292,192.736967086792,0.03865001095751782,0.6405922613304993
0.2060404285311314,0.5717681279298847,76,211.21375560760498,1712905927.9135096,1390,207.47471833229065,0.038095512934299657,0.6098636408641844
0.20432866944823652,0.5452147709262773,77,226.8355095386505,1712905943.5352635,1496,223.09648513793945,0.03751285961791842,0.5827276305441957
0.2028842397551788,0.5216822495612861,78,243.48154258728027,1712905960.1812966,1609,239.74268746376038,0.03696059984414572,0.5586428494054317
0.2013458148239952,0.49997276736620916,79,261.56435203552246,1712905978.264106,1731,257.82541251182556,0.03641085844810202,0.5363836258143112
0.19962447124192617,0.4780591614065071,80,280.9738676548004,1712905997.6736217,1863,277.2349166870117,0.03579057537052019,0.5138497367770273
0.19745174938573498,0.45606226277096673,81,301.6023814678192,1712906018.3021355,2004,297.86359429359436,0.03510075719208859,0.49116301996305534
0.19535694051594538,0.4342051881023446,82,323.89489793777466,1712906040.594652,2156,320.15608644485474,0.0343188922790337,0.46852408038137827
0.1934320501623466,0.41376500235811303,83,347.721152305603,1712906064.4209063,2319,343.982173204422,0.033496354409358636,0.4472613567674717
0.19108791933371314,0.3951859316220025,84,373.60280585289,1712906090.3025599,2495,369.86369800567627,0.03267281839095059,0.4278587500129531
0.18851243270469553,0.3771842123423333,85,401.5050411224365,1712906118.2047951,2685,397.7660541534424,0.03177782372010734,0.40896203606244064
0.18594984718886506,0.3610958249198649,86,430.9390833377838,1712906147.6388373,2888,427.2001111507416,0.03089041513942631,0.3919862400592912
0.18317472916252947,0.34638440846652657,87,462.7497327327728,1712906179.4494867,3107,459.01065039634705,0.03000530595255339,0.37638971441908
0.1804227201952741,0.3329861375579873,88,497.25626611709595,1712906213.95602,3343,493.5171756744385,0.029110840881717608,0.3620969784397049
0.1781815031657959,0.3198864477837021,89,534.6721951961517,1712906251.3719492,3597,530.9332163333893,0.028347450565508553,0.3482338983492107
0.1755976716531635,0.3078022977632751,90,574.603178024292,1712906291.302932,3870,570.8642544746399,0.02749700226937822,0.33529930003265335
0.17256981988038858,0.29614021695244064,91,617.5124382972717,1712906334.2121923,4163,613.7734639644623,0.026609735657789787,0.32274995261023043
0.16963458524207312,0.2851224338663941,92,663.7241086959839,1712906380.4238627,4479,659.9851531982422,0.025709116761500752,0.3108315506278948
0.16683239069151706,0.27456381418537923,93,713.4776818752289,1712906430.1774359,4819,709.7386455535889,0.024815011138447047,0.29937882532382626
0.16408083673458668,0.2641824146505026,94,767.2194707393646,1712906483.9192247,5184,763.4803495407104,0.023921457269824187,0.28810387192032677
0.16089161908996027,0.25277404957832844,95,825.0975499153137,1712906541.797304,5577,821.3585667610168,0.0229715231600169,0.2757455727383453
0.15709698861902158,0.23819399644624467,96,887.2478404045105,1712906603.9475944,6000,883.5090618133545,0.021808352578316162,0.2600023490245608
0.15303459968738373,0.22075856450543416,97,954.4327132701874,1712906671.1324673,6456,950.6937546730042,0.020525566272973698,0.24128413077840785
0.14916853836569757,0.2021951899726547,98,1025.979084968567,1712906742.678839,6945,1022.2398948669434,0.019344181419747572,0.22153937139240226
0.14637899390290057,0.18365961252110907,99,1103.8402037620544,1712906820.5399578,7472,1100.1010947227478,0.01840152602539385,0.20206113854650293
0.14118519853049,0.15694852540203105,100,1187.1581990718842,1712906903.857953,8039,1183.4191644191742,0.01696764977680911,0.17391617517884017
0.13992417707499663,0.1347389914366754,101,1276.175086259842,1712906992.8748403,8649,1272.4361143112183,0.01631133192548554,0.15105032336216093
0.13989695580528114,0.11819616759153848,102,1372.5952558517456,1712907089.2950099,9305,1368.8562610149384,0.01598006308596638,0.13417623067750487
0.13914832016592943,0.10834831924585292,103,1475.7604041099548,1712907192.460158,10010,1472.021436214447,0.015678265046962837,0.12402658429281575
0.13885769588151373,0.10402687925617461,104,1587.130482673645,1712907303.8302367,10770,1583.3914868831635,0.015530070089346783,0.1195569493455214
0.13804698526502307,0.09524278539170272,105,1706.3145289421082,1712907423.014283,11586,1702.5755603313446,0.015264189054624218,0.11050697444632694
0.13601202283088062,0.08228332305862845,106,1834.872633934021,1712907551.572388,12465,1831.133706331253,0.01455213893029529,0.09683546198892375
0.12613108367177567,0.06936648848922096,107,1973.4539110660553,1712907690.153665,13411,1969.7149820327759,0.0122220507992675,0.08158853928848846
0.12210551561612078,0.0620684585068363,108,2121.856245994568,1712907838.556,14428,2118.1172165870667,0.01140858091298377,0.07347703941982008
0.11928242234861618,0.057166977865290784,109,2282.2787687778473,1712907998.9785228,15522,2278.539722919464,0.01089762899404423,0.06806460685933502
0.11688476601530204,0.053717231769375706,110,2455.0481152534485,1712908171.7478693,16699,2451.309121131897,0.010501325354842803,0.0642185571242185
0.11446657398788677,0.050844311914734965,111,2640.500800848007,1712908357.2005548,17966,2636.761813879013,0.010112182991412564,0.06095649490614753
0.11218545311656347,0.04851665616862175,112,2840.141540288925,1712908556.8412943,19329,2836.4025559425354,0.009747758080960562,0.05826441424958231
0.10996468357085856,0.04667607695455064,113,3055.716563463211,1712908772.4163175,20795,3051.9775438308716,0.009396808045115236,0.056072884999665874
0.10783517430878967,0.045063228462135285,114,3287.3929314613342,1712909004.0926855,22372,3283.653943300247,0.00905833576804154,0.054121564230176826
0.10566415116872427,0.04344018330730162,115,3536.5776636600494,1712909253.2774177,24069,3532.838554620743,0.008703821415401715,0.052144004722703335
0.10353051736609536,0.041818175420729034,116,3804.476799249649,1712909521.1765532,25894,3800.737842321396,0.00835331535517707,0.0501714907759061
0.10151021979392452,0.040180186797497235,117,4093.1811859607697,1712909809.88094,27858,4089.4421303272247,0.008011331558735133,0.048191518356232366
0.09977063997094163,0.03863065857959369,118,4403.892537593842,1712910120.5922916,29971,4400.1535856723785,0.007702481694103516,0.046333140273697206
0.09813506126413626,0.03702642935387996,119,4738.373317956924,1712910455.073072,32245,4734.634299278259,0.007396029968650691,0.04442245932253065
0.09598522104802501,0.03500156611804986,120,5097.9932243824005,1712910814.6929784,34690,5094.254233598709,0.007031130378837022,0.04203269649688688
0.0940816536651193,0.03338456999788002,121,5485.954368829727,1712911202.6541228,37321,5482.215376377106,0.00672955722335919,0.04011412722123921
0.09231682360585228,0.031932012025079407,122,5901.893753528595,1712911618.5935075,40152,5898.154783010483,0.006469789505001522,0.03840180153008093
0.09018593683070704,0.03041225334674833,123,6348.85413980484,1712912065.5538938,43197,6345.11519742012,0.006165694565570861,0.03657794791231919
0.08801379360380238,0.029102018155787987,124,6832.683505535126,1712912549.3832595,46474,6828.94456410408,0.005867306772159486,0.03496932492794747
0.08593756167444129,0.027942097967026153,125,7350.240086555481,1712913066.9398406,49998,7346.501046180725,0.00558789952783405,0.0335299974948602
0.0859370168620665,0.027941926677000097,126,7350.390485048294,1712913067.090239,49999,7346.651699781418,0.005587770327177397,0.033529697004177496
