loss,time,_timestamp,_runtime,loss_boundary,loss_interior,_step,l2_error,step
37.01738030266305,1.077181100845337,1712883485.726651,5.403617858886719,0.029843192091417906,36.98753711057163,0,1.4314215017137013,0
33.30812352491269,1.4451191425323486,1712883485.7335422,5.41050910949707,1.1461997631719307,32.16192376174076,1,2.655608929162975,1
31.251322413110138,1.4502103328704834,1712883485.738524,5.4154908657073975,3.714925495056031,27.536396918054105,2,2.808325838054207,2
28.489899700416395,1.454768419265747,1712883485.7430751,5.420042037963867,4.096214121988824,24.39368557842757,3,1.9406140503038578,3
24.744284231208304,1.4593143463134766,1712883485.7475986,5.424565553665161,1.9688488159822528,22.775435415226053,4,0.6506198309349812,4
21.719742954295246,1.4637644290924072,1712883485.7520463,5.429013252258301,0.23868600815393268,21.48105694614131,5,0.576396756790653,5
20.143086596565958,1.4681620597839355,1712883485.7564323,5.433399200439453,0.1738337773611371,19.969252819204822,6,1.0654403349380202,6
20.478837477369733,1.4725840091705322,1712883485.7608645,5.437831401824951,0.6063321259640029,19.87250535140573,7,1.8310563667349993,7
21.097263512626483,1.4769783020019531,1712883485.7652552,5.4422221183776855,1.7333916278864676,19.363871884740014,8,2.2867168577285164,8
20.866884385152893,1.4813659191131592,1712883485.7696338,5.446600675582886,2.6420290186614768,18.224855366491415,9,1.6733868642919814,9
19.46540256268499,1.4858269691467285,1712883485.774103,5.4510698318481445,1.4279099110981275,18.037492651586863,10,0.8222095520801063,10
18.429589239905635,1.490278720855713,1712883485.7785587,5.455525636672974,0.3610645283471688,18.068524711558467,11,0.4493674608244802,11
17.771841698105863,1.4977364540100098,1712883485.7860217,5.462988615036011,0.04723359437105114,17.724608103734813,12,0.6856322103472593,13
17.55547422364143,1.5021817684173584,1712883485.7917204,5.468687295913696,0.24154300135447113,17.313931222286957,13,0.5523346903571023,14
16.93526171831559,1.5104718208312988,1712883485.7987869,5.4757537841796875,0.16023613516462773,16.775025583150963,14,0.33734477064054097,15
15.510467800865177,1.5183959007263184,1712883485.8067358,5.483702659606934,0.04933670660406679,15.46113109426111,15,0.24633359322467557,17
14.946312297239052,1.5232758522033691,1712883485.8116045,5.488571405410767,0.0390786788259919,14.90723361841306,16,0.585314798002179,18
14.351276818967989,1.5312743186950684,1712883485.8196309,5.496597766876221,0.21323579650483065,14.138041022463158,17,0.7868648575417596,20
13.649587386810142,1.5392882823944092,1712883485.8276494,5.5046162605285645,0.40348514075511255,13.24610224605503,18,0.6590213476851894,22
12.65215677184483,1.547081708908081,1712883485.835456,5.512422800064087,0.27748709446893577,12.374669677375893,19,0.5285562153762042,24
11.514924647857812,1.5548365116119385,1712883485.8431878,5.520154714584351,0.1507174302246922,11.36420721763312,20,0.4922817853803087,26
10.421239959443609,1.5658478736877441,1712883485.854258,5.531224966049194,0.2784805462781563,10.142759413165452,21,0.5308373236838058,29
9.899186625005473,1.5737345218658447,1712883485.8621325,5.539099454879761,0.43397605781825127,9.465210567187222,22,0.6593583890157292,31
8.686056401765935,1.584747552871704,1712883485.8731325,5.5500993728637695,0.517594462197945,8.16846193956799,23,0.7885623243096035,34
7.70333757625904,1.5959713459014893,1712883485.8843353,5.561302185058594,0.49727084894332685,7.206066727315713,24,0.8146705633860629,37
6.481466588072445,1.6097660064697266,1712883485.8981724,5.575139284133911,0.6309317751389352,5.8505348129335095,25,1.0275375602383827,41
5.770564395699487,1.6235637664794922,1712883485.9119408,5.588907718658447,0.7310801806305111,5.039484215068976,26,1.1120608816352435,45
5.121061287741602,1.6378488540649414,1712883485.9262776,5.6032445430755615,0.7769744593276271,4.344086828413975,27,1.036131733529468,49
4.538746410961819,1.6553852558135986,1712883485.943801,5.620767831802368,0.6936532218696073,3.845093189092212,28,0.9483072795300822,54
3.894594168211694,1.6729462146759033,1712883485.9613872,5.638354063034058,0.5084419316921454,3.3861522365195484,29,0.7663310639711689,59
3.451972652392689,1.6898887157440186,1712883485.9782846,5.655251502990723,0.30370790181537344,3.148264750577315,30,0.63601529379304,64
3.751514388916848,1.7096140384674072,1712883485.9979985,5.6749653816223145,0.33801930006807107,3.413495088848777,31,0.5284269956116461,70
2.7127310473464146,1.7351737022399902,1712883486.0235631,5.700530052185059,0.17075913709334975,2.5419719102530647,32,0.393834411008261,77
2.0587711014202874,1.7579748630523682,1712883486.0463371,5.723304033279419,0.0969256464211039,1.9618454549991837,33,0.337196102061672,84
1.7865159318442254,1.7835547924041748,1712883486.0719378,5.748904705047607,0.06794372884883507,1.7185722029953903,34,0.2724398617009739,92
2.1444888148305803,1.8101816177368164,1712883486.0984828,5.775449752807617,0.09802053741461278,2.0464682774159675,35,0.26937808295882115,100
1.4925776519472136,1.8393902778625488,1712883486.1276314,5.804598331451416,0.052095026589456625,1.440482625357757,36,0.265662613502891,109
1.5773917946992688,1.8739006519317627,1712883486.1621578,5.83912467956543,0.055872426356013305,1.5215193683432555,37,0.28818904960155173,120
1.2481249609358058,1.908510446548462,1712883486.1967518,5.873718738555908,0.04638522691931107,1.2017397340164948,38,0.22069404780027585,131
1.2077071335758847,1.9452080726623535,1712883486.2334192,5.910386085510254,0.042049165972988405,1.1656579676028962,39,0.3132329816866407,143
1.3059856936410494,1.9854247570037842,1712883486.2736633,5.950630187988281,0.04719696804620308,1.2587887255948464,40,0.20221670927245924,156
1.0092392116977884,2.0358176231384277,1712883486.324062,6.001029014587402,0.03477995202473172,0.9744592596730567,41,0.20752201322962807,171
0.9382334007437728,2.086341619491577,1712883486.3745837,6.051550626754761,0.03190667938582355,0.9063267213579492,42,0.18581134533061341,187
