_runtime,loss_boundary,loss_interior,step,_step,l2_error,time,_timestamp,loss
5.458513498306274,1.4507086606586714,120.30927686545765,0,0,1.7283504753853192,1.3664426803588867,1713921228.8695245,121.75998552611632
5.652727127075195,1.790456496084315,116.41782186988199,1,1,2.6736542874061353,1.8201062679290771,1713921229.063738,118.20827836596631
5.850703239440918,3.7851907072551305,102.92472168854484,2,2,1.6363163824433973,2.0178918838500977,1713921229.2617142,106.70991239579996
6.046733617782593,1.6804432804924008,69.102872470563,3,3,1.556603069940042,2.2139031887054443,1713921229.4577446,70.7833157510554
6.241082668304443,1.5225520162693966,61.50651321722712,4,4,1.4615702392696366,2.408461093902588,1713921229.6520936,63.02906523349652
6.433529853820801,1.3578240841551366,55.797716543853575,5,5,0.8666609458599412,2.6010353565216064,1713921229.8445408,57.15554062800871
6.630173683166504,0.5063507652389753,21.125531010001055,6,6,0.48729555034202987,2.797586441040039,1713921230.0411847,21.63188177524003
6.823129653930664,0.1871791730889399,5.9156368402500625,7,7,0.35535931804388143,2.9892852306365967,1713921230.2341406,6.102816013339003
7.017631769180298,0.09782711701507771,1.4659474612004244,8,8,0.1697340486328192,3.185061454772949,1713921230.4286427,1.5637745782155021
7.209557294845581,0.02137433053444383,0.5729472768678697,9,9,0.1060312794746775,3.3772647380828857,1713921230.6205683,0.5943216074023135
7.40111780166626,0.009246059120968203,0.1336199944541282,10,10,0.09939923791417814,3.5689306259155273,1713921230.8121288,0.1428660535750964
7.592845916748047,0.006810741104358645,0.06360730614658752,11,11,0.08443446825771404,3.7602829933166504,1713921231.003857,0.07041804725094616
7.782920837402344,0.005519732066391659,0.04396834735951366,12,12,0.07086006947070907,3.9504141807556152,1713921231.1939318,0.049488079425905315
7.9745118618011475,0.004138730262665481,0.02465655765451271,13,13,0.0661254330115373,4.1420276165008545,1713921231.3855228,0.02879528791717819
8.167312622070312,0.003591843085425981,0.019280430054096635,14,14,0.05705779181946616,4.334821701049805,1713921231.5783236,0.022872273139522614
8.565969467163086,0.002279600821475782,0.010054412060861363,16,15,0.05089503134175537,4.733450651168823,1713921231.9769804,0.012334012882337146
8.764765501022339,0.002152051643931554,0.008792709477498764,17,16,0.04553190649424771,4.93227219581604,1713921232.1757765,0.010944761121430318
8.953613758087158,0.0016858251675365143,0.006788130575339527,18,17,0.04448255137481259,5.1211254596710205,1713921232.3646247,0.00847395574287604
9.346345663070679,0.0013806207865508702,0.005127489077848322,20,18,0.03985689243849342,5.513746500015259,1713921232.7573566,0.006508109864399193
9.549293041229248,0.0013034031414623007,0.004763539196472943,21,19,0.03834573549666701,5.716485500335693,1713921232.960304,0.006066942337935244
9.935848712921143,0.0011699158028451253,0.003918840134597555,23,20,0.03476248228932121,6.1032209396362305,1713921233.3468597,0.00508875593744268
10.127751111984253,0.0010195952846872476,0.003609248444719739,24,21,0.03438499205993606,6.295206785202026,1713921233.538762,0.004628843729406987
10.514646053314209,0.0009622241851771544,0.003041772988105048,26,22,0.030388951768913954,6.682140827178955,1713921233.925657,0.004003997173282202
10.906067132949829,0.0007329905028615068,0.002265634923048286,28,23,0.028920086911844098,7.073457717895508,1713921234.317078,0.002998625425909793
11.499131679534912,0.0006012725596902562,0.0019017080063452932,31,24,0.026682089394875368,7.666127681732178,1713921234.9101427,0.0025029805660355493
11.881931066513062,0.000555902759826181,0.0016842514217737764,33,25,0.025076144886596034,8.049403190612793,1713921235.292942,0.0022401541815999576
12.261685848236084,0.0004951544826635103,0.001472221177717586,35,26,0.02209833231878258,8.429192781448364,1713921235.6726968,0.0019673756603810965
12.871784210205078,0.0003391532183724973,0.000999488406502045,38,27,0.020486674622979522,9.038663387298584,1713921236.2827952,0.001338641624874542
13.460107803344727,0.0002843203269186013,0.0007065768629603699,41,28,0.019124958157832345,9.627464294433594,1713921236.8711188,0.0009908971898789712
14.045196533203125,0.0002316795979188074,0.0004982787268894945,44,29,0.017275453741154884,10.212687969207764,1713921237.4562075,0.0007299583248083018
14.854776620864868,0.00018695035350980277,0.0003314697574233599,48,30,0.015350721735019881,11.021886825561523,1713921238.2657876,0.0005184201109331627
