_runtime,loss_boundary,loss_interior,step,_step,l2_error,time,_timestamp,loss
15.436577081680298,0.00016362190255916792,0.00027654259521698546,51,31,0.01448024431377199,11.603978633880615,1713921238.847588,0.00044016449777615335
16.20514225959778,0.00012967096479995184,0.0001986527544110859,55,32,0.012571408867372123,12.372459650039673,1713921239.6161532,0.0003283237192110378
16.977425813674927,9.788304398135005e-05,0.00015028025298220675,59,33,0.010228615870928685,13.144476175308228,1713921240.3884368,0.0002481632969635568
17.918265342712402,6.695469589915988e-05,0.00011490751466952853,64,34,0.008926081704286786,14.085663080215454,1713921241.3292763,0.0001818622105686884
18.948429584503174,4.7152476434516424e-05,9.460460628240153e-05,69,35,0.0070999870109880675,15.114843606948853,1713921242.3594406,0.00014175708271691796
19.90933847427368,3.247511869111861e-05,7.567630650592884e-05,74,36,0.006376514484396051,16.076223850250244,1713921243.3203495,0.00010815142519704745
21.06096839904785,2.2668550174126584e-05,6.134419400768939e-05,80,37,0.005370602760108211,17.227991580963135,1713921244.4719794,8.401274418181598e-05
22.252125024795532,1.7167848410462063e-05,5.0576573747421174e-05,86,38,0.004397784081043082,18.417399883270264,1713921245.663136,6.774442215788323e-05
23.653778791427612,1.0599958959819716e-05,3.5758294219253363e-05,93,39,0.003718421745514812,19.820700883865356,1713921247.0647898,4.6358253179073076e-05
25.03302311897278,7.795831505526607e-06,2.6787713673639902e-05,100,40,0.0031588722056141694,21.19858717918396,1713921248.444034,3.458354517916651e-05
26.416720390319824,5.975261821563271e-06,1.958939710971192e-05,107,41,0.002780760954460506,22.5831561088562,1713921249.8277314,2.556465893127519e-05
28.022568702697754,3.822452376107944e-06,1.216151862242075e-05,115,42,0.0022520105697553536,24.189799785614014,1713921251.4335797,1.5983970998528692e-05
29.832152128219604,2.493334526079076e-06,9.264061623049336e-06,124,43,0.0017353517738130939,25.99754500389099,1713921253.243163,1.1757396149128413e-05
31.987077474594116,1.428248920329654e-06,6.998975442454108e-06,134,44,0.0013981761344675314,28.15393328666687,1713921255.3980885,8.427224362783763e-06
33.978440046310425,7.864881410942314e-07,5.663239758139595e-06,144,45,0.0010296620669785579,30.145485401153564,1713921257.389451,6.449727899233827e-06
36.283817529678345,4.5860525810974726e-07,4.667142474698281e-06,155,46,0.000812032957477561,32.450642108917236,1713921259.6948285,5.125747732808028e-06
38.40977668762207,3.1292287001378626e-07,3.7508250489181083e-06,166,47,0.0006528465793602689,34.57683491706848,1713921261.8207877,4.063747918931895e-06
40.99664855003357,2.0395821009590358e-07,2.929751388216574e-06,179,48,0.0005139740006992567,37.16131234169006,1713921264.4076595,3.1337095983124777e-06
43.723602056503296,1.423232500526783e-07,2.195792461289081e-06,193,49,0.00043107699763930316,39.89053773880005,1713921267.134613,2.3381157113417596e-06
46.52462935447693,1.1173165894419624e-07,1.407148137843401e-06,207,50,0.0003775091411931663,42.69170928001404,1713921269.9356403,1.5188797967875972e-06
49.62144231796265,8.497568995497535e-08,7.569084083565673e-07,223,51,0.0003185044121148787,45.78889751434326,1713921273.0324533,8.418840983115427e-07
52.99918603897095,4.582206234830222e-08,5.185387013432963e-07,240,52,0.00023694284032038787,49.16626834869385,1713921276.410197,5.643607636915985e-07
56.45026159286499,3.2897450833595654e-08,3.9875871320575187e-07,258,53,0.0002025551509984116,52.617292404174805,1713921279.8612726,4.3165616403934754e-07
60.335182189941406,2.5058949550105293e-08,3.2003118747035497e-07,278,54,0.0001806230259474393,56.5023558139801,1713921283.7461932,3.4509013702046024e-07
64.4187023639679,1.8578815222185352e-08,2.53860736520679e-07,299,55,0.00015768562071038792,60.58549427986145,1713921287.8297133,2.7243955174286434e-07
68.78063678741455,1.5189787793012568e-08,2.0249432260557214e-07,322,56,0.00014690439463245462,64.94765853881836,1713921292.1916478,2.176841103985847e-07
73.38043522834778,1.2963322370413662e-08,1.3800757851732127e-07,346,57,0.000137679567748461,69.54748558998108,1713921296.7914462,1.5097090088773494e-07
78.78548955917358,1.1942961341236236e-08,9.00678667926232e-08,373,58,0.00013317291666803586,74.95195722579956,1713921302.1965005,1.0201082813385943e-07
84.45691680908203,1.0436836468593996e-08,7.115457182913474e-08,401,59,0.00012228880152783872,80.62343049049377,1713921307.8679278,8.159140829772874e-08
90.09323787689209,8.612309025420098e-09,5.8889203964853146e-08,431,60,0.00010964238466845501,86.26019954681396,1713921313.5042489,6.750151299027324e-08
96.36549425125122,6.110152304265419e-09,4.856897374524204e-08,464,61,9.147981108659586e-05,92.53235363960266,1713921319.7765052,5.467912604950746e-08
103.07855820655823,4.120670485939742e-09,3.9441512043732635e-08,499,62,7.430701752608526e-05,99.24583101272583,1713921326.4895692,4.3562182529672375e-08
110.37771534919739,2.945395046530631e-09,3.181273536343393e-08,537,63,6.251271137772427e-05,106.54465007781982,1713921333.7887263,3.475813040996456e-08
118.42386150360107,1.9416675978946633e-09,2.602623220685852e-08,578,64,5.114923765419085e-05,114.59096550941467,1713921341.8348725,2.7967899804753185e-08
126.91974258422852,1.1839506031503273e-09,2.1253302435526844e-08,622,65,3.926672710161747e-05,123.08635878562927,1713921350.3307536,2.243725303867717e-08
136.09167408943176,6.826595420537494e-10,1.5945572687530544e-08,669,66,2.9404177938944773e-05,132.25864553451538,1713921359.502685,1.6628232229584293e-08
145.73281002044678,3.6416005227907395e-10,1.2093728191527669e-08,720,67,2.1339414760416702e-05,141.89988040924072,1713921369.143821,1.2457888243806743e-08
155.9877851009369,2.311783830269879e-10,1.1064948316150058e-08,774,68,1.734873869425599e-05,152.15496039390564,1713921379.398796,1.1296126699177046e-08
167.17281293869019,2.0101996758809916e-10,1.032874546713643e-08,833,69,1.63354054488173e-05,163.33980345726013,1713921390.583824,1.0529765434724528e-08
179.32167792320251,1.9410021976588796e-10,9.665103237410531e-09,896,70,1.6017792212386836e-05,175.4888150691986,1713921402.732689,9.859203457176419e-09
192.34647679328918,1.9500294069555086e-10,9.093045061350142e-09,964,71,1.5755582436295846e-05,188.51351380348206,1713921415.7574878,9.288048002045693e-09
206.48509669303894,1.8993622207063765e-10,8.472688992188607e-09,1038,72,1.5365539715337936e-05,202.65211391448975,1713921429.8961077,8.662625214259245e-09
221.714825630188,1.7772694018531227e-10,7.761968997468207e-09,1116,73,1.4859111088926066e-05,217.88194227218628,1713921445.1258366,7.939695937653519e-09
238.04149436950684,1.6415432150650642e-10,6.9611223922797575e-09,1201,74,1.4338223684913313e-05,234.2080430984497,1713921461.4525054,7.125276713786264e-09
255.3177843093872,1.4045190738334436e-10,6.136788041387142e-09,1292,75,1.3570958904657228e-05,251.48443150520325,1713921478.7287953,6.277239948770487e-09
274.23035979270935,1.2435573323646218e-10,5.273541858761721e-09,1390,76,1.3088022586388208e-05,270.3973879814148,1713921497.6413708,5.397897591998183e-09
294.5240890979767,1.0291036205306497e-10,4.325951165416712e-09,1496,77,1.1799289743733446e-05,290.69113516807556,1713921517.9351,4.428861527469777e-09
316.3079369068146,7.990157615682696e-11,3.336377222679796e-09,1609,78,1.0325002166169327e-05,312.4750146865845,1713921539.718948,3.4162787988366227e-09
339.375248670578,5.207672368481548e-11,2.495308518927126e-09,1731,79,8.303995674804254e-06,335.5424964427948,1713921562.7862597,2.547385242611941e-09
365.3933324813843,3.1911274851311844e-11,1.964701644652496e-09,1863,80,6.746273833001604e-06,361.5602431297302,1713921588.8043435,1.996612919503808e-09
392.5389664173126,2.2602471406370855e-11,1.6856760706545559e-09,2004,81,5.9092087900984e-06,388.7059106826782,1713921615.9499774,1.7082785420609266e-09
421.83030915260315,1.9684583570621268e-11,1.4836764498773265e-09,2156,82,5.492995190443642e-06,417.99672532081604,1713921645.2413201,1.5033610334479478e-09
453.66551876068115,1.470055697939619e-11,1.2883978515050543e-09,2319,83,4.662435400293348e-06,449.83264541625977,1713921677.0765297,1.3030984084844504e-09
487.71395087242126,1.1377377220204591e-11,9.63992455223265e-10,2495,84,3.996861209015205e-06,483.8810362815857,1713921711.1249619,9.753698324434696e-10
523.7710516452789,9.061468080865212e-12,6.773616294259896e-10,2685,85,3.5357746341747846e-06,519.9378981590271,1713921747.1820626,6.864230975068548e-10
562.6312141418457,7.1672275743388155e-12,5.730409916088518e-10,2888,86,3.1071516694819774e-06,558.798152923584,1713921786.0422251,5.802082191831906e-10
604.8113520145416,5.5708544188996144e-12,5.090775045190576e-10,3107,87,2.7521494774679964e-06,600.9783184528351,1713921828.222363,5.146483589379572e-10
649.6753799915314,4.163196018954988e-12,4.541314386820626e-10,3343,88,2.4161632531222144e-06,645.8417918682098,1713921873.086391,4.582946347010176e-10
697.438001871109,3.132771189363988e-12,4.0267076216388705e-10,3597,89,2.1147694052004393e-06,693.602789402008,1713921920.8490129,4.05803533353251e-10
749.2004106044769,2.4976196363332175e-12,3.5303749476084855e-10,3870,90,1.9222945785327967e-06,745.3669421672821,1713921972.6114216,3.555351143971818e-10
804.684089422226,2.0824338301797107e-12,3.0495671088015933e-10,4163,91,1.7484475620745148e-06,800.8506989479065,1713922028.0951004,3.0703914471033905e-10
865.6133816242218,1.7592511770960125e-12,2.580599591644106e-10,4479,92,1.6075139419337985e-06,861.7799935340881,1713922089.0243926,2.598192103415066e-10
930.9554085731506,1.4749626154250267e-12,2.1311379854532178e-10,4819,93,1.4711844560176197e-06,927.1219942569733,1713922154.3664196,2.145887611607468e-10
1000.8427653312683,1.2217339255710086e-12,1.742151474758944e-10,5184,94,1.3380193362521475e-06,997.008026599884,1713922224.2537763,1.754368814014654e-10
1075.9532451629639,1.0337442199737772e-12,1.4666692893557457e-10,5577,95,1.2303202623170227e-06,1072.1202099323273,1713922299.3642561,1.4770067315554835e-10
1156.366492509842,8.630521290085446e-13,1.281789975326176e-10,6000,96,1.1246670506207287e-06,1152.5333116054535,1713922379.7775035,1.2904204966162614e-10
1244.3818275928497,7.391903695916716e-13,1.1411397264095765e-10,6456,97,1.040903304152279e-06,1240.548802614212,1713922467.7928386,1.1485316301054932e-10
1337.1178858280182,6.234831710375882e-13,1.0235958670969548e-10,6945,98,9.553196856859899e-07,1333.2824230194092,1713922560.5288968,1.0298306988073307e-10
1437.223159790039,5.226571073762864e-13,9.210979432050836e-11,7472,99,8.773947297345675e-07,1433.3896849155426,1713922660.6341708,9.263245142788464e-11
1546.3832333087921,4.4263182860787067e-13,8.299759626112985e-11,8039,100,8.129821108989513e-07,1542.550117969513,1713922769.7942443,8.344022808973772e-11
1662.797515630722,3.793859577556989e-13,7.490223107377826e-11,8649,101,7.583077327036683e-07,1658.9642515182495,1713922886.2085266,7.528161703153397e-11
1787.4439632892609,3.3037666734788085e-13,6.773450730520918e-11,9305,102,7.119795721548579e-07,1783.6109654903412,1713923010.8549743,6.806488397255707e-11
1921.509800195694,2.9001586558809423e-13,6.139835211467857e-11,10010,103,6.700554319704095e-07,1917.6768279075623,1713923144.9208112,6.168836798026666e-11
2066.426258325577,2.5682523735129445e-13,5.574508135672652e-11,10770,104,6.310852408021934e-07,2062.5932013988495,1713923289.8372693,5.600190659407781e-11
2222.5072753429413,2.301451675324391e-13,5.065263509555985e-11,11586,105,5.949616960774564e-07,2218.6738855838776,1713923445.9182863,5.088278026309229e-11
2391.128343820572,2.0834908397619041e-13,4.597042260529281e-11,12465,106,5.610534842872259e-07,2387.29550075531,1713923614.5393548,4.6178771689269e-11
2572.2696664333344,1.9050774769712476e-13,4.159482600780899e-11,13411,107,5.291991370169667e-07,2568.434987783432,1713923795.6806774,4.178533375550611e-11
2767.867259979248,1.755202725949296e-13,3.7467230955738656e-11,14428,108,4.990864896459336e-07,2764.034581422806,1713923991.278271,3.764275122833358e-11
2976.778466463089,1.6227823591949096e-13,3.3572109340725475e-11,15522,109,4.7058277605366407e-07,2972.94566988945,1713924200.1894774,3.3734387576644965e-11
3202.3851363658905,1.4979364183600786e-13,2.995756157055464e-11,16699,110,4.440450863430995e-07,3198.552163362503,1713924425.7961473,3.010735521239065e-11
3444.7411801815033,1.376864485741074e-13,2.6706677060869783e-11,17966,111,4.1824994066889003e-07,3440.90638256073,1713924668.1521912,2.6844363509443892e-11
3704.175288915634,1.2540046381648649e-13,2.3887820931121617e-11,19329,112,3.9407151085145653e-07,3700.342186689377,1713924927.5863,2.4013221394938105e-11
3984.142553329468,1.1320975851793945e-13,2.1492733097306134e-11,20795,113,3.7077386851026576e-07,3980.308537721634,1713925207.5535643,2.1605942855824074e-11
4285.640784263611,1.0117927317887406e-13,1.9438921449934535e-11,22372,114,3.4806460386089944e-07,4281.807897090912,1713925509.0517952,1.9540100723113408e-11
4609.49848151207,8.929643506915849e-14,1.76214636423538e-11,24069,115,3.2581922264475393e-07,4605.665712118149,1713925832.9094925,1.771076007742296e-11
4955.5867512226105,7.76728630807103e-14,1.5956129955336623e-11,25894,116,3.0323607137823737e-07,4951.753822088242,1713926178.9977622,1.6033802818417334e-11
5331.789988517761,6.638420155104143e-14,1.4385330368677238e-11,27858,117,2.802042853867883e-07,5327.956653833389,1713926555.2009995,1.4451714570228279e-11
5735.164736032486,5.5908271459683576e-14,1.2874330782918479e-11,29971,118,2.5720238405924177e-07,5731.3317086696625,1713926958.575747,1.2930239054378162e-11
6168.733183860779,4.6966565215407956e-14,1.1396894666500586e-11,32245,119,2.3585139839017196e-07,6164.899688243866,1713927392.1441948,1.1443861231715994e-11
6635.635487318039,4.00443104023149e-14,9.934064161283731e-12,34690,120,2.1787321644083387e-07,6631.802383422852,1713927859.0464983,9.974108471686046e-12
7137.545509815216,3.517576131920547e-14,8.479978121531445e-12,37321,121,2.0399562299766516e-07,7133.712517499924,1713928360.9565208,8.51515388285065e-12
