_step,loss,time,step,_runtime,l2_error,loss_interior,_timestamp,loss_boundary
50,9.042704291972493,7.567076683044434,98,11.760144710540771,0.6207881458344298,8.729335075346892,1714534643.5911367,0.3133692166256
51,8.340812115469245,8.07320785522461,107,12.265774965286255,0.5940778682909613,8.05103429276526,1714534644.096767,0.28977782270398383
52,2.3981089286060358,8.691345930099487,118,12.883949518203735,0.3903262988449933,2.2447734495735645,1714534644.7149415,0.1533354790324712
53,0.7372384908494432,9.367337703704834,130,13.559916496276855,0.3078033595911807,0.6440363542378923,1714534645.3909085,0.0932021366115508
54,0.3569529036842055,10.105053424835205,143,14.298051357269287,0.25800553422274675,0.2848386749865381,1714534646.1290433,0.07211422869766741
55,0.20143462126064796,10.898728132247925,157,15.091393232345581,0.22652404907907203,0.14736786093956844,1714534646.9223852,0.05406676032107951
56,0.1261525457902058,11.734200477600098,172,15.927281379699707,0.20369999726444596,0.08177577000933622,1714534647.7582734,0.04437677578086957
57,0.08470008717109696,12.737469911575317,190,16.929969310760498,0.182446116891536,0.048911915658729106,1714534648.7609613,0.03578817151236786
58,0.0683283042772366,13.850145101547241,208,18.048614740371704,0.1676592131162334,0.03754500339485622,1714534649.8796067,0.030783300882380387
59,0.04928691861851872,15.553373336791992,229,19.745309591293335,0.15057203709342742,0.024371506222135124,1714534651.5763016,0.024915412396383597
60,0.039178580909500986,17.100961446762085,252,21.292957067489624,0.13792203277841839,0.018103144071870345,1714534653.123949,0.02107543683763064
61,0.030136228077162888,18.799646854400635,277,22.99152708053589,0.12604066927447774,0.013225774670987988,1714534654.822519,0.016910453406174898
62,0.025064438636007536,20.359089136123657,305,24.551018238067627,0.11788835720094393,0.010659872353512009,1714534656.3820102,0.014404566282495528
63,0.021680950279113563,22.998751401901245,335,27.19131636619568,0.11172760749372236,0.009047752581932042,1714534659.0223083,0.01263319769718152
64,0.018118975895245033,25.23786950111389,369,29.429811239242554,0.10467973629561125,0.007266204478209834,1714534661.2608032,0.0108527714170352
65,0.014622744718157842,27.980798721313477,406,32.173181772232056,0.10040092859657325,0.005139606096653441,1714534664.0041738,0.0094831386215044
66,0.01223955976243342,30.966928720474243,446,35.15896034240723,0.09471120616172307,0.0039390851891482025,1714534666.9899523,0.008300474573285218
67,0.009941697867658677,33.48447871208191,491,37.67690324783325,0.08714247912148242,0.0030876566180140213,1714534669.5078952,0.006854041249644656
68,0.008367856067245057,36.14776062965393,540,40.33961272239685,0.0807275255955967,0.0025539502408056733,1714534672.1706047,0.0058139058264393825
69,0.006777279104273068,39.17937874794006,594,43.37177848815918,0.07272525827823463,0.002135472895428208,1714534675.2027705,0.004641806208844861
70,0.005250785612839303,42.42731952667236,653,46.61919569969177,0.06382771588236694,0.001756484909727394,1714534678.4501877,0.003494300703111909
71,0.00413142106532772,46.10300016403198,718,50.30180525779724,0.05631782161220504,0.0014835231930418306,1714534682.1327972,0.0026478978722858895
72,0.00284779478857349,50.327242612838745,790,54.51916217803955,0.04708793533573695,0.0010660097319874404,1714534686.3501542,0.0017817850565860498
73,0.001970119603975618,55.77720046043396,869,59.96966576576233,0.0392745328419595,0.0007661340989848203,1714534691.8006577,0.0012039855049907975
74,0.0014294367637183968,64.31155610084534,956,68.5038800239563,0.033403871652353305,0.0005849611774802858,1714534700.334872,0.0008444755862381109
75,0.0010899010773347591,74.17240905761719,1052,78.36449408531189,0.028889002530137743,0.00046819984551647095,1714534710.195486,0.0006217012318182882
76,0.0008635159509093063,80.52420139312744,1157,84.71657872200012,0.025337036855929085,0.00038996624092388837,1714534716.5475707,0.0004735497099854179
77,0.0006955247645430095,86.83625769615173,1272,91.02860999107361,0.022167396342885778,0.0003346036944421604,1714534722.859602,0.00036092107010084906
78,0.0005458776420190749,94.52851676940918,1400,98.72073364257812,0.018972205569503766,0.00028315663443789676,1714534730.5517256,0.00026272100758117814
79,0.00043058622375922746,104.04912686347961,1539,108.24194383621216,0.016126640774865315,0.00023986190733541054,1714534740.0729358,0.00019072431642381694
80,0.00034348491597136903,113.9437198638916,1693,118.13665437698364,0.013690007339801179,0.00020468938285970727,1714534749.9676464,0.00013879553311166176
81,0.00028268573919203773,123.37397480010986,1863,127.56697535514832,0.011751483780396511,0.00017771203526382534,1714534759.3979673,0.00010497370392821238
82,0.00020000885643120243,134.4276044368744,2049,138.6207275390625,0.009746128166804023,0.000124235991358519,1714534770.4517195,7.577286507268343e-05
83,0.00016400269608423087,144.51912999153137,2254,148.71196508407593,0.00850681087984726,0.00010567456583123483,1714534780.542957,5.8328130252996046e-05
84,0.0001420284730148661,156.4382688999176,2479,160.63265585899353,0.0076105922210353855,9.475502113752884e-05,1714534792.4636478,4.727345187733724e-05
85,0.00011355944612551575,170.58250522613525,2727,174.77526545524597,0.006379187886123616,7.928632526961074e-05,1714534806.6062574,3.427312085590501e-05
86,9.45262860994249e-05,186.24983167648315,3000,190.44235754013062,0.005414358614249753,6.905319370931347e-05,1714534822.2733495,2.547309239011142e-05
87,7.853854188586642e-05,203.32893633842468,3299,207.5215904712677,0.004587168895394006,5.9962623272873e-05,1714534839.3525825,1.857591861299342e-05
88,6.785540249499954e-05,222.48503494262695,3629,226.67748856544495,0.004048455442525171,5.34494725703798e-05,1714534858.5084805,1.4405929924619732e-05
89,6.008390698965651e-05,243.034423828125,3992,247.22712516784668,0.0036764385173840893,4.82839134508339e-05,1714534879.0581172,1.1799993538822611e-05
90,5.0651574128245345e-05,265.70453000068665,4391,269.89709997177124,0.003260573233370343,4.144167313664713e-05,1714534901.728092,9.209900991598217e-06
91,4.2757921838840164e-05,291.03372716903687,4831,295.2260410785675,0.0029431395425331425,3.525466014628009e-05,1714534927.057033,7.503261692560067e-06
92,3.477403115580157e-05,319.2069876194,5314,323.39974308013916,0.0025920556569501143,2.89618771832187e-05,1714534955.230735,5.812153972582868e-06
93,2.979283823085345e-05,349.7730894088745,5845,353.96544313430786,0.0023486936856589335,2.500088198332299e-05,1714534985.796435,4.791956247530462e-06
94,2.445663833958127e-05,385.39000725746155,6429,389.5824673175812,0.0020690858866134676,2.065531599229638e-05,1714535021.4134593,3.8013223472848913e-06
95,2.0703550016664177e-05,425.00237107276917,7072,429.1954002380371,0.0018828511056972023,1.7461368837969486e-05,1714535061.0263922,3.242181178694691e-06
96,1.7503532220925414e-05,466.854122877121,7779,471.04646611213684,0.0017368842988304213,1.4693310041692155e-05,1714535102.877458,2.8102221792332588e-06
97,1.5284014166536553e-05,511.6952464580536,8557,515.8881595134735,0.0016512794076175479,1.274220986986758e-05,1714535147.7191515,2.541804296668976e-06
98,1.2571328432643544e-05,564.4170126914978,9413,568.6094951629639,0.0015554197374475266,1.0337259075196371e-05,1714535200.4404871,2.234069357447174e-06
99,1.01782311390485e-05,620.8732507228851,10354,625.0656967163086,0.0014515803772605822,8.232631148923259e-06,1714535256.8966887,1.9455999901252404e-06
100,8.264807349557189e-06,682.5555076599121,11389,686.7485194206238,0.0013597120719285854,6.533434122936776e-06,1714535318.5795114,1.7313732266204126e-06
101,6.026534664099864e-06,755.4431929588318,12528,759.6362340450287,0.0012592987490522936,4.532059162166174e-06,1714535391.467226,1.4944755019336889e-06
102,4.402949416209306e-06,829.9288716316223,13781,834.1217176914215,0.0011717161381853826,3.0910985717251194e-06,1714535465.9527097,1.3118508444841868e-06
103,3.06377222972806e-06,910.5059077739716,15159,914.6980743408203,0.001075230798437722,1.946530293793915e-06,1714535546.5290663,1.117241935934145e-06
104,2.353131636947241e-06,1000.8850250244141,16675,1005.0774674415588,0.0009790497471693356,1.4327708775924777e-06,1714535636.9084594,9.203607593547635e-07
105,1.7503597930477068e-06,1096.9046938419342,18342,1101.097458600998,0.000858642332481562,1.053380962116299e-06,1714535732.9284506,6.969788309314077e-07
106,1.3594320971247632e-06,1201.0976729393005,20177,1205.2902207374573,0.0007524230907325891,8.333980253593773e-07,1714535837.1212127,5.26034071765386e-07
107,1.1133129718829443e-06,1317.2446267604828,22194,1321.4370777606964,0.0006652135811973084,7.069979248313712e-07,1714535953.2680697,4.063150470515731e-07
108,9.036360823162772e-07,1445.5304157733917,24414,1449.7238450050354,0.0005712212428346597,6.075207864302038e-07,1714536081.554837,2.961152958860733e-07
109,7.697015959081972e-07,1587.9651758670807,26855,1592.1575474739075,0.0004966373901190058,5.480672080294745e-07,1714536223.9885395,2.2163438787872266e-07
110,6.514956049884366e-07,1744.650508403778,29540,1748.8428609371185,0.00041836108181360766,4.959898671126473e-07,1714536380.673853,1.5550573787578933e-07
111,5.630831552765867e-07,1914.7182183265686,32494,1918.9104056358337,0.00035485267365221323,4.5226274447852115e-07,1714536550.7413976,1.1082041079806556e-07
112,5.047403540841308e-07,2098.65713596344,35744,2102.849410533905,0.0003071549613228868,4.2241881785890257e-07,1714536734.6804025,8.232153622522815e-08
113,4.7562004933463936e-07,2303.6382715702057,39318,2307.830575942993,0.000280421562337481,4.0722029435193475e-07,1714536939.661568,6.839975498270461e-08
114,4.408823933522595e-07,2528.673457622528,43250,2532.865910053253,0.00024620379033178094,3.8833505163158815e-07,1714537164.696902,5.254734172067138e-08
115,4.079341859443289e-07,2774.6041617393494,47575,2778.796608686447,0.00021171067384024366,3.692581449291259e-07,1714537410.6276007,3.8676041015202996e-08
116,3.811248077318502e-07,3000.004396677017,51516,3004.196937561035,0.0001826137492000419,3.525189173776711e-07,1714537636.0279295,2.8605890354179107e-08
