step,_step,loss,_runtime,time,loss_interior,loss_boundary,_timestamp
296,50,1.006846155449483,5.3860273361206055,1.7911572456359863,0.9548179217416118,0.05202823370787123,1711474977.0384843
321,51,0.8685383451441245,5.461868762969971,1.8669991493225098,0.8265181561977833,0.04202018894634121,1711474977.1143258
349,52,0.742854236781839,5.536174535751343,1.941338300704956,0.7078490511833834,0.035005185598455654,1711474977.1886315
379,53,0.6388867252839378,5.618313789367676,2.02345871925354,0.6089140107766439,0.02997271450729389,1711474977.2707708
411,54,0.549617253833927,5.702291488647461,2.1074397563934326,0.5239606514170294,0.02565660241689755,1711474977.3547485
447,55,0.4848926793080226,5.80780291557312,2.212991714477539,0.46257277939469377,0.022319899913328847,1711474977.46026
485,56,0.41123978194920835,5.9183104038238525,2.323443651199341,0.3918344071288395,0.019405374820368852,1711474977.5707674
527,57,0.38217501799527753,6.0442187786102295,2.449324607849121,0.36382741141329167,0.01834760658198589,1711474977.6966758
572,58,0.32952727808757976,6.173335313796997,2.5784342288970947,0.3127015735206212,0.016825704566958515,1711474977.8257923
621,59,0.2983781540381786,6.319235324859619,2.7243692874908447,0.2821623502112478,0.01621580382693078,1711474977.9716923
675,60,0.27621684427872273,6.46307897567749,2.8681979179382324,0.26046812994114016,0.01574871433758259,1711474978.115536
733,61,0.2495035942374078,6.627340078353882,3.0324556827545166,0.23456750045215533,0.014936093785252473,1711474978.279797
796,62,0.23085259946151448,6.8027565479278564,3.2078497409820557,0.21654076190119895,0.014311837560315536,1711474978.4552135
865,63,0.21073166449115466,6.998727083206177,3.403846263885498,0.1973109010645203,0.013420763426634365,1711474978.651184
939,64,0.19276516811547867,7.222723722457886,3.627795457839966,0.18014935360164433,0.01261581451383434,1711474978.8751807
1020,65,0.1780740580344308,7.43993878364563,3.845032215118408,0.16615161056288724,0.01192244747154355,1711474979.0923958
1107,66,0.16558928789968108,7.683170795440674,4.088221788406372,0.15418662448362047,0.011402663416060596,1711474979.3356278
1203,67,0.15566536292013441,7.94633150100708,4.351433038711548,0.1446482149018934,0.011017148018241014,1711474979.5987885
1306,68,0.14669926935018654,8.240998029708862,4.646105527877808,0.13597641526694496,0.010722854083241593,1711474979.893455
1418,69,0.13928656795835917,8.564204216003418,4.969320058822632,0.1287963718913596,0.010490196066999585,1711474980.2166612
1540,70,0.13234017134490478,8.883820295333862,5.288938283920288,0.12205514198164136,0.010285029363263422,1711474980.5362773
1673,71,0.12645912357387656,9.236718893051147,5.641839981079102,0.11639367838102854,0.010065445192848008,1711474980.889176
1817,72,0.12070065608909764,9.626283884048462,6.031407833099365,0.11080598518058646,0.00989467090851117,1711474981.278741
1973,73,0.11568107824331911,10.047555685043335,6.452672004699707,0.10597311665267367,0.00970796159064543,1711474981.7000127
2143,74,0.11046993182196102,10.518059968948364,6.923151969909668,0.10089743790725071,0.009572493914710314,1711474982.170517
2327,75,0.10598002302041519,11.012892007827759,7.417990207672119,0.09658240683561212,0.009397616184803077,1711474982.665349
2527,76,0.10187714616032782,11.554359436035156,7.959470272064209,0.09260341376538316,0.009273732394944662,1711474983.2068164
2744,77,0.09857808837518864,12.152437210083008,8.557557106018066,0.089450734302875,0.009127354072313628,1711474983.8048942
2980,78,0.09679262698717966,12.781560897827148,9.186691045761108,0.08776391753467677,0.009028709452502892,1711474984.434018
3236,79,0.0925482836794799,13.47542405128479,9.880255222320557,0.08363019995043669,0.008918083729043211,1711474985.127881
3515,80,0.08978857100367997,14.240889549255371,10.645884037017822,0.0809733800316206,0.008815190972059366,1711474985.8933465
3817,81,0.08696378308721239,15.069865226745605,11.474981307983398,0.07824774498102804,0.00871603810618435,1711474986.7223222
4145,82,0.08401745939227179,15.95414113998413,12.359133005142212,0.07542523485707756,0.008592224535194228,1711474987.6065981
4502,83,0.08499661347814494,16.93118405342102,13.336296558380127,0.07644169702930312,0.008554916448841819,1711474988.583641
4889,84,0.08464250980498661,17.966774940490723,14.371892929077148,0.07615766614385387,0.00848484366113273,1711474989.619232
5309,85,0.07265057476590624,19.1110258102417,15.516143321990967,0.0647029114597259,0.007947663306180333,1711474990.7634828
5765,86,0.06735881294675383,20.322190523147583,16.727292776107788,0.059876448291171336,0.007482364655582489,1711474991.9746475
6261,87,0.06288811379230942,21.637078285217285,18.042200565338135,0.0558208238038682,0.007067289988441223,1711474993.2895353
6799,88,0.05870398388933275,23.088590383529663,19.49370503425598,0.05202731805826393,0.006676665831068816,1711474994.7410474
7384,89,0.05465723659957895,24.675893306732178,21.08100390434265,0.04836966222683584,0.006287574372743104,1711474996.3283503
8019,90,0.05109672289225933,26.38462209701538,22.789724826812744,0.04515791221602299,0.005938810676236344,1711474998.037079
8708,91,0.047778258142765026,28.30254554748535,24.707661867141724,0.042158777893552275,0.005619480249212752,1711474999.9550025
9457,92,0.0447333700467206,30.40459132194519,26.809674978256226,0.039439344953285084,0.005294025093435517,1711475002.0570483
10270,93,0.041801094016200746,32.6571204662323,29.061911582946777,0.03683612346608589,0.004964970550114852,1711475004.3095775
11153,94,0.03946415993438515,35.05729627609253,31.462393283843994,0.03474169902940721,0.004722460904977944,1711475006.7097533
12112,95,0.037115027713111697,37.66434860229492,34.06944823265076,0.03258937596778213,0.004525651745329567,1711475009.3168056
13153,96,0.0351751514667327,40.489362716674805,36.89448261260986,0.030819029675973126,0.004356121790759574,1711475012.1418197
14284,97,0.033380240169904075,43.54229187965393,39.94740414619446,0.029209259443186638,0.0041709807267174374,1711475015.1947489
15512,98,0.03150196950937825,46.898327589035034,43.30338978767395,0.02755521987422038,0.003946749635157872,1711475018.5507846
16845,99,0.02973363765404579,50.52056384086609,46.925503730773926,0.02602316183072831,0.0037104758233174823,1711475022.1730208
18294,100,0.027950481501299144,54.430011510849,50.83500337600708,0.024485100115544972,0.0034653813857541725,1711475026.0824685
19866,101,0.23656564724229504,58.65356087684631,55.05868101119995,0.22810498706826546,0.00846066017402958,1711475030.3060179
21574,102,0.02429983911998638,63.364057540893555,59.76910948753357,0.02132070320363419,0.00297913591635219,1711475035.0165145
23429,103,0.02228779322964518,68.48577976226807,64.89076089859009,0.01954533379325137,0.0027424594363938118,1711475040.1382368
25443,104,0.02012324668406817,74.0512261390686,70.45605826377869,0.017595640834454314,0.0025276058496138576,1711475045.7036831
27631,105,0.017978343139665322,79.88466835021973,76.28950834274292,0.015644674106366017,0.0023336690332993043,1711475051.5371253
30006,106,0.022581641737594266,86.22925305366516,82.63436794281006,0.020252840261257878,0.0023288014763363893,1711475057.88171
32586,107,0.014233139630474899,93.1159245967865,89.52099442481995,0.012293980181390456,0.001939159449084443,1711475064.7683816
35387,108,0.012421133769789504,100.57521438598633,96.97998642921448,0.010786016179262673,0.0016351175905268303,1711475072.2276714
38430,109,0.011193728084566807,108.6989107131958,105.10400915145874,0.009752607099205522,0.0014411209853612838,1711475080.3513677
41734,110,0.010230724800888283,117.47896337509155,113.88404297828674,0.008932564671732049,0.0012981601291562333,1711475089.1314204
45321,111,0.009439861387193786,127.05345869064331,123.45830297470093,0.008239221798399941,0.0012006395887938458,1711475098.7059157
49218,112,0.008671028610506995,137.42602133750916,133.8310227394104,0.0075213439177875515,0.0011496846927194428,1711475109.0784783
53449,113,0.007864471791861116,148.64707493782043,145.05216336250305,0.006746980717132188,0.0011174910747289272,1711475120.299532
58044,114,0.007152987764891651,160.88233757019043,157.28738927841187,0.006059447422123431,0.00109354034276822,1711475132.5347946
63034,115,0.006657948415977741,174.15574169158936,170.5606074333191,0.005593441051364453,0.0010645073646132887,1711475145.8081987
68453,116,0.006346142287271309,188.5926651954651,184.9977741241455,0.005294690167371802,0.0010514521198995075,1711475160.2451222
74338,117,0.005887744342521308,204.21384263038635,200.61893153190613,0.0048576373671624295,0.0010301069753588781,1711475175.8662996
80729,118,0.005582655031176068,221.21625065803528,217.62113881111145,0.004580238439093897,0.0010024165920821716,1711475192.8687077
87669,119,0.005339854783869387,239.53258442878723,235.9376938343048,0.004362887746828181,0.0009769670370412054,1711475211.1850414
95206,120,0.00515076581675632,259.4278564453125,255.83292078971863,0.004194566618506408,0.0009561991982499127,1711475231.0803134
103391,121,0.004971088086810906,281.0894544124603,277.49433517456055,0.004031940145900062,0.0009391479409108439,1711475252.7419114
112280,122,0.0048156020467796335,304.65322494506836,301.05829787254333,0.003892939930623864,0.0009226621161557691,1711475276.305682
121932,123,0.004557472019846932,330.2868845462799,326.69174671173096,0.003667023692473303,0.0008904483273736295,1711475301.9393415
132415,124,0.004339323190088753,358.20469903945923,354.6097583770752,0.003486226294887011,0.0008530968952017416,1711475329.857156
143799,125,0.0042131204005008225,388.58565521240234,384.9907522201538,0.0033857201484203295,0.0008274002520804928,1711475360.2381122
156161,126,0.004001036198542473,421.47012424468994,417.87495136260986,0.0032145060929105783,0.0007865301056318945,1711475393.1225812
169586,127,0.0035514021730100633,457.0119273662567,453.41703271865845,0.0028274667814766528,0.0007239353915334106,1711475428.6643844
184166,128,0.003367880907357389,495.66354608535767,492.0683925151825,0.002698063600572261,0.0006698173067851282,1711475467.316003
199998,129,0.0032639238892889903,537.5696115493774,533.9746658802032,0.002635048027991286,0.0006288758612977044,1711475509.2220685
