l2_error,_timestamp,time,_step,loss_boundary,_runtime,loss_interior,loss,step
0.13427145096033655,1713027820.501052,83.0124261379242,77,0.014879680831634302,86.71601986885071,0.12320235463538773,0.13808203546702202,1496
0.1338107273227019,1713027826.4333541,88.94474196434021,78,0.01477672900823522,92.64832210540771,0.11959038604610393,0.13436711505433915,1609
0.13322520478755584,1713027832.8439462,95.35546255111694,79,0.014648047424316168,99.05891418457031,0.11612895622477522,0.1307770036490914,1731
0.13278303000105526,1713027839.807848,102.31916284561157,80,0.014509460838992672,106.02281594276428,0.1127942535444043,0.12730371438339697,1863
0.13226804662150432,1713027847.227104,109.73854947090149,81,0.014363661875508082,113.44207191467285,0.10954713965238085,0.12391080152788893,2004
0.13169309954922478,1713027855.2406585,117.75193810462952,82,0.014188257131864175,121.45562648773193,0.10612340372860178,0.12031166086046596,2156
0.1309246202717396,1713027863.7997072,126.31110048294067,83,0.013986428601508906,130.01467514038086,0.10270211174985415,0.11668854035136306,2319
0.12978928847309584,1713027873.1193655,135.63085794448853,84,0.01372365362359792,139.3343334197998,0.09864500365462789,0.11236865727822581,2495
0.128536784409308,1713027883.1200497,145.63139986991882,85,0.013436554438915295,149.33501768112183,0.09467138201425673,0.10810793645317203,2685
0.12712946941970849,1713027893.8948255,156.40616631507874,86,0.013113711367302928,160.10979342460632,0.09065428197886136,0.10376799334616428,2888
0.1256336475706081,1713027905.458409,167.96981477737427,87,0.012774369416629572,171.67337703704834,0.08664632779715781,0.09942069721378738,3107
0.12394799401937906,1713027917.885793,180.39723372459412,88,0.012381314783227964,184.10076093673706,0.08281518582896999,0.09519650061219795,3343
0.11774056473068033,1713027931.3664653,193.8777539730072,89,0.01103348322479392,197.5814332962036,0.07225999384217258,0.08329347706696649,3597
0.1150398049707465,1713027945.8393557,208.3505780696869,90,0.010605151096660765,212.0543236732483,0.06713786406665906,0.07774301516331983,3870
0.11316062072474599,1713027961.2469049,223.75837421417236,91,0.01037829695690956,227.46187281608582,0.062435990759389895,0.07281428771629946,4163
0.11177999412703382,1713027979.172957,241.68411445617676,92,0.010255680225302119,245.38792490959167,0.057661159923959454,0.06791684014926157,4479
0.11061892891028158,1713027998.1824434,260.69387221336365,93,0.010168418528931956,264.39741134643555,0.053048251813554374,0.06321667034248633,4819
0.10933877354999756,1713028017.396335,279.90756583213806,94,0.010040392409769554,283.6113028526306,0.048711146646971105,0.05875153905674066,5184
0.10778642349636017,1713028040.7486134,303.25920033454895,95,0.009830067229756427,306.96358132362366,0.04507755837594707,0.054907625605703496,5577
0.10583495715492681,1713028063.8728192,326.38187623023987,96,0.009536364269248096,330.08778715133667,0.041982693256668,0.051519057525916095,6000
0.10348963530307788,1713028089.5835748,352.09490489959717,97,0.009176727479613522,355.7985427379608,0.03927079548324743,0.04844752296286095,6456
0.10071750730383873,1713028115.8796396,378.39088916778564,98,0.008757452660986289,382.094607591629,0.03680861196938831,0.0455660646303746,6945
0.09747537406234907,1713028143.882855,406.3938658237457,99,0.008272117055576936,410.0978229045868,0.03446607574230132,0.04273819279787826,7472
0.09381093927320458,1713028176.5261726,439.0375928878784,100,0.007725108352901272,442.74114060401917,0.032139769193624365,0.03986487754652564,8039
0.08988665749347835,1713028210.3914967,472.90270829200745,101,0.007140740565866017,476.6064646244049,0.029850718883438092,0.03699145944930411,8649
0.08608380224460613,1713028245.360756,507.8718752861023,102,0.006571197135771167,511.57572388648987,0.02789198741588629,0.03446318455165746,9305
0.08259812881744773,1713028282.741665,545.2529356479645,103,0.006050270273186404,548.9566328525543,0.026137108268103056,0.03218737854128946,10010
0.07921082813806199,1713028323.113995,585.625435590744,104,0.005553179968845246,589.3289630413055,0.024255276046893384,0.02980845601573863,10770
0.07557781087912041,1713028366.5889301,629.1001958847046,105,0.005022422846963455,632.8038980960846,0.02203942463136329,0.027061847478326746,11586
0.07095444808497536,1713028413.1622303,675.6732540130615,106,0.004364310147771257,679.3771982192993,0.01979123262679015,0.024155542774561407,12465
0.06550356098547988,1713028463.468342,725.9792461395264,107,0.0036813587603781867,729.6833100318909,0.01784747877082376,0.021528837531201946,13411
0.05999836017993354,1713028517.4468613,779.9575419425964,108,0.0031043416640197923,783.6618292331696,0.016155149670628133,0.019259491334647924,14428
0.054749644325493306,1713028575.6586928,838.1700546741486,109,0.0026657310392477073,841.8736608028412,0.014477163829042036,0.017142894868289744,15522
0.04989615861218798,1713028642.5115457,905.0227375030518,110,0.0022870100215483945,908.7265136241913,0.0129900900081567,0.015277100029705094,16699
0.046309426040940786,1713028712.6407719,975.1516342163086,111,0.0019908782664627162,978.8557398319244,0.011759260396907906,0.013750138663370623,17966
0.043475870597730865,1713028787.2527752,1049.7641263008118,112,0.0017414426748824964,1053.4677431583405,0.010843485329051397,0.012584928003933894,19329
