l2_error,step,loss_interior,loss,_step,_runtime,_timestamp,time,loss_boundary
0.7361575479455184,124,1.089749451504341,1.481137416251713,43,21.65147304534912,1713900557.01382,17.520655155181885,0.3913879647473718
0.6842649763704507,134,0.8315670437439756,1.185788816511751,44,22.861117839813232,1713900558.2234647,18.73053765296936,0.3542217727677753
0.6368291461144276,144,0.6986166622318207,1.0066611534083605,45,24.070937395095825,1713900559.4332843,19.94036102294922,0.30804449117653976
0.5488626170217372,155,0.5735628625629504,0.8111547987312198,46,25.408751487731934,1713900560.7710984,21.278168439865112,0.23759193616826935
0.5310094611607832,166,0.5445467802228281,0.7709155576928115,47,26.739515781402588,1713900562.1018627,22.608948230743408,0.22636877746998338
0.5105379361517864,179,0.5109033268024795,0.7238612211167897,48,28.31005573272705,1713900563.6724026,24.179455041885376,0.21295789431431025
0.5030378610550021,193,0.49877934849328043,0.7067190248491203,49,30.015997886657715,1713900565.3783448,25.88541269302368,0.20793967635583985
0.4957557122070305,207,0.4875641725131204,0.6906510264115227,50,31.747320890426636,1713900567.1096678,27.61667490005493,0.2030868538984023
0.4884237868739956,223,0.47504135129719405,0.6732171510652775,51,33.69695711135864,1713900569.059304,29.566388368606567,0.19817579976808344
0.4810876705715449,240,0.46143914715968637,0.6535407294291519,52,35.75088310241699,1713900571.11323,31.62034010887146,0.1921015822694655
0.4723125917101692,258,0.4467168865545874,0.6347187007733929,53,37.92977571487427,1713900573.2921226,33.799222230911255,0.1880018142188055
0.46501060245078524,278,0.4329687781677856,0.6164273103548057,54,40.354410886764526,1713900575.7167578,36.2237663269043,0.18345853218702013
0.45927671339843706,299,0.4207148687361732,0.5994613236916261,55,42.92195272445679,1713900578.2842996,38.79137921333313,0.17874645495545285
0.4304452379456976,322,0.3826712786402501,0.5440466840950089,56,45.71655201911926,1713900581.078899,41.585957765579224,0.16137540545475879
0.40969535978522087,346,0.3491916870004327,0.49768534721810676,57,48.625553369522095,1713900583.9879003,44.49492430686951,0.14849366021767407
0.38516417779785744,373,0.30526011836934586,0.43905959757889224,58,52.054879903793335,1713900587.4172268,47.923932790756226,0.13379947920954635
0.3779312833547628,401,0.2913074464493166,0.42069840279011134,59,55.52003622055054,1713900590.882383,51.389100790023804,0.12939095634079473
0.3717304424232403,431,0.2761059068290199,0.4020953794401466,60,59.20287251472473,1713900594.5652194,55.07193350791931,0.12598947261112672
0.3665121484357285,464,0.2630486112144449,0.38570425790835383,61,63.23880386352539,1713900598.6011508,59.10789918899536,0.12265564669390892
0.36187251606547705,499,0.25040004529200005,0.37031486268960456,62,67.50672340393066,1713900602.8690703,63.37579655647278,0.11991481739760453
0.3573175432024992,537,0.23584742014972243,0.352927095994108,63,72.15170979499817,1713900607.5140567,68.02075147628784,0.11707967584438558
0.35278342197968593,578,0.2216961013395342,0.33589606454562926,64,77.1628406047821,1713900612.5251875,73.0319356918335,0.11419996320609502
0.3490442393156316,622,0.20953689383168914,0.3214464352719125,65,82.5503237247467,1713900617.9126706,78.41956305503845,0.11190954144022337
0.34525791583913396,669,0.19849652710926724,0.3079770786693746,66,88.25434494018555,1713900623.6166918,84.12345361709595,0.10948055156010741
0.34154346689156173,720,0.1880739823600618,0.2952525800381243,67,94.4457311630249,1713900629.808078,90.31495976448059,0.10717859767806252
0.33776035168013885,774,0.1784272119324969,0.28325191077096884,68,101.00043511390686,1713900636.362782,96.86956143379211,0.10482469883847197
0.33375353921505446,833,0.16918767573370383,0.27154664137007145,69,108.29421424865723,1713900643.6565611,104.16347074508667,0.10235896563636761
0.32994436144935296,896,0.16059198519405912,0.2606128566667215,70,116.01697278022766,1713900651.3793197,111.88603115081787,0.1000208714726624
0.32591844489737853,964,0.15241069139485644,0.24998975534466567,71,124.32292532920837,1713900659.6852722,120.19227194786072,0.09757906394980924
0.32165964920598306,1038,0.1444162840193009,0.23943322359389665,72,133.503582239151,1713900668.8659291,129.37265300750732,0.09501693957459575
0.3172964947360206,1116,0.13685952373321,0.22927767145313005,73,143.0534062385559,1713900678.4157531,138.92252683639526,0.09241814771992006
0.3125453420006726,1201,0.12943478656976587,0.21908127464816618,74,154.33854269981384,1713900689.7008896,150.20760869979858,0.08964648807840031
0.3078702506355753,1292,0.12237650059908882,0.20927172048754372,75,165.57189965248108,1713900700.9342465,161.44069170951843,0.08689521988845492
0.3028165701697949,1390,0.11547679117697376,0.1994835141308035,76,177.60762667655945,1713900712.9699736,173.4766881465912,0.08400672295382973
0.2975455090620284,1496,0.10880234857563313,0.18983616726813746,77,190.77394938468933,1713900726.1362963,186.64297771453857,0.08103381869250431
0.29213654435211617,1609,0.10243015798541166,0.18046534535537023,78,204.4980947971344,1713900739.8604417,200.36716866493225,0.07803518736995857
0.2864526264200373,1731,0.09634496082408067,0.17128583094946195,79,219.37829756736755,1713900754.7406445,215.2473361492157,0.07494087012538128
0.28074414491463046,1863,0.09033728749454102,0.16223100341749122,80,235.49678301811218,1713900770.85913,231.3658745288849,0.0718937159229502
0.2750378676173702,2004,0.08472633620940234,0.15362819565988356,81,252.7606658935547,1713900788.1230128,248.62979173660278,0.06890185945048123
0.26927101016981647,2156,0.0795532519783723,0.14553709847275842,82,271.4879286289215,1713900806.8502755,267.3569941520691,0.06598384649438613
0.2637249928630058,2319,0.07473155063198993,0.13791402554473825,83,291.31462264060974,1713900826.6769695,287.1837615966797,0.06318247491274834
0.25779164157198015,2495,0.07008241029796403,0.13042635465554742,84,312.7621126174927,1713900848.1244595,308.631263256073,0.06034394435758339
0.2520424075534733,2685,0.06568416705518858,0.1232510706653799,85,335.88884592056274,1713900871.2511928,331.7582232952118,0.05756690361019132
0.24602564748638694,2888,0.06144843086390013,0.11622390373302541,86,361.01182651519775,1713900896.3741734,356.88086771965027,0.054775472869125284
0.2403179043101483,3107,0.057647290471736445,0.10981624795397008,87,388.0037660598755,1713900923.366113,383.87278747558594,0.05216895748223362
0.2344847475055656,3343,0.05409666587171002,0.10369200061147671,88,417.02516531944275,1713900952.3875122,412.8941721916199,0.04959533473976668
0.22847423402992217,3597,0.05076077294939668,0.09777809729252865,89,448.0505065917969,1713900983.4128535,443.91954159736633,0.04701732434313197
0.22231677488699306,3870,0.047597477853508166,0.09205713467222236,90,481.52127599716187,1713901016.883623,477.39028429985046,0.044459656818714194
0.215914275455765,4163,0.04456548372953917,0.08646914423737395,91,517.6335248947144,1713901052.9958718,513.5026717185974,0.041903660507834777
0.2090586645247516,4479,0.04152211441297878,0.0808024310974507,92,556.618542432785,1713901091.9808893,552.4876551628113,0.039280316684471905
0.20186201991056524,4819,0.03847037100812861,0.07510864837929618,93,598.7523264884949,1713901134.1146734,594.6214437484741,0.03663827737116757
0.1944693069896116,5184,0.03548916007728612,0.06952001920040621,94,643.7401947975159,1713901179.1025417,639.6093385219574,0.03403085912312008
0.18707858411898454,5577,0.03264784943733351,0.0641453404739075,95,692.1881403923035,1713901227.5504873,688.0572745800018,0.031497491036573996
0.1796240245825009,6000,0.03001133511181994,0.05907558858921633,96,744.040693283081,1713901279.4030402,739.9098618030548,0.029064253477396388
0.17235396954024737,6456,0.027559549884237006,0.05435282390961847,97,800.0600230693817,1713901335.42237,795.9291543960571,0.02679327402538147
0.16543557200545814,6945,0.025304576017074906,0.050035062492992846,98,859.5925674438477,1713901394.9549143,855.461731672287,0.02473048647591794
0.15857145023857572,7472,0.023159638154304114,0.04595171439342387,99,924.7893631458282,1713901460.15171,920.6583042144775,0.022792076239119753
0.15041843202952127,8039,0.020656406108804422,0.04125731828889956,100,994.5202832221985,1713901529.88263,990.3894529342651,0.020600912180095136
0.14278346550469137,8649,0.018331935921091613,0.036992760233698435,101,1069.608097076416,1713901604.970444,1065.4771871566772,0.018660824312606822
0.13167592001054917,9305,0.01525220387007919,0.03128287974601577,102,1149.6346564292908,1713901684.9970033,1145.5038096904755,0.01603067587593658
0.1236126582441432,10010,0.013144691766078102,0.027396435615179536,103,1235.8875632286072,1713901771.24991,1231.7566566467285,0.014251743849101434
0.11374122911109581,10770,0.01078898414182962,0.02299296003420019,104,1328.9324362277985,1713901864.294783,1324.8015990257263,0.012203975892370572
0.10143293881053975,11586,0.008231901334206534,0.01807696153178905,105,1428.5090243816376,1713901963.8713713,1424.378088235855,0.009845060197582516
0.09153531628762294,12465,0.006456456711268799,0.014533883608927784,106,1536.4723274707794,1713902071.8346744,1532.3415005207062,0.008077426897658986
0.07968152438100365,13411,0.004718744953578305,0.01085775591900293,107,1652.558227300644,1713902187.9205742,1648.427390575409,0.006139010965424625
0.06991848578645435,14428,0.00353566129329937,0.00823898778241014,108,1776.396742105484,1713902311.759089,1772.2658514976501,0.00470332648911077
0.06122009632422997,15522,0.002669633142622499,0.006241052510515715,109,1910.531512260437,1713902445.8938591,1906.4006433486938,0.003571419367893216
0.054168871377562725,16699,0.0020908003412866737,0.004855830936624022,110,2054.697939634323,1713902590.0602865,2050.5669825077057,0.0027650305953373475
0.05145494878344065,17966,0.0019107543397677079,0.004389787615462334,111,2210.0225660800934,1713902745.384913,2205.891748189926,0.002479033275694626
0.04989329965845619,19329,0.001815504505212102,0.0041376389140980645,112,2377.3963611125946,1713902912.758708,2373.265490293503,0.0023221344088859624
0.04682874691275476,20795,0.0016428806003332247,0.003674061855057451,113,2556.394894361496,1713903091.7572412,2552.2640557289124,0.002031181254724226
0.040249498801602016,22372,0.0013130816876868656,0.002787022929064656,114,2749.4465203285217,1713903284.8088672,2745.3156430721283,0.0014739412413777907
0.0337401584540966,24069,0.0010258494391155268,0.0020439262252166697,115,2957.1325900554657,1713903492.494937,2953.001769542694,0.0010180767861011427
0.02914958952581264,25894,0.0008485016402072919,0.0015987571229577867,116,3179.9472892284393,1713903715.309636,3175.8163907527924,0.0007502554827504948
0.02540503518892886,27858,0.0007196601916070131,0.0012824202593390765,117,3420.8429396152496,1713903956.2052865,3416.7120559215546,0.0005627600677320633
0.022557654103925642,29971,0.0006272485700300973,0.0010665166562119385,118,3679.3098533153534,1713904214.6722002,3675.1789956092834,0.00043926808618184116
0.020005628029723565,32245,0.000545279760280219,0.0008867554448604332,119,3962.1653356552124,1713904497.5276825,3958.0344240665436,0.0003414756845802143
0.0179159842012165,34690,0.00047966698595142,0.0007509180905289677,120,4261.781669139862,1713904797.144016,4257.65080332756,0.00027125110457754776
0.01622019092695903,37321,0.00042670467294014537,0.0006473045537969754,121,4585.491385936737,1713905120.8537328,4581.360435962677,0.00022059988085683003
0.014836323069286474,40152,0.0003830923475696683,0.0005664084995019073,122,4935.918986797333,1713905471.2813337,4931.787996053696,0.00018331615193223897
0.013573446804758447,43197,0.0003430544811008976,0.0004956200828088222,123,5310.285348892212,1713905845.6476958,5306.154415607452,0.0001525656017079246
0.012451831388828868,46474,0.0003073539192061174,0.0004351987169622639,124,5712.34530711174,1713906247.707654,5708.21432185173,0.00012784479775614652
0.01151435637801118,49998,0.00027792875543989547,0.0003870538773355898,125,6145.821093082428,1713906681.18344,6141.690100669861,0.00010912512189569433
0.011515120927294202,49999,0.00027792654406621787,0.0003870519839803266,126,6145.947297811508,1713906681.3096447,6141.81662607193,0.00010912543991410873
