loss,_step,loss_boundary,loss_interior,time,_runtime,step,l2_error,_timestamp
3.6115781483011373,43,0.23288144678072625,3.3786967015204112,4.6855974197387695,9.957050800323486,50,0.4621084490157305,1714834456.2551458
3.069873016008315,44,0.2611559682878277,2.8087170477204872,4.839155435562134,10.110594511032104,55,0.5098985718187309,1714834456.4086895
2.7564037593439314,45,0.28406323289749646,2.472340526446435,5.026919841766357,10.298330545425415,61,0.5457183752209297,1714834456.5964255
2.4516627074197874,46,0.30132027245438114,2.150342434965406,5.218100070953369,10.489501953125,67,0.5740804837782847,1714834456.787597
2.1201131921449794,47,0.30515104276112304,1.8149621493838564,5.405396938323975,10.67678952217102,73,0.5677275373832992,1714834456.9748845
1.8989872687201794,48,0.27487752747433297,1.6241097412458465,5.6501452922821045,10.921595573425293,81,0.506035173493973,1714834457.2196906
1.5444553577517763,49,0.2579281921338594,1.286527165617917,5.909402370452881,11.180848598480225,89,0.4684967950418829,1714834457.4789436
1.3916630432608186,50,0.25807241454054647,1.1335906287202722,6.189205646514893,11.460628271102905,98,0.45696361055136203,1714834457.7587233
1.317740518325216,51,0.25587111885160324,1.0618693994736128,6.48534893989563,11.757357120513916,107,0.4541461802765839,1714834458.055452
1.2523962455979825,52,0.25455574662629865,0.9978404989716838,6.826357126235962,12.097823143005371,118,0.45106829677535226,1714834458.3959181
1.1537508436750699,53,0.2522057982721747,0.901545045402895,7.201203346252441,12.473125696182251,130,0.44847613818498117,1714834458.7712207
1.0326332191238108,54,0.24920839276243456,0.7834248263613762,7.608106851577759,12.879599809646606,143,0.4470757236402152,1714834459.1776948
0.955913828026853,55,0.24318590616732202,0.7127279218595309,8.045435905456543,13.31692385673523,157,0.4450715073536275,1714834459.6150188
0.9411255372620865,56,0.24131042959433632,0.6998151076677501,8.511419534683228,13.78287124633789,172,0.4451356107803266,1714834460.0809662
0.8935323848542291,57,0.23496106720683096,0.6585713176473982,9.065622568130493,14.337578535079956,190,0.44706159978545673,1714834460.6356735
0.8867133188536247,58,0.23301571530922596,0.6536976035443988,9.633296251296997,14.904760599136353,208,0.4454883912662382,1714834461.2028556
0.8810065472224253,59,0.23206653304571967,0.6489400141767057,10.289456844329834,15.561827898025513,229,0.44483787876172837,1714834461.859923
0.8696163199026977,60,0.22979393951592483,0.6398223803867729,11.002161026000977,16.27412438392639,252,0.4433909355025467,1714834462.5722194
0.851507677672301,61,0.22410298754459665,0.6274046901277043,11.772911310195923,17.044861793518066,277,0.43856227387154273,1714834463.3429568
0.8431401514955417,62,0.2213885571697609,0.6217515943257808,12.63109827041626,17.902533531188965,305,0.4358821362583953,1714834464.2006285
0.6185835329907685,63,0.1946788328251625,0.42390470016560605,13.56182074546814,18.83326768875122,335,0.4118543421091676,1714834465.1313627
0.5507237337425293,64,0.18703574257489472,0.3636879911676345,14.62296986579895,19.895023584365845,369,0.4000040292671638,1714834466.1931186
0.5079528495580702,65,0.18039313567866092,0.3275597138794093,15.7806556224823,21.052093267440796,406,0.3927496719602806,1714834467.3501883
0.4776676823513104,66,0.16566596119636479,0.3120017211549456,17.013835906982422,22.285765409469604,446,0.3796454467400988,1714834468.5838604
0.4725220385358502,67,0.16383631104536275,0.30868572749048745,18.409382104873657,23.68122434616089,491,0.3783836371732926,1714834469.9793193
0.4716339790038532,68,0.16344571320408455,0.3081882657997686,19.924647092819214,25.196782112121582,540,0.37784691195771675,1714834471.494877
0.47163279633056693,69,0.1634470487924628,0.3081857475381041,21.600415468215942,26.872341632843018,594,0.3778471406557123,1714834473.1704366
0.4716323687152735,70,0.16344790303916187,0.3081844656761116,23.414595127105713,28.686177492141724,653,0.3778469705178088,1714834474.9842725
0.4716147437644563,71,0.16346673988730676,0.3081480038771495,25.413618326187134,30.68524742126465,718,0.37787763711156136,1714834476.9833424
0.46860728190046536,72,0.16155520426789782,0.30705207763256753,27.656936407089233,32.92851400375366,790,0.3753022479562358,1714834479.226609
0.41058475828224017,73,0.1315876755517029,0.2789970827305373,30.1521475315094,35.42337083816528,869,0.33205078227355034,1714834481.7214658
0.12377673590528132,74,0.06370341774547539,0.06007331815980594,32.82990121841431,38.10179305076599,956,0.2386566690160843,1714834484.399888
0.08715433389801736,75,0.05381749308026504,0.03333684081775231,35.76894450187683,41.04062604904175,1052,0.21283028659548295,1714834487.338721
0.06527920126392003,76,0.04589127367177229,0.019387927592147754,39.01181387901306,44.28304481506348,1157,0.19351440030244244,1714834490.5811398
0.05357021341180826,77,0.04123313530132417,0.012337078110484092,42.56415843963623,47.836196184158325,1272,0.183091882136164,1714834494.1342912
0.044255559571583426,78,0.03522777040952295,0.009027789162060476,46.531779289245605,51.803232192993164,1400,0.16983777742986544,1714834498.1013272
0.02513648739697605,79,0.017545930083444107,0.0075905573135319395,50.84004092216492,56.11198925971985,1539,0.12068805750395242,1714834502.4100842
0.0072781435561348265,80,0.003779335800471638,0.0034988077556631883,55.585609912872314,60.85748839378357,1693,0.05516116253749075,1714834507.1555834
0.0041964573265834745,81,0.0015237896334644057,0.002672667693119069,60.86315107345581,66.13470339775085,1863,0.034611960613317505,1714834512.4327984
0.0029759625258897185,82,0.0007193535962412419,0.0022566089296484765,66.59763503074646,71.86917090415955,2049,0.024080466064879992,1714834518.167266
0.002230733671707446,83,0.000268363136687093,0.0019623705350203533,72.90432834625244,78.17583107948303,2254,0.015205734682872665,1714834524.473926
0.0021303074698683514,84,0.000226502993429092,0.0019038044764392594,79.83803534507751,85.11005806922913,2479,0.01346913603852489,1714834531.408153
0.0020561492907076413,85,0.00018987148567984447,0.0018662778050277968,87.53326559066772,92.80490756034851,2727,0.012359905964636526,1714834539.1030025
0.002038931483815564,86,0.0001812948460396692,0.0018576366377758946,95.91990375518799,101.1915934085846,3000,0.012107590192680413,1714834547.4896884
0.002027737827143709,87,0.00017530804403487261,0.0018524297831088365,105.19589900970459,110.46737170219421,3299,0.011903745032452864,1714834556.7654667
0.0020174201918943964,88,0.00017016623513848572,0.001847253956755911,115.36258029937744,120.63504576683044,3629,0.01172628832275491,1714834566.9331408
0.0020038505690303885,89,0.0001632449386806633,0.001840605630349725,126.5676908493042,131.83935022354126,3992,0.011487120967525079,1714834578.1374452
0.0019944992226021987,90,0.00015852692601544424,0.0018359722965867545,138.84641027450562,144.11872696876526,4391,0.011318585511298536,1714834590.416822
0.0019860528881001237,91,0.0001540870706205237,0.0018319658174796001,152.41687440872192,157.68876671791077,4831,0.011162150122129049,1714834603.9868617
0.001977047178378254,92,0.00014994093944439168,0.0018271062389338623,167.2970747947693,172.56851410865784,5314,0.011011867335957047,1714834618.866609
0.001964962941695755,93,0.0001430084639437718,0.0018219544777519834,183.6004147529602,188.87228345870972,5845,0.010753718536325053,1714834635.1703784
0.0017936063048556456,94,6.637488194945619e-05,0.0017272314229061895,201.5483591556549,206.81992721557617,6429,0.0074351828825973115,1714834653.1180222
0.001776170094374991,95,6.0938722739624975e-05,0.001715231371635366,221.27162790298462,226.54374051094055,7072,0.0071176222015744365,1714834672.8418355
0.0015258277292081008,96,3.651012829470897e-05,0.0014893176009133917,243.12361216545105,248.3956799507141,7779,0.005499517775790521,1714834694.693775
0.0015078024066001799,97,3.751708381354169e-05,0.0014702853227866381,267.0311288833618,272.3031871318817,8557,0.005601376118440765,1714834718.6012821
0.001499335288775363,98,3.64102274056142e-05,0.0014629250613697488,293.3940501213074,298.6655201911926,9413,0.005541988050980798,1714834744.9636152
0.0014883189508023166,99,3.466308056849686e-05,0.0014536558702338198,322.38739705085754,327.6596372127533,10354,0.005433523306889697,1714834773.9577322
0.00148159969488803,100,3.33370283252699e-05,0.0014482626665627601,354.24579668045044,359.51788234710693,11389,0.005345817122144837,1714834805.8159773
0.0014710825934857899,101,3.1348728850528554e-05,0.0014397338646352613,389.3791387081146,394.6506838798523,12528,0.005208082185921019,1714834840.9487789
0.0014646521275573391,102,2.997238873149319e-05,0.0014346797388258459,427.93516540527344,433.20743775367737,13781,0.005109220861901493,1714834879.5055327
0.0014601038240426262,103,2.8993191574630164e-05,0.001431110632467996,470.3666307926178,475.6384825706482,15159,0.005037703633602587,1714834921.9365776
0.0014554888148209017,104,2.8003080618651613e-05,0.00142748573420225,516.9679772853851,522.2398099899292,16675,0.004964480773378522,1714834968.537905
0.0014507294985974918,105,2.697828352348481e-05,0.001423751215074007,568.249908208847,573.5219957828522,18342,0.004886763453639999,1714835019.8200908
0.001437639420000625,106,2.419849730085964e-05,0.0014134409226997655,624.8357124328613,630.1074817180634,20177,0.004667034211955226,1714835076.4055767
0.0014326193779539108,107,2.3150571234721932e-05,0.001409468806719189,686.9313571453094,692.2036128044128,22194,0.004583725879396309,1714835138.5017078
0.0014281822646179635,108,2.222854269856183e-05,0.0014059537219194016,755.3222434520721,760.5937876701355,24414,0.004507084253184791,1714835206.8918827
0.0014228851302085994,109,2.116970126722579e-05,0.0014017154289413735,830.4749689102173,835.7468962669373,26855,0.004416596414590202,1714835282.0449913
0.0014180090147861554,110,2.0214017713133352e-05,0.001397794997073022,912.9687252044678,918.2405860424042,29540,0.004332347542358174,1714835364.538681
0.0014131205755467736,111,1.9316949996999343e-05,0.0013938036255497742,1003.931138753891,1009.2027630805969,32494,0.004251226739340115,1714835455.500858
0.0014071470226696304,112,1.8340686621229516e-05,0.001388806336048401,1103.9900574684143,1109.2618963718414,35744,0.004161369749280523,1714835555.5599914
0.0014014172453344117,113,1.740295745763146e-05,0.0013840142878767802,1213.7202973365784,1218.992256641388,39318,0.004073548175516467,1714835665.2903516
0.0013960498377943227,114,1.6569512177009754e-05,0.001379480325617313,1334.980488538742,1340.2525086402893,43250,0.003994735757509055,1714835786.5506036
0.0013420990696026826,115,2.5583501457860274e-05,0.0013165155681448223,1467.9457688331604,1473.2176134586334,47575,0.0048775130809522,1714835919.5157084
0.0013412906236186005,116,3.13654338825828e-05,0.0013099251897360177,1614.356145143509,1619.6280918121338,52332,0.005337992197903685,1714836065.9261868
0.001340229453172637,117,3.3739296087104755e-05,0.0013064901570855323,1775.2651765346527,1780.5369765758514,57566,0.0055327079357322005,1714836226.8350716
0.001339168644218997,118,3.4351541382873736e-05,0.001304817102836123,1952.117952823639,1957.3898017406464,63322,0.005560933936860843,1714836403.6878967
0.001337667867957252,119,3.5281264240785424e-05,0.0013023866037164666,2146.4841895103455,2151.7564644813538,69654,0.005609539737745738,1714836598.0545595
0.0013350902100761153,120,3.924421192071938e-05,0.001295845998155396,2360.3477878570557,2365.6201210021973,76620,0.005911380631520978,1714836811.918216
0.0013347458643218411,121,3.9044533488390685e-05,0.0012957013308334505,2595.6503007411957,2600.922472715378,84281,0.005915337512989253,1714837047.2205677
0.0013344349491859588,122,4.0061940948915296e-05,0.0012943730082370436,2854.5454075336456,2859.8172674179077,92710,0.005972517498677747,1714837306.1153624
0.0013341851623840995,123,3.919052624837148e-05,0.0012949946361357281,3000.014297246933,3005.2866423130035,97449,0.005896657906272038,1714837451.5847373
