loss_interior,loss_boundary,_runtime,_timestamp,step,_step,l2_error,loss,time
120.3092726036797,1.4507086750632023,5.585613012313843,1714356320.190028,0,0,1.4329880843099783,121.7599812787429,1.4812238216400146
95.39778469843772,0.9471184147057861,5.6543943881988525,1714356320.2588093,1,1,0.7400369379828029,96.3449031131435,1.7990479469299316
54.17431430464738,0.356455139311363,5.705066204071045,1714356320.3094811,2,2,0.8008264336768575,54.53076944395875,1.8495845794677734
30.4768302873321,0.4866416936635282,5.762550115585327,1714356320.366965,3,3,1.0249938334389268,30.963471980995628,1.90706467628479
22.052613100731055,0.743094723707079,5.820803165435791,1714356320.425218,4,4,1.104515526171062,22.795707824438132,1.9640684127807617
21.340350282177038,0.8408224451657682,5.88009786605835,1714356320.4845128,5,5,1.1473182972498515,22.181172727342805,2.0241429805755615
20.9479643691433,0.8955352374868295,5.938053369522095,1714356320.5424683,6,6,1.2366803089145357,21.84349960663013,2.0822360515594482
20.279303461339094,1.0139992016066466,5.9957826137542725,1714356320.6001976,7,7,1.278919205709322,21.29330266294574,2.139972448348999
20.112937727696302,1.0722430336975763,6.053434610366821,1714356320.6578496,8,8,1.3117135137992435,21.185180761393877,2.197652578353882
19.920511107363495,1.1187707212378732,6.110820293426514,1714356320.7152352,9,9,1.3248235963659185,21.039281828601368,2.255053997039795
19.668330688758015,1.1374774089854682,6.169296026229858,1714356320.773711,10,10,1.267417457676102,20.805808097743483,2.313462018966675
18.942926445257093,1.0543427845159603,6.22665810585022,1714356320.831073,11,11,1.1984616164115158,19.997269229773053,2.370985507965088
18.497527839694715,0.9589517827711802,6.28288459777832,1714356320.8872995,12,12,1.1028113469806846,19.456479622465896,2.4272310733795166
18.202941177225235,0.8311062581198705,6.339595317840576,1714356320.9440103,13,13,1.076955919970717,19.034047435345105,2.4838688373565674
18.177939422557134,0.7969885382927613,6.409056901931763,1714356321.0134718,14,14,1.0508776292435946,18.974927960849897,2.5533785820007324
17.943342681245053,0.6947018515415933,6.529496431350708,1714356321.1339114,16,15,0.9890211787470471,18.638044532786648,2.673753499984741
17.916663209141497,0.679063108432831,6.586454629898071,1714356321.1908696,17,16,0.9676587772997998,18.59572631757433,2.7307589054107666
17.82422727684239,0.6497055854527927,6.6492931842803955,1714356321.2537081,18,17,0.9475576692762948,18.473932862295182,2.793588638305664
17.75557494710067,0.6097401626230838,6.759472608566284,1714356321.3638875,20,18,0.9281984936164265,18.365315109723753,2.9037559032440186
17.71920701481546,0.5975581094646281,6.815361738204956,1714356321.4197767,21,19,0.9189486415590197,18.31676512428009,2.9597108364105225
17.599720656011723,0.5666484010766738,6.926635026931763,1714356321.53105,23,20,0.8980655251626386,18.166369057088396,3.070950508117676
17.591116473028492,0.5624581711852374,6.98310923576355,1714356321.5875242,24,21,0.8908246079882175,18.15357464421373,3.127413511276245
17.50638524058215,0.5486240616874248,7.095570802688599,1714356321.6999857,26,22,0.8787977209338709,18.055009302269575,3.239824056625366
17.4363696113413,0.5397946695369185,7.207876443862915,1714356321.8122914,28,23,0.8707048849193441,17.976164280878216,3.352208375930786
17.31767011027998,0.5351022750543245,7.373671770095825,1714356321.9780867,31,24,0.8652572060733781,17.852772385334305,3.5179402828216553
17.157350888950695,0.53257540309764,7.483694791793823,1714356322.0881097,33,25,0.8637081313037638,17.689926292048334,3.6280438899993896
17.0542343039787,0.5308044205959109,7.594204425811768,1714356322.1986194,35,26,0.8645450150966233,17.58503872457461,3.738485336303711
16.966510207816405,0.5306859484701006,7.762074947357178,1714356322.36649,38,27,0.8680969825431313,17.497196156286506,3.906367301940918
16.920629405302414,0.5328508104924192,7.93439793586731,1714356322.5388129,41,28,0.8733770392348351,17.453480215794833,4.0786826610565186
16.888420343914245,0.5359798479862791,8.100337028503418,1714356322.704752,44,29,0.8786641398288839,17.424400191900524,4.244621276855469
16.81141834709269,0.5435819127930481,8.32316255569458,1714356322.9275775,48,30,0.8921376363678822,17.35500025988574,4.46747088432312
16.743630653110177,0.5533660312307467,8.500672817230225,1714356323.1050878,51,31,0.90264284748388,17.296996684340925,4.6449549198150635
16.673192562860475,0.5654044543164597,8.721535921096802,1714356323.3259509,55,32,0.9186075380407702,17.238597017176936,4.865857124328613
16.60742745957385,0.5741387100692661,8.942057847976685,1714356323.5464728,59,33,0.9317756029058785,17.181566169643116,5.086321592330933
16.521775924125667,0.5755549012109203,9.2177255153656,1714356323.8221405,64,34,0.9401990539139312,17.097330825336588,5.361967325210571
16.4502612650568,0.5588500472752755,9.491023302078247,1714356324.0954382,69,35,0.9323059912036362,17.009111312332074,5.635352849960327
16.348933890659065,0.525176553080372,9.76347041130066,1714356324.3678854,74,36,0.9029556175643951,16.874110443739436,5.907749176025391
16.219223612368793,0.4658304002680636,10.09786319732666,1714356324.7022781,80,37,0.84804728482786,16.685054012636858,6.242218255996704
16.026759309688146,0.40050089711428655,10.42331576347351,1714356325.0277307,86,38,0.7665678572365884,16.427260206802433,6.567648649215698
15.385591259238009,0.4282143992087844,10.804558515548706,1714356325.4089735,93,39,0.7799735582829749,15.813805658446793,6.948826551437378
14.547464559167913,0.7629182743182464,11.185013771057129,1714356325.7894287,100,40,1.200996554797268,15.31038283348616,7.329405784606934
13.655177148676307,1.1150491683038612,11.57018780708313,1714356326.1746027,107,41,1.3076810262605898,14.770226316980168,7.714651584625244
13.41508044959692,1.2474436397069883,12.010255336761475,1714356326.6146703,115,42,1.3801710844356831,14.662524089303908,8.15473222732544
13.189817354590161,1.3669109346918602,12.511099100112915,1714356327.115514,124,43,1.4419349840766258,14.556728289282022,8.65532898902893
12.912011224649266,1.492265227429137,13.0575430393219,1714356327.661958,134,44,1.5082439947486457,14.404276452078403,9.201777696609497
12.679217583350914,1.4904387609204597,13.598015069961548,1714356328.20243,144,45,1.5067575544146583,14.169656344271374,9.742323637008667
12.682308911442474,1.4748954343403997,14.192092895507812,1714356328.7965078,155,46,1.5012746376537118,14.157204345782874,10.336098909378052
