_step,_timestamp,loss_interior,time,_runtime,l2_error,loss_boundary,loss,step
50,1714550465.4785714,3.766897449780977,14.935005903244019,18.75308346748352,1.0555409734120555,0.7958868405414729,4.56278429032245,98
51,1714550466.7403126,3.4621331759492846,16.196686506271362,20.014824628829956,1.018305304128689,0.711953774777345,4.17408695072663,107
52,1714550468.1909258,3.262579009163345,17.647188425064087,21.46543788909912,0.9841705165779775,0.6426268128181073,3.9052058219814523,118
53,1714550469.7059572,3.064230874483435,19.162076473236084,22.980469226837158,0.9364565898312645,0.5757534699496717,3.6399843444331066,130
54,1714550471.2958949,2.858063268080486,20.75213646888733,24.570406913757324,0.8808771345275414,0.5299193934153897,3.3879826614958755,143
55,1714550472.996057,2.6681485900793334,22.452566862106323,26.27056908607483,0.833374982510481,0.4739117025345609,3.1420602926138943,157
56,1714550474.8662975,2.4920066154213862,24.322739601135254,28.140809535980225,0.7945275644786145,0.4164869795992332,2.9084935950206194,172
57,1714550477.1201298,2.2961420708808635,26.576338529586792,30.394641876220703,0.741462584031202,0.3581963028995168,2.6543383737803805,190
58,1714550479.344502,2.114417007910652,28.801003456115723,32.6190140247345,0.6928756858405782,0.31455285983800535,2.4289698677486573,208
59,1714550481.92689,1.9215953682765803,31.383296012878418,35.20140194892883,0.6393300482396732,0.2757066456313229,2.1973020139079034,229
60,1714550484.766744,1.7419740962401125,34.22315979003906,38.041255950927734,0.5911206838849504,0.23035685628385255,1.972330952523965,252
61,1714550487.8562737,1.5568348017883327,37.312453746795654,41.13078570365906,0.5394211416122949,0.19806151624828894,1.7548963180366215,277
62,1714550491.2894433,1.3772978453377518,40.74566078186035,44.563955307006836,0.49083258570791627,0.16475431740592147,1.5420521627436732,305
63,1714550495.0057642,1.2088219196779655,44.46223044395447,48.28027629852295,0.44518180575768523,0.1367052736546366,1.345527193332602,335
64,1714550499.1874444,1.0461569096392498,48.643842697143555,52.46195650100708,0.40033858660620414,0.11080881047731111,1.1569657201165608,369
65,1714550503.7386935,0.9002392469950491,53.19492769241333,57.01320552825928,0.35978380949642436,0.0878376628163837,0.9880769098114328,406
66,1714550508.6831713,0.7724749112490696,58.139647006988525,61.95768332481384,0.3220632351029833,0.07112026655914275,0.8435951778082124,446
67,1714550514.2018538,0.6593986469829586,63.658310651779175,67.47636580467224,0.2879205003907588,0.05885630850478211,0.7182549554877407,491
68,1714550520.2971718,0.5686591656927638,69.75359535217285,73.57168388366699,0.25854874241570447,0.04697685931646325,0.615636025009227,540
69,1714550526.9061735,0.4908249460266899,76.36246228218079,80.18068552017212,0.23450058380295627,0.03953023406058115,0.530355180087271,594
70,1714550534.1819324,0.42628373643599765,83.63826990127563,87.45644450187683,0.21706232415509874,0.03408267030994658,0.4603664067459442,653
71,1714550542.1784172,0.3727375060872053,91.63489174842834,95.45292925834656,0.20147978472052155,0.029550453121209783,0.4022879592084151,718
72,1714550551.067881,0.32737293853496413,100.52433967590332,104.34239315986633,0.190693833342566,0.026635084912920683,0.3540080234478848,790
73,1714550560.7614434,0.2896694309102829,110.2179160118103,114.03595542907715,0.1833830940962319,0.024762709542335243,0.31443214045261814,869
74,1714550571.4729471,0.25869243251455154,120.92922616004944,124.74745917320251,0.17614669228526508,0.023000568496449676,0.2816930010110012,956
75,1714550583.2772052,0.23212997411385355,132.733469247818,136.55171728134155,0.1712110261146365,0.02190265147827571,0.25403262559212925,1052
76,1714550596.2467616,0.20926439340488392,145.70323014259338,149.52127361297607,0.168166562957777,0.021212777662184337,0.23047717106706828,1157
77,1714550610.38353,0.1894850096181404,159.83999037742615,163.65804195404053,0.16381278893473858,0.02041614591617897,0.20990115553431937,1272
78,1714550626.0246959,0.17198110690332433,175.48114395141602,179.2992079257965,0.16038284559518742,0.019800250119756085,0.1917813570230804,1400
79,1714550643.1378253,0.15656590243895538,192.59404587745667,196.41233730316162,0.15786638398803746,0.019303892842688238,0.17586979528164362,1539
80,1714550662.0246744,0.1423819070395774,211.48116660118103,215.2991864681244,0.1548843111076152,0.018791936412615305,0.1611738434521927,1693
81,1714550682.9209094,0.12889074148021074,232.3773374557495,236.19542145729065,0.1521906167075902,0.018347034276866146,0.1472377757570769,1863
82,1714550705.886931,0.11624793554589959,255.34319925308228,259.1614429950714,0.15012328371364797,0.017997917254234046,0.13424585280013362,2049
83,1714550731.0742698,0.10473351550801917,280.5304048061371,284.34878182411194,0.14761668214408025,0.017660547239365932,0.1223940627473851,2254
84,1714550758.937106,0.0946207713018636,308.39333510398865,312.21161794662476,0.14678879102739226,0.01736935457748054,0.11199012587934414,2479
85,1714550789.4794457,0.08582317412265915,338.93586111068726,342.7539577484131,0.14515884075404262,0.017022608948992456,0.1028457830716516,2727
86,1714550823.2465281,0.0780919885443012,372.7025640010834,376.52104020118713,0.14299107528500013,0.016635442979374932,0.09472743152367613,3000
87,1714550859.8735604,0.07124415637851061,409.32979679107666,413.1480724811554,0.14164673744142364,0.016236175726084923,0.08748033210459553,3299
88,1714550900.735023,0.06511102582527535,450.191255569458,454.009535074234,0.13965590862264676,0.015788954166540487,0.08089997999181583,3629
89,1714550945.363837,0.05961827929314963,494.8200635910034,498.6383490562439,0.13702246651874836,0.015298862348375113,0.07491714164152474,3992
90,1714550994.6609247,0.05458190570592082,544.1171293258667,547.9354367256165,0.13487194901001315,0.014768127620892062,0.06935003332681289,4391
91,1714551048.8338876,0.049620914478507756,598.2900495529175,602.1083996295929,0.1320326884145614,0.014143392155284219,0.06376430663379197,4831
92,1714551108.3909903,0.044001748707475294,657.8471653461456,661.6655023097992,0.1279845612701391,0.013279847381422344,0.057281596088897636,5314
93,1714551173.9397018,0.03957871264211214,723.395929813385,727.214213848114,0.12403450419689634,0.012456766894972002,0.052035479537084144,5845
94,1714551246.2192254,0.03507824173117391,795.6754815578461,799.4937374591827,0.11903212910390998,0.011477851883510283,0.04655609361468419,6429
95,1714551325.3693614,0.03005703564773281,874.8254671096802,878.6438734531403,0.11264010490014348,0.01022326478939095,0.04028030043712376,7072
96,1714551413.3609078,0.026714237176432697,962.8171234130859,966.635419845581,0.10729746991851558,0.009320773382993981,0.03603501055942668,7779
97,1714551509.2217476,0.022885655753245894,1058.677029132843,1062.496259689331,0.10135504058041912,0.008199018161677318,0.031084673914923214,8557
98,1714551615.092602,0.018475500091714246,1164.5488743782043,1168.3671140670776,0.09228001334713024,0.006739408098837708,0.025214908190551954,9413
99,1714551730.7186224,0.014631248767056546,1280.1748397350311,1283.9931344985962,0.08140090580631844,0.005327777683511327,0.019959026450567872,10354
100,1714551857.1462512,0.010327276580520845,1406.602498292923,1410.4207632541656,0.07278933390809007,0.004146993932629822,0.014474270513150667,11389
101,1714551996.281282,0.007377276191622549,1545.7375321388245,1549.5557940006256,0.061866371773211526,0.003012984924930593,0.010390261116553142,12528
102,1714552149.5981803,0.005515213560991152,1699.0544538497925,1702.8726923465729,0.05312961162284171,0.002181900518687552,0.007697114079678704,13781
103,1714552318.4427528,0.004302850734172168,1867.8989555835724,1871.7172648906708,0.04516043187642837,0.0016157898649721153,0.005918640599144283,15159
104,1714552503.6639843,0.0027586202078743985,2053.1202080249786,2056.938496351242,0.0377585125744663,0.0011680182367359796,0.003926638444610378,16675
105,1714552707.3623552,0.0021119937995455053,2256.8185362815857,2260.636867284775,0.03370960255547507,0.0009018305491653522,0.0030138243487108575,18342
106,1714552931.490544,0.0016849557861201188,2480.946820497513,2484.7650561332703,0.030504820709309925,0.0007305245532956162,0.002415480339415735,20177
107,1714553177.8086376,0.0013709012644565425,2727.2648870944977,2731.0831496715546,0.02792185034196692,0.0006062118432655186,0.0019771131077220613,22194
108,1714553448.3056233,0.0011212211378574446,2997.7618107795715,3001.580135345459,0.025672623425744175,0.0005103566064370079,0.0016315777442944524,24414
109,1714553450.599943,0.0011209530759815928,3000.056445121765,3003.874454975128,0.025690724341909207,0.0005102756076235198,0.0016312286836051126,24433
