_runtime,_timestamp,loss,_step,loss_interior,l2_error,loss_boundary,time,step
73.49558639526367,1711488454.1545415,0.0024772502907397793,65,0.002222743007814379,0.017555590250489965,0.00025450728292540024,68.7750346660614,441
78.07015800476074,1711488458.729113,0.0023420385716867637,66,0.0021176051372784658,0.016794069123855674,0.00022443343440829784,73.34947752952576,471
83.1149697303772,1711488463.7739248,0.0021614901670490854,67,0.0019598048750129322,0.01564506586362033,0.00020168529203615324,78.39439988136292,504
88.44310665130615,1711488469.1020617,0.0020046036591048868,68,0.0018098848874891131,0.015161530690699681,0.00019471877161577366,83.72252631187439,539
94.05661487579346,1711488474.71557,0.0018410754852149216,69,0.00163711322363662,0.01531625112345809,0.0002039622615783016,89.33596301078796,576
100.1208028793335,1711488480.779758,0.0016345661933794334,70,0.0014484311010440737,0.01528549317225127,0.00018613509233535963,95.4002456665039,616
106.64255166053772,1711488487.3015068,0.001251591143955024,71,0.0010744789191432934,0.014603092880585429,0.00017711222481173056,101.92198419570923,659
113.43010592460632,1711488494.089061,0.0009544219074122895,72,0.000822313786274496,0.012267294176043457,0.0001321081211377935,108.70954704284668,704
120.85508704185486,1711488501.5140421,0.0008167695127171604,73,0.0006903215612960238,0.011745857273087523,0.00012644795142113655,116.13448143005371,753
128.67806792259216,1711488509.337023,0.0007502330448239291,74,0.0006168983284331876,0.01166998305485764,0.0001333347163907415,123.95728373527527,805
137.16437220573425,1711488517.8233273,0.0006822674893085602,75,0.0005534759556154611,0.011328385952680195,0.0001287915336930991,132.44373393058777,861
146.03970456123352,1711488526.6986597,0.0005969160246582584,76,0.000480612151028234,0.01060081636719354,0.00011630387363002432,141.31912660598755,920
155.60723042488098,1711488536.2661855,0.0005389762083706255,77,0.0004384313336291897,0.010049662256363973,0.00010054487474143576,150.88665413856506,984
165.90100574493408,1711488546.5599608,0.0004916865574460124,78,0.0004023112857442912,0.009344528367068986,8.937527170172112e-05,161.18041896820068,1052
176.97712349891663,1711488557.6360786,0.00046829855757111696,79,0.000380964711751711,0.009065641993858288,8.7333845819406e-05,172.25653338432312,1125
188.77441215515137,1711488569.4333673,0.00045328990054393413,80,0.000372665650197699,0.008821136016907451,8.062425034623511e-05,184.05357789993286,1203
200.5529248714447,1711488581.21188,0.0004446157809554417,81,0.00036772781966268813,0.008658376604502345,7.688796129275358e-05,195.83232808113098,1286
213.6866898536682,1711488594.345645,0.00043691669503587464,82,0.0003626524916057738,0.008560261682563209,7.426420343010085e-05,208.96612548828125,1375
226.9832980632782,1711488607.6422532,0.00042964208741284263,83,0.00035931889194174986,0.008400384353143145,7.032319547109279e-05,222.26272106170654,1471
240.45154118537903,1711488621.1104963,0.0004239726754268524,84,0.0003544319889742639,0.008343345571235233,6.954068645258851e-05,235.73092699050903,1572
247.81471920013428,1711488628.4736743,0.0004220185133459205,85,0.0003539327360362463,0.008234369411887939,6.80857773096742e-05,243.09418845176697,1681
