l2_error,loss_interior,step,_step,_timestamp,loss,time,_runtime,loss_boundary
0.0008782191504585861,3.243069862451137e-06,107,41,1713908670.0710027,4.195698613436317e-06,23.603519678115845,27.600586652755737,9.526287509851801e-07
0.0006889089126349106,1.8416966527997986e-06,115,42,1713908671.6851463,2.353284252282875e-06,25.21798610687256,29.214730262756348,5.115875994830765e-07
0.0005487241876822675,9.636728771922466e-07,124,43,1713908673.6052277,1.2550615639947492e-06,27.137849807739258,31.134811639785767,2.9138868680250253e-07
0.0004365136079374006,4.863959098798e-07,134,44,1713908675.665649,6.751255477091484e-07,29.197686672210693,33.19523286819458,1.8872963782934836e-07
0.000341485198048912,2.9134897109753616e-07,144,45,1713908677.681102,4.136867471654524e-07,31.214102506637573,35.21068596839905,1.2233777606791621e-07
0.00027650584821006677,1.7479072795291406e-07,155,46,1713908679.876354,2.477149581628431e-07,33.409122705459595,37.405937910079956,7.292423020992905e-08
0.0002170539744023519,1.166290750918733e-07,166,47,1713908682.1171582,1.6181047552997152e-07,35.64934802055359,39.64674210548401,4.518140043809822e-08
0.00016063844321305122,7.30838496873937e-08,179,48,1713908684.754408,9.85690097958626e-08,38.28707265853882,42.28399181365967,2.54851601084689e-08
0.00011407855015235541,4.51098529251521e-08,193,49,1713908687.5758917,5.780463446679127e-08,41.108805656433105,45.105475664138794,1.2694781541639172e-08
7.892548712949224e-05,3.175459171072507e-08,207,50,1713908690.4468708,3.818255050914562e-08,43.978596925735474,47.976454734802246,6.4279587984205506e-09
5.46307162612127e-05,2.2197877683364856e-08,223,51,1713908694.019091,2.5131578365134596e-08,47.55184507369995,51.54867482185364,2.93370068176974e-09
3.89272189714042e-05,1.6321225476298677e-08,240,52,1713908697.7301834,1.78917942007895e-08,51.26237630844116,55.259767293930054,1.5705687244908241e-09
3.0105075553741747e-05,1.2154680539461455e-08,258,53,1713908701.4939697,1.3101313338026088e-08,55.02671003341675,59.02355360984802,9.466327985646331e-10
2.400694381149109e-05,8.790088457432332e-09,278,54,1713908706.076259,9.381530878029279e-09,59.60857534408569,63.60584282875061,5.914424205969474e-10
1.90649082804794e-05,6.719021444155891e-09,299,55,1713908710.7391114,7.08434216004478e-09,64.27100539207458,68.26869535446167,3.653207158888885e-10
1.5542068574751534e-05,5.163905449655966e-09,322,56,1713908715.6717923,5.415338988692884e-09,69.20360398292542,73.20137619972229,2.5143353903691804e-10
1.3689633624606104e-05,4.056142881523617e-09,346,57,1713908720.7074199,4.2485041584031265e-09,74.23993420600891,78.23700380325317,1.9236127687950972e-10
1.1585995405987068e-05,3.0907939891636303e-09,373,58,1713908726.2457004,3.2299444637824998e-09,79.77793145179749,83.77528429031372,1.391504746188696e-10
9.564902668480226e-06,2.2131757889429662e-09,401,59,1713908732.040868,2.3117527468144915e-09,85.57337617874146,89.57045197486877,9.857695787152546e-11
8.036361630650727e-06,1.5422996915869977e-09,431,60,1713908738.190553,1.6056705176517388e-09,91.72235250473022,95.72013688087463,6.337082606474107e-11
7.298084035861637e-06,8.360682581350124e-10,464,61,1713908744.9802577,8.885953787817778e-10,98.51223731040955,102.50984168052673,5.252712064676538e-11
4.372726199917131e-06,5.22242917180401e-10,499,62,1713908752.0092382,5.420236756947143e-10,105.54218792915344,109.53882217407227,1.9780758514313388e-11
2.8902955675351624e-06,3.6962824315008463e-10,537,63,1713908759.7467303,3.7707120042141077e-10,113.27912878990173,117.27631425857544,7.442957271326165e-12
2.780216759946871e-06,2.5202849585905434e-10,578,64,1713908768.1508274,2.576484792233911e-10,121.68317198753357,125.68041133880615,5.619983364336716e-12
3.0829505375460165e-06,1.7176178918546912e-10,622,65,1713908777.0592184,1.7871962357066668e-10,130.59171509742737,134.58880233764648,6.957834385197558e-12
2.8600434943766994e-06,1.2631704174275647e-10,669,66,1713908786.5421736,1.3273743754887493e-10,140.07473301887512,144.07175755500793,6.420395806118471e-12
3.182653280219615e-06,8.736457505248431e-11,720,67,1713908796.8427162,9.55462259247907e-11,150.3752884864807,154.37230014801025,8.181650872306395e-12
2.9664107807979675e-06,6.937513325832127e-11,774,68,1713908807.6109965,7.653810512371555e-11,161.1435625553131,165.1405804157257,7.162971865394289e-12
2.3152069808645443e-06,4.819470395054748e-11,833,69,1713908819.4806054,5.257811688805744e-11,173.01304697990417,177.01018929481506,4.383412937509962e-12
9.493587990151476e-07,3.2884559210544855e-11,896,70,1713908832.377738,3.368968613734408e-11,185.91027688980103,189.90732192993164,8.051269267992248e-13
3.8922991430247616e-07,1.7585042944412796e-11,964,71,1713908846.61939,1.771592250171901e-11,200.15200757980347,204.14897394180298,1.3087955730621368e-13
3.1216294082141706e-07,1.0352889899545874e-11,1038,72,1713908861.7825143,1.0440465065265195e-11,215.3152048587799,219.3120982646942,8.75751657193215e-14
2.016925130240113e-07,9.0800317012293e-12,1116,73,1713908877.668994,9.1153357776852e-12,231.20151710510254,235.19857788085938,3.53040764558987e-14
1.4809921978799256e-07,7.823393269805181e-12,1201,74,1713908896.2545817,7.847439956665432e-12,249.7870147228241,253.78416562080383,2.4046686860250185e-14
1.305258098471082e-07,6.683324975191397e-12,1292,75,1713908914.9079702,6.700302205626225e-12,268.4405286312103,272.43755412101746,1.697723043482793e-14
1.199044381075203e-07,5.885067639553822e-12,1390,76,1713908935.0470622,5.897452698634003e-12,288.57958221435547,292.57664608955383,1.2385059080180604e-14
1.117558279000994e-07,5.108547601361669e-12,1496,77,1713908956.1460242,5.1189792499289154e-12,309.6785366535187,313.6756081581116,1.0431648567246387e-14
1.3173976000166597e-07,4.318249942830094e-12,1609,78,1713908979.2891605,4.333414726234351e-12,332.8211691379547,336.81874442100525,1.516478340425693e-14
7.366865127993988e-08,3.652047891520912e-12,1731,79,1713909003.4182224,3.657271648085996e-12,356.9505705833435,360.9478063583374,5.223756565083445e-15
6.380877852649486e-08,3.0792973696935383e-12,1863,80,1713909029.1877704,3.08287640547671e-12,382.72030568122864,386.71735429763794,3.579035783171663e-15
8.100560626454397e-08,2.869278360137938e-12,2004,81,1713909056.5008416,2.8746118994721726e-12,410.0336594581604,414.03042554855347,5.333539334234747e-15
8.445384777731908e-08,2.711269403542689e-12,2156,82,1713909085.7321472,2.7174223888100886e-12,439.2646424770355,443.2617311477661,6.152985267399383e-15
5.001242143926558e-08,2.5878529199511527e-12,2319,83,1713909118.050595,2.590095672489841e-12,471.58305644989014,475.58017897605896,2.242752538687957e-15
6.272774408698712e-08,2.4475761256412e-12,2495,84,1713909152.7333076,2.4510051883525503e-12,506.26577615737915,510.2628915309906,3.4290627113503954e-15
5.203070512096097e-08,2.3154475738022324e-12,2685,85,1713909190.1905892,2.3177449505178185e-12,543.7224264144897,547.7201731204987,2.297376715585992e-15
6.391902064888685e-08,2.1729492995346357e-12,2888,86,1713909230.4579656,2.175902781021355e-12,583.9904642105103,587.9875495433807,2.9534814867192235e-15
5.03763583987059e-08,2.030255981492882e-12,3107,87,1713909275.091904,2.0320387095377244e-12,628.624372959137,632.6214878559113,1.782728044842384e-15
6.298339275892435e-08,1.8988199941357323e-12,3343,88,1713909322.6690168,1.901616680755664e-12,676.201073884964,680.198600769043,2.7966866199315824e-15
4.705014032310109e-08,1.7774817148284484e-12,3597,89,1713909375.3610864,1.7789517074444417e-12,728.891752243042,732.89067029953,1.469992615993236e-15
5.2956128873754066e-08,1.6551731789826641e-12,3870,90,1713909430.2345192,1.6571810577259374e-12,783.7671542167664,787.7641031742096,2.007878743273241e-15
7.008907166068336e-08,1.5494792045272135e-12,4163,91,1713909489.1812577,1.5532978326411021e-12,842.7128200531006,846.7108416557312,3.818628113888659e-15
4.965903569230928e-08,1.4508982189639486e-12,4479,92,1713909554.8783746,1.4527622781839626e-12,908.4108047485352,912.4079585075378,1.864059220014015e-15
4.965894596119282e-08,1.3360729942654487e-12,4819,93,1713909624.046763,1.3379167528714355e-12,977.5792515277863,981.5763468742371,1.8437586059868477e-15
4.870920106859353e-08,1.2209998269842743e-12,5184,94,1713909698.7110476,1.2225755421563379e-12,1052.2436289787292,1056.2406315803528,1.5757151720635256e-15
3.811949953338303e-08,1.1013802041398695e-12,5577,95,1713909776.7309043,1.1025316239198585e-12,1130.2633213996887,1134.2604882717133,1.151419779989063e-15
4.032021786589401e-08,9.767112953925579e-13,6000,96,1713909862.759024,9.77783921390408e-13,1216.291516304016,1220.2886078357697,1.0726259978500917e-15
3.797737522602246e-08,8.573994955533232e-13,6456,97,1713909955.782485,8.584628943945378e-13,1309.3148584365845,1313.312068939209,1.0633988412146406e-15
3.410885517491785e-08,7.46738317021099e-13,6945,98,1713910055.124922,7.476475318345356e-13,1408.6571094989777,1412.6545059680939,9.092148134366764e-16
3.6536752691130715e-08,6.669151524833503e-13,7472,99,1713910162.8913896,6.679704315596572e-13,1516.4236402511597,1520.4209735393524,1.0552790763069844e-15
3.3049040462876467e-08,6.042990104575413e-13,8039,100,1713910276.316428,6.0515659034941e-13,1629.8487548828125,1633.84601187706,8.575798918686341e-16
3.096328014785715e-08,5.475588070234739e-13,8649,101,1713910399.1771235,5.483190649916555e-13,1752.7096209526062,1756.7067074775696,7.602579681815584e-16
2.444030787767801e-08,5.005398192493877e-13,9305,102,1713910532.4280937,5.010261792756539e-13,1885.9600927829742,1889.957677602768,4.863600262662239e-16
2.5591974214004704e-08,4.634998636578621e-13,10010,103,1713910675.898003,4.640311363955512e-13,2029.4305555820465,2033.4275870323181,5.312727376890126e-16
2.0653975634400483e-08,4.304104410480399e-13,10770,104,1713910827.9318943,4.307541347403889e-13,2181.4645347595215,2185.4614782333374,3.4369369234896843e-16
1.8190714450043076e-08,4.0325885113276693e-13,11586,105,1713910991.986039,4.035251798585479e-13,2345.5186264514923,2349.515622854233,2.6632872578095525e-16
2.0224801323196952e-08,3.782131990626578e-13,12465,106,1713911171.215145,3.7852373352697975e-13,2524.747619152069,2528.744729042053,3.1053446432197235e-16
1.61665365406294e-08,3.5472884212202614e-13,13411,107,1713911360.8569067,3.5493730680911534e-13,2714.38942193985,2718.38649058342,2.0846468708920587e-16
1.9126353539052848e-08,3.317197106251768e-13,14428,108,1713911567.6119313,3.320164471718775e-13,2921.1442890167236,2925.1415152549744,2.967365467006682e-16
1.6311427643005034e-08,2.9000053741770127e-13,15522,109,1713911786.1622932,2.9021580661027245e-13,3139.69482254982,3143.6918771266937,2.1526919257116558e-16
2.1928424502689996e-08,2.4622164719739756e-13,16699,110,1713912020.4620223,2.466221227263891e-13,3373.9939556121826,3377.991606235504,4.0047552899153823e-16
1.309812466303688e-08,2.0379833158842872e-13,17966,111,1713912285.6232533,2.0394293097004093e-13,3639.1550834178925,3643.1528372764587,1.445993816122156e-16
1.32938557642226e-08,1.437465166768982e-13,19329,112,1713912558.8681955,1.4386713478789836e-13,3912.3996965885162,3916.3977794647217,1.2061811100014985e-16
1.4416950980317079e-08,9.396179137287192e-14,20795,113,1713912860.1577017,9.413332726200505e-14,4213.689869403839,4217.687285661697,1.7153588913314013e-16
1.4537528623639993e-08,6.183874792589672e-14,22372,114,1713913178.7027285,6.201961174564104e-14,4532.235137462616,4536.232312440872,1.808638197443247e-16
5.997962156902463e-09,4.09572562276162e-14,24069,115,1713913514.3345797,4.0984466465884997e-14,4867.867292404175,4871.864163637161,2.7210238268794613e-17
4.360708200796732e-09,3.1023698787909785e-14,25894,116,1713913875.9455278,3.103864750519642e-14,5229.477735519409,5233.475111722946,1.4948717286637812e-17
6.341073343141722e-09,2.738977148379538e-14,27858,117,1713914262.0520034,2.7428822996473262e-14,5615.584316492081,5619.581587314606,3.9051512677882156e-17
6.829646293040283e-09,2.5761366439305716e-14,29971,118,1713914679.7095957,2.5806722160198732e-14,6033.242235660553,6037.239179611206,4.53557208930165e-17
6.404944945569357e-09,2.4419120986153802e-14,32245,119,1713915128.4068408,2.445831492437582e-14,6481.938743829727,6485.936424732208,3.919393822201746e-17
6.438347372212842e-09,2.317521890467224e-14,34690,120,1713915615.8650024,2.321532913219067e-14,6969.395580768585,6973.394586324692,4.0110227518429586e-17
