step,_step,loss,_runtime,time,l2_error,loss_interior,loss_boundary,_timestamp
0,0,0.10313500670145485,5.56002140045166,1.4690220355987549,0.2034883244915478,0.0009206967623794066,0.10221430993907545,1715519498.2360125
1,1,0.07969149032870095,5.9558751583099365,2.2210559844970703,0.2177621381522801,0.0010656410126700878,0.07862584931603085,1715519498.6318662
2,2,0.07683719844521902,6.331542253494263,2.597273349761963,0.2126644798153347,0.0015133297615363146,0.07532386868368271,1715519499.0075333
3,3,0.0753831838906975,6.712363243103027,2.977668523788452,0.2267225005012113,0.0032743391437327686,0.07210884474696473,1715519499.3883543
4,4,0.07309157609069501,7.089317798614502,3.353442430496216,0.2098840960267576,0.00024246568138047036,0.07284911040931454,1715519499.7653089
5,5,0.07061574726303688,7.471936225891113,3.737590789794922,0.2386670079608399,0.002198096153900517,0.06841765110913636,1715519500.1479273
6,6,0.0674303323622647,7.848699569702148,4.114063501358032,0.1914287657800405,0.001255811915235602,0.0661745204470291,1715519500.5246906
7,7,0.06431686741153873,8.222059488296509,4.487772464752197,0.20946188116209047,0.0025076558784046694,0.06180921153313406,1715519500.8980505
8,8,0.06253458594559759,8.60227370262146,4.867780685424805,0.18269555903030285,0.002113435632546877,0.06042115031305072,1715519501.2782648
9,9,0.06102609952749413,8.980179071426392,5.245405912399292,0.19822309735011315,0.00316982864724871,0.05785627088024542,1715519501.6561701
10,10,0.059650338981229706,9.351020336151123,5.616767644882202,0.16641610541313276,0.0025882273834119097,0.057062111597817794,1715519502.0270114
11,11,0.05814144691201152,9.726343393325806,5.991597652435303,0.19567000300216553,0.004401104814799837,0.05374034209721169,1715519502.4023345
12,12,0.05671953917546419,10.100626707077026,6.366296052932739,0.17170204989125704,0.00314169297429232,0.05357784620117187,1715519502.7766178
13,13,0.055423597213594744,10.476953506469727,6.74263596534729,0.18335669856148307,0.004991319080427532,0.05043227813316721,1715519503.1529446
