_timestamp,_step,loss_boundary,loss_interior,time,l2_error,loss,step,_runtime
1715515188.8868344,68,4.2373108379755427e-07,7.239292599914758e-06,82.9500982761383,0.00032016768700277075,7.663023683712312e-06,540,86.7555422782898
1715515197.0150099,69,2.505675715156586e-07,3.839015440778363e-06,91.07831525802612,0.0002599101158183904,4.089583012294022e-06,594,94.88371777534485
1715515205.7429912,70,1.5130957968970794e-07,1.5922413162583734e-06,99.80575275421143,0.00020724465005166008,1.7435508959480812e-06,653,103.61169910430908
1715515215.487876,71,9.202985685016418e-08,6.573634424616358e-07,109.5509581565857,0.00017624516402850015,7.493932993117999e-07,718,113.35658383369446
1715515226.1709468,72,5.384234567988626e-08,3.1564461362223394e-07,120.23399782180786,0.00012517916471493213,3.694869593021202e-07,790,124.03965473175049
1715515237.6279,73,2.4868911579206917e-08,1.7844766595533253e-07,131.69081830978394,7.871116145932115e-05,2.0331657753453943e-07,869,135.49660778045654
1715515250.4274223,74,8.2448937500156e-09,9.341990894915441e-08,144.49069571495056,4.364627657087303e-05,1.0166480269917e-07,956,148.2961301803589
1715515264.8262336,75,2.6918955142099385e-09,4.866804392607213e-08,158.88930988311768,2.8222056255671062e-05,5.135993944028207e-08,1052,162.69494152069092
1715515280.4511514,76,8.462067799145951e-10,1.6543142729603446e-08,174.51441740989685,1.9728227201607756e-05,1.738934950951804e-08,1157,178.31985926628113
1715515297.3421123,77,3.3497533017348024e-10,4.685337347597575e-09,191.40539455413818,1.4397304283118395e-05,5.0203126777710555e-09,1272,195.21082019805908
1715515316.3139966,78,1.6074202803163455e-10,1.7769935568486987e-09,210.37703275680542,9.352583040721478e-06,1.9377355848803335e-09,1400,214.18270444869995
1715515336.8750768,79,6.834733779645498e-11,7.32146965741058e-10,230.9383294582367,4.850239599180813e-06,8.00494303537513e-10,1539,234.7437846660614
1715515359.9412537,80,3.3546754632632415e-11,3.382088794176275e-10,254.0040044784546,3.2560496956119485e-06,3.717556340502599e-10,1693,257.8099615573883
1715515385.3289764,81,2.0162003830341212e-11,1.4239864732349358e-10,279.39209055900574,2.6065757430398562e-06,1.6256065115383478e-10,1863,283.1976842880249
1715515412.9305534,82,1.248454500471375e-11,4.9157898833212255e-11,306.9933786392212,2.1118802515374175e-06,6.1642443837926e-11,2049,310.7992613315582
1715515443.3187792,83,6.5848337100759315e-12,1.8033162964852836e-11,337.38190364837646,1.6091763423266605e-06,2.4617996674928768e-11,2254,341.18748712539673
1715515476.4632196,84,2.864911510276639e-12,8.874109125873152e-12,370.52624320983887,1.0059205469743945e-06,1.1739020636149791e-11,2479,374.3319275379181
1715515514.0132084,85,1.0378147462014104e-12,5.026732209593261e-12,408.07621216773987,5.472198168651248e-07,6.0645469557946715e-12,2727,411.88191628456116
1715515554.729402,86,3.860424381883206e-13,3.068923083871901e-12,448.79242420196533,2.8299835883674833e-07,3.4549655220602215e-12,3000,452.59810996055603
1715515598.9161484,87,1.6052773883793541e-13,1.6391730766299916e-12,492.97909212112427,2.219381856122478e-07,1.799700815467927e-12,3299,496.7848563194275
1715515647.8071153,88,6.59911019280038e-14,8.800212276413972e-13,541.8701610565186,1.661537334020711e-07,9.46012329569401e-13,3629,545.6758232116699
1715515701.3589544,89,2.6395957955744694e-14,5.18494088325505e-13,595.4219672679901,1.0240953969051461e-07,5.448900462812498e-13,3992,599.2276623249054
1715515759.7342074,90,1.3045953765155372e-14,3.4191892247877945e-13,653.7972218990326,7.55088392863102e-08,3.549648762439348e-13,4391,657.6029152870178
1715515824.3055563,91,7.076848336688062e-15,2.2149608904736304e-13,718.368551492691,6.333252726828396e-08,2.285729373840511e-13,4831,722.1742641925812
1715515895.7297695,92,4.462654051854892e-15,1.449136529943331e-13,789.7927565574646,5.4874812792054785e-08,1.49376307046188e-13,5314,793.5984773635864
1715515974.8512127,93,2.9434765211071912e-15,9.537659499895102e-14,868.9141528606415,4.766594243687148e-08,9.832007152005822e-14,5845,872.7199206352234
1715516061.7857227,94,2.0145564468046325e-15,6.73791986670649e-14,955.8486096858978,4.130115285582806e-08,6.939375511386953e-14,6429,959.6544306278229
1715516106.0019433,95,1.6609250801434347e-15,5.685131258248665e-14,1000.0649955272675,3.8295568507973575e-08,5.851223766263009e-14,6729,1003.8706512451172
