time,_step,_runtime,_timestamp,loss_boundary,l2_error,step,loss_interior,loss
11.180882215499878,40,11.881915092468262,1726514489.9294732,4.786920917949615e-05,0.010402555155385436,40,6.85897197072166e-05,0.00011645892888671275
11.633464813232422,41,12.334460973739624,1726514490.382019,4.7162428978313504e-05,0.008874372532868985,42,6.355994567942376e-05,0.00011072237465773726
12.623662233352661,42,13.324695825576782,1726514491.372254,3.60258342031769e-05,0.006018876507301847,46,4.434969582827117e-05,8.037553003144807e-05
13.562103509902954,43,14.263222694396973,1726514492.3107808,2.6986765425776007e-05,0.0033296876975782972,50,3.357485910579051e-05,6.0561624531566516e-05
14.775810241699219,44,15.47693419456482,1726514493.5244923,1.6757418399060365e-05,0.0037173982949952186,55,2.4889304007915187e-05,4.164672240697555e-05
16.141762256622314,45,16.842838525772095,1726514494.8903966,8.351711736348525e-06,0.006762744090175412,61,1.5377445703592684e-05,2.3729157439941207e-05
17.538209915161133,46,18.23928141593933,1726514496.2868395,4.488563556070287e-06,0.008164329395680691,67,1.1631984384752578e-05,1.6120547940822864e-05
18.941258907318115,47,19.642402172088623,1726514497.6899602,2.0731403568991004e-06,0.008621864402047487,73,8.225985358255038e-06,1.0299125715154138e-05
20.796088457107544,48,21.497164249420166,1726514499.5447223,1.442513936053583e-06,0.006146519714620891,81,4.084041386518659e-06,5.526555322572242e-06
22.6217200756073,49,23.32271671295166,1726514501.3702748,6.996746429340492e-07,0.004290301298592874,89,2.450622896523683e-06,3.150297539457732e-06
24.69757890701294,50,25.39869785308838,1726514503.446256,3.899836893262397e-07,0.002553560772896158,98,1.9551054815687767e-06,2.3450891708950166e-06
26.787059783935547,51,27.488210678100586,1726514505.5357687,2.2022613246513867e-07,0.0020246175911211276,107,1.2747049551695795e-06,1.4949310876347183e-06
29.343021154403687,52,30.044116258621216,1726514508.0916743,9.847729259919411e-08,0.0023522667103562313,118,6.571961324828455e-07,7.556734250820397e-07
32.133025884628296,53,32.834033727645874,1726514510.8815918,4.080332407581848e-08,0.0018270837497243837,130,4.2625384324005826e-07,4.6705716731587674e-07
35.239601135253906,54,35.94064474105835,1726514513.9882028,1.5556686649164708e-08,0.0016145682725851086,143,2.9614957381004635e-07,3.1170626045921104e-07
38.455023527145386,55,39.1561005115509,1726514517.2036586,9.072638674381255e-09,0.0016455685269091919,157,2.3296401427625992e-07,2.4203665295064116e-07
41.98655462265015,56,42.6877498626709,1726514520.735308,6.2427270623262186e-09,0.0017190984704561947,172,1.5857774325341656e-07,1.6482047031574278e-07
46.233792543411255,57,46.93485140800476,1726514524.9824095,3.3557151391890982e-09,0.0012523331861906111,190,1.1311340627712622e-07,1.1646912141631531e-07
50.59950876235962,58,51.30055499076843,1726514529.348113,2.530549170629626e-09,0.0009798355055480239,208,8.843220218991576e-08,9.096275136054539e-08
55.72275400161743,59,56.42387080192566,1726514534.4714289,1.7480976888195937e-09,0.0009176052120241792,229,6.799504280359273e-08,6.974314049241233e-08
61.27421236038208,60,61.97546148300171,1726514540.0230196,1.7033172779049988e-09,0.0008864492415528115,252,5.141729358689516e-08,5.3120610864800156e-08
67.01839995384216,61,67.71943211555481,1726514545.7669902,1.1949081840188739e-09,0.0007255106771761754,277,3.635044989854394e-08,3.7545358082562814e-08
73.60483074188232,62,74.30590534210205,1726514552.3534634,1.4037301102453676e-09,0.0007404914113778166,305,2.4133177371635304e-08,2.5536907481880672e-08
80.63511633872986,63,81.33643627166748,1726514559.3839943,1.4407167597200314e-09,0.0009793574461606043,335,2.1089661556411215e-08,2.2530378316131247e-08
88.82234954833984,64,89.52342534065247,1726514567.5709834,1.5179837830108527e-09,0.001104584272497169,369,1.759312292978044e-08,1.9111106712791293e-08
97.37957715988159,65,98.0805914402008,1726514576.1281495,1.3489954156247976e-09,0.0012172871468378726,406,1.7628736718839732e-08,1.897773213446453e-08
106.66062784194946,66,107.36198282241821,1726514585.409541,1.3690515828568462e-09,0.0012260567052568426,446,1.4367023447445592e-08,1.573607503030244e-08
117.21224617958069,67,117.91331148147583,1726514595.9608696,1.201247398858696e-09,0.0011747785890279464,491,1.394630165594168e-08,1.5147549054800378e-08
128.81098222732544,68,129.51207089424133,1726514607.559629,1.1671279101457452e-09,0.0010651560755331236,540,1.1156534262526768e-08,1.2323662172672513e-08
141.35483741760254,69,142.05609679222107,1726514620.1036549,8.777442867291396e-10,0.0009750807387803207,594,9.225460708555874e-09,1.0103204995285015e-08
155.06644344329834,70,155.7674593925476,1726514633.8150175,7.653326982222156e-10,0.0008532101704770247,653,8.468393546903065e-09,9.23372624512528e-09
170.3387153148651,71,171.04001665115356,1726514649.0875747,6.406507695291692e-10,0.0007615902247436014,718,7.45300551550105e-09,8.093656285030219e-09
187.00275135040283,72,187.7038130760193,1726514665.7513711,6.883784070409968e-10,0.0007201164318700391,790,6.209736739726866e-09,6.898115146767863e-09
