_step,loss,step,_runtime,time,l2_error,_timestamp,loss_boundary,loss_interior
34,0.8894383799723,34,11.460179328918457,7.5307323932647705,0.5579269425885481,1714606319.1773653,0.22323084460099335,0.6662075353713066
35,0.838277692411878,35,11.6140878200531,7.68472695350647,0.5333751206646987,1714606319.3312738,0.21371140335926261,0.6245662890526154
36,0.7779593971445877,36,11.76839303970337,7.839017868041992,0.5158501687879046,1714606319.485579,0.1957375730808343,0.5822218240637534
37,0.7286238395151949,37,11.916234016418457,7.987164735794067,0.4841439116891369,1714606319.63342,0.18371794321792032,0.5449058962972746
38,0.6839657341310654,38,12.061779737472534,8.132699728012085,0.47547825252361614,1714606319.7789657,0.16283084145754098,0.5211348926735244
39,0.6326708417228455,39,12.21019458770752,8.280686855316162,0.44869195178230575,1714606319.9273806,0.15707178353762202,0.4755990581852235
40,0.6053348759437178,40,12.357320547103882,8.428204536437988,0.43120894473114163,1714606320.0745065,0.14008372907996083,0.46525114686375696
41,0.5276821713742778,42,12.652149677276611,8.723036289215088,0.4070799843286875,1714606320.3693357,0.12198757699979641,0.4056945943744813
42,0.4213834432442433,46,13.231485605239868,9.302375316619873,0.358596863529575,1714606320.9486716,0.09323665003751624,0.32814679320672707
43,0.34215063114643507,50,13.8014395236969,9.872334003448486,0.3032926823517996,1714606321.5186255,0.07066694239028129,0.27148368875615375
44,0.265050821324195,55,14.523040294647217,10.593645572662354,0.2578656003189078,1714606322.2402263,0.05134965658191978,0.2137011647422752
45,0.21584622746926993,61,15.386204481124878,11.45674753189087,0.22503077664706866,1714606323.1033905,0.039183885334925395,0.17666234213434454
46,0.1671549350657016,67,16.288474082946777,12.359062433242798,0.19170653841619784,1714606324.00566,0.028170440319415218,0.13898449474628638
47,0.1404550062007463,73,17.182143926620483,13.252861738204956,0.16870478459071037,1714606324.89933,0.02259310933062148,0.11786189687012483
48,0.11908651410365026,81,18.366440296173096,14.436666488647461,0.1506195886438796,1714606326.0836263,0.018669293359803867,0.10041722074384639
49,0.09490577555659568,89,19.582967281341553,15.652958631515503,0.12949780457036444,1714606327.3001533,0.014708222704528507,0.08019755285206717
50,0.0726148340451851,98,20.946649074554443,17.016690492630005,0.11392958293019095,1714606328.663835,0.011552610717611681,0.06106222332757341
51,0.05718559465742011,107,22.24531841278076,18.31595778465271,0.10297666557479125,1714606329.9625044,0.009646699962506073,0.04753889469491404
52,0.04621023957162732,118,24.492912769317627,20.562421798706055,0.09516806160339723,1714606332.2100987,0.008406663487500826,0.037803576084126496
53,0.03598205635904268,130,26.502314805984497,22.571808576583862,0.08804788929699897,1714606334.2195008,0.00722732995647913,0.028754726402563553
54,0.02683028975696561,143,28.78915524482727,24.859656810760498,0.08129847262675477,1714606336.5063412,0.006265052460354092,0.020565237296611517
55,0.021532532812305064,157,31.3147292137146,27.384668588638306,0.07638834539432493,1714606339.0319152,0.005539884338652871,0.015992648473652192
56,0.014386861696387861,172,33.942577600479126,30.01302671432495,0.0648986210275038,1714606341.6597636,0.003935452055070619,0.010451409641317242
57,0.011123456067226208,190,36.78283405303955,32.851704597473145,0.062264707518138666,1714606344.50002,0.0036260362662816027,0.007497419800944604
58,0.009390411106970977,208,39.46635460853577,35.53702783584595,0.05850343675649463,1714606347.1835406,0.003197607557332747,0.006192803549638229
59,0.007608814505920233,229,42.8050811290741,38.87491583824158,0.054175044469324404,1714606350.522267,0.0026997046592364894,0.004909109846683744
60,0.005754980769043844,252,46.2634494304657,42.333534240722656,0.04851222296501158,1714606353.9806354,0.002110724405191613,0.003644256363852231
61,0.004794429230127788,277,50.353493213653564,46.424100160598755,0.044766312117844945,1714606358.0706792,0.0017763235549047793,0.0030181056752230082
62,0.0038571780761357246,305,54.91345691680908,50.98340892791748,0.040473454287496026,1714606362.630643,0.0014404162285956282,0.002416761847540096
63,0.0030889459710577508,335,59.403040409088135,55.472008228302,0.03635806795576783,1714606367.1202264,0.001157683164980264,0.0019312628060774867
64,0.0025012304153694117,369,64.72549247741699,60.79603910446167,0.03304029955862654,1714606372.4426785,0.0009362736993334647,0.0015649567160359468
65,0.002048093862595409,406,70.79559421539307,66.86576056480408,0.030026641300350328,1714606378.5127802,0.0007678479888121471,0.0012802458737832618
66,0.0016986438796117221,446,76.84767532348633,72.91789674758911,0.027589467869098612,1714606384.5648613,0.0006359925414165848,0.0010626513381951374
67,0.0014654694176762654,491,83.78725790977478,79.85744428634644,0.025810746519392667,1714606391.504444,0.0005495086839090088,0.0009159607337672565
68,0.0012344514910348709,540,91.65622639656067,87.72593545913696,0.023981557176395028,1714606399.3734124,0.00046714936916746486,0.0007673021218674061
69,0.0010352198988601445,594,100.17470383644104,96.24477982521057,0.022336659413388842,1714606407.8918898,0.00039583977897013936,0.0006393801198900052
70,0.000894703918878684,653,109.17859721183777,105.24877643585205,0.021098180982034555,1714606416.8957832,0.0003459436704067364,0.0005487602484719477
71,0.0007929849641855524,718,119.11621737480164,115.18629860877991,0.020162418394653405,1714606426.8334033,0.0003105893816601183,0.0004823955825254341
72,0.000680054394452873,790,130.3497223854065,126.42002820968628,0.019126163963927436,1714606438.0669084,0.0002710093285608183,0.00040904506589205464
73,0.0005957996575087293,869,142.18227696418762,138.2525224685669,0.018313110144588172,1714606449.899463,0.00024129239287953361,0.0003545072646291956
74,0.0005176354144303949,956,155.78400135040283,151.8542354106903,0.017532343042480643,1714606463.5011873,0.00021364861537329075,0.00030398679905710413
75,0.0004684777178044637,1052,171.29579639434814,167.36620712280273,0.017007712046018083,1714606479.0129824,0.00019581915964922664,0.00027265855815523704
76,0.0004177145642189027,1157,187.8623766899109,183.9326229095459,0.01644313887704662,1714606495.5795627,0.0001770281021411483,0.0002406864620777544
77,0.00034322894922572797,1272,206.0241665840149,202.09383606910706,0.01554563117467443,1714606513.7413526,0.00014878031720631747,0.00019444863201941053
78,0.00030213381227400056,1400,225.4868221282959,221.55713176727295,0.015012237356511627,1714606533.204008,0.00013283251438504125,0.00016930129788895928
79,0.0002708828279672018,1539,247.23607563972473,243.30647349357605,0.014567265092414787,1714606554.9532616,0.00012032161241036255,0.00015056121555683923
80,0.00024907864842785277,1693,270.9291422367096,266.9993541240692,0.01423838379345583,1714606578.6463282,0.00011144759071479826,0.0001376310577130545
81,0.00022234646706138523,1863,297.34822058677673,293.41823148727417,0.013484757407020554,1714606605.0654066,0.00010039957333531252,0.0001219468937260727
82,0.00018377067450347142,2049,325.2714431285858,321.3415639400482,0.013118010428647544,1714606632.988629,8.41127966816336e-05,9.965787782183783e-05
83,0.0001652537670293808,2254,356.2355999946594,352.3052487373352,0.012748499898010305,1714606663.952786,7.620599095262467e-05,8.904777607675614e-05
84,0.00014780829961688936,2479,390.6659116744995,386.7360954284668,0.01237042070981071,1714606698.3830976,6.870240236388144e-05,7.910589725300792e-05
85,0.00013706420128851163,2727,429.0198540687561,425.090026140213,0.012119655420507488,1714606736.73704,6.405195982885267e-05,7.301224145965897e-05
86,0.00010496754887671095,3000,470.2189133167267,466.2891654968262,0.0112622861326511,1714606777.9360993,4.9855338195983984e-05,5.511221068072697e-05
87,9.559244078731035e-05,3299,517.1159627437592,513.1857290267944,0.010966505963115877,1714606824.8331487,4.5698398051827755e-05,4.9894042735482606e-05
88,8.651276456864754e-05,3629,568.7088980674744,564.7786657810211,0.010649946413793557,1714606876.426084,4.161499393971567e-05,4.489777062893187e-05
89,7.887360384207167e-05,3992,623.606413602829,619.6768746376038,0.010362383396381169,1714606931.3235996,3.813894191961773e-05,4.0734661922453935e-05
90,7.353147673153519e-05,4391,685.1173021793365,681.1874823570251,0.010143800222451706,1714606992.8344882,3.5680695592250965e-05,3.785078113928423e-05
91,5.633189847904625e-05,4831,752.5893681049347,748.6596546173096,0.009332069024124269,1714607060.306554,2.7551321775998846e-05,2.87805767030474e-05
92,5.216880389589876e-05,5314,828.1923582553864,824.2626190185547,0.009098566837565152,1714607135.9095442,2.556015799922401e-05,2.6608645896674747e-05
93,4.7361827985204294e-05,5845,907.7581787109375,903.8286364078522,0.008807009782927542,1714607215.4753647,2.323400182427644e-05,2.4127826160927858e-05
94,4.343284731734441e-05,6429,995.9517824649811,992.021698474884,0.008548668431302692,1714607303.6689684,2.1304203186188094e-05,2.2128644131156313e-05
95,4.017075218028157e-05,7072,1092.7806746959686,1088.8508803844452,0.008318903200140568,1714607400.4978607,1.9688843709171557e-05,2.0481908471110015e-05
96,3.7833888298248945e-05,7779,1200.2088694572449,1196.2789998054504,0.008144678519188762,1714607507.9260554,1.8520792676302817e-05,1.9313095621946128e-05
97,3.468166946642647e-05,8557,1317.5756628513336,1313.6458411216736,0.007895139037512646,1714607625.2928488,1.69339696092736e-05,1.7747699857152873e-05
98,3.1584560571066496e-05,9413,1447.030133485794,1443.100511789322,0.0076311325544882345,1714607754.7473195,1.536180233489597e-05,1.6222758236170524e-05
99,2.8621357283835265e-05,10354,1589.1058185100555,1585.176022529602,0.007358985748174011,1714607896.8230045,1.3847103591461938e-05,1.4774253692373327e-05
100,2.6086913468000548e-05,11389,1744.4512360095978,1740.5216767787933,0.00710828092129636,1714608052.168422,1.2542391020280841e-05,1.3544522447719707e-05
101,2.3501275171569305e-05,12528,1921.4468116760254,1917.5172283649445,0.006832692415517508,1714608229.1639977,1.1206932859233381e-05,1.2294342312335925e-05
102,2.0702093289672044e-05,13781,2112.849100589752,2108.919266939163,0.006507900801221937,1714608420.5662866,9.754984228142665e-06,1.094710906152938e-05
103,1.927604551502372e-05,15159,2327.318190097809,2323.388153076172,0.006329910248881298,1714608635.035376,9.014426247274783e-06,1.0261619267748936e-05
104,1.3912480187043812e-05,16675,2562.274552345276,2558.343612909317,0.005554694406529997,1714608869.9917383,6.203913045268483e-06,7.708567141775329e-06
105,1.2737248782878291e-05,18342,2819.2643778324127,2815.333071231842,0.005362248512114939,1714609126.9815638,5.611142221535667e-06,7.126106561342623e-06
106,1.197087593860003e-05,19531,3004.019680261612,3000.0900468826294,0.005229637135297963,1714609311.7368662,5.2250720588664175e-06,6.745803879733614e-06
