time,_runtime,_step,loss_interior,l2_error,loss_boundary,step,loss,_timestamp
36.72694373130798,40.63205099105835,59,11.890601558740777,0.6280356718858947,0.2884508917933304,229,12.179052450534106,1714579077.850201
40.49467062950134,44.40016555786133,60,11.423327309275123,0.8314317710804574,0.42840121249000973,252,11.851728521765134,1714579081.6183155
44.54098176956177,48.44644236564636,61,9.256989479272724,0.8141675569339112,0.48225565696010037,277,9.739245136232825,1714579085.6645923
49.50263714790344,53.407301902770996,62,8.523800419574215,0.8169140476164799,0.47963018239509125,305,9.003430601969306,1714579090.6254518
54.12953782081604,58.03453087806702,63,8.102995859034252,0.8365349864441707,0.49004147400688336,335,8.593037333041135,1714579095.2526808
59.23420214653015,63.139235496520996,64,7.404713982810297,0.8150077843333482,0.47439983426882815,369,7.8791138170791255,1714579100.3573854
64.79346466064453,68.6985137462616,65,6.038193320316665,0.6594885630493973,0.31876377482190416,406,6.356957095138569,1714579105.9166636
70.83051037788391,74.73561906814575,66,4.333069703902149,0.8750872712855496,0.44628827661648296,446,4.779357980518632,1714579111.953769
77.67404007911682,81.57895350456238,67,2.682750775116496,0.2990022785770673,0.0850217262615034,491,2.7677725013779995,1714579118.7971034
85.72179198265076,89.6271984577179,68,0.943726160916049,0.26940628358462154,0.0738069601953163,540,1.0175331211113652,1714579126.8453484
93.87606620788574,97.7810709476471,69,0.7438905608488242,0.2527308000575105,0.06728734577969209,594,0.8111779066285163,1714579134.9992208
103.03709673881531,106.94189667701721,70,0.17030543757773192,0.16695666044752067,0.02920202061757097,653,0.19950745819530288,1714579144.1600466
115.01435112953186,118.92259645462036,71,0.03541938721544728,0.12382434865408914,0.01437387209369513,718,0.04979325930914241,1714579156.1407464
125.76618766784668,129.67109990119934,72,0.00875941628120572,0.08553518590690094,0.006030240140376608,790,0.014789656421582326,1714579166.8892498
138.17170763015747,142.07649326324463,73,0.0014402237387903271,0.04490913004398613,0.0013551661411198832,869,0.0027953898799102104,1714579179.2946432
151.4853127002716,155.39015126228333,74,0.00035024191964935867,0.025974462977683032,0.0003730616914393429,956,0.0007233036110887016,1714579192.6083012
165.94479846954346,169.84956002235413,75,0.00017820157564339318,0.019911574845740264,0.00018522242211881456,1052,0.00036342399776220774,1714579207.06771
181.65629291534424,185.56153845787048,76,0.00013724678989491656,0.017949180360268584,0.00013776412211455663,1157,0.00027501091200947316,1714579222.7796884
201.67323350906372,205.57829093933105,77,9.513654887893234e-05,0.01567558045762262,9.29855776478494e-05,1272,0.00018812212652678174,1714579242.7964408
223.552725315094,227.45762014389038,78,7.414249117415016e-05,0.014402797611843642,7.155500693997369e-05,1400,0.00014569749811412387,1714579264.67577
248.21191954612732,252.11683440208435,79,5.9710224953396774e-05,0.013457582477050117,5.78147803558211e-05,1539,0.00011752500530921788,1714579289.3349843
272.93906354904175,276.84400367736816,80,4.8215221242395354e-05,0.012571330852081203,4.666739326031601e-05,1693,9.488261450271136e-05,1714579314.0621536
299.9881856441498,303.8936266899109,81,3.9413044231057975e-05,0.011803021808256283,3.8107097757078365e-05,1863,7.752014198813634e-05,1714579341.1117766
331.5071258544922,335.4120714664459,82,3.298875361013255e-05,0.011158177744276528,3.1706741892750905e-05,2049,6.469549550288346e-05,1714579372.6302214
363.25804471969604,367.16294860839844,83,2.827766669777941e-05,0.01061508852608406,2.688745192409162e-05,2254,5.5165118621871025e-05,1714579404.3810985
397.1532266139984,401.0582175254822,84,2.4802820884820988e-05,0.01016510302989251,2.3282409326610325e-05,2479,4.808523021143131e-05,1714579438.2763674
435.52765011787415,439.4322383403778,85,2.174840171517886e-05,0.009724083801175712,2.005917258841438e-05,2727,4.180757430359324e-05,1714579476.6503882
478.08462405204773,481.9896836280823,86,1.885786402990073e-05,0.009269667407132979,1.7024310619604584e-05,3000,3.5882174649505314e-05,1714579519.2078335
529.6429352760315,533.5478670597076,87,1.6392232540654133e-05,0.008839641850234437,1.441387970353331e-05,3299,3.0806112244187445e-05,1714579570.766017
583.3428506851196,587.2479269504547,88,1.4390663402478243e-05,0.008465116492914706,1.2296010347006005e-05,3629,2.6686673749484248e-05,1714579624.4660769
642.3658385276794,646.2709083557129,89,1.2684358561454265e-05,0.008130686677210319,1.0500148875826204e-05,3992,2.3184507437280468e-05,1714579683.4890583
704.5876517295837,708.4926252365112,90,1.1164090814969389e-05,0.007821522762291686,8.905232860807976e-06,4391,2.0069323675777364e-05,1714579745.7107751
776.125759601593,780.0353767871857,91,9.921810412547474e-06,0.007568965164256221,7.616384847990201e-06,4831,1.7538195260537676e-05,1714579817.2535267
861.7090420722961,865.6139376163483,92,8.811302686427684e-06,0.007346110167242978,6.4846787446996305e-06,5314,1.5295981431127314e-05,1714579902.8320875
953.8855767250061,957.7905871868134,93,7.817312265395673e-06,0.007148365950238791,5.499408944542624e-06,5845,1.3316721209938297e-05,1714579995.008737
1048.449534893036,1052.354526758194,94,6.983968732669344e-06,0.006976622468580943,4.703983464763377e-06,6429,1.168795219743272e-05,1714580089.5726767
1161.298455953598,1165.2038555145264,95,6.237311240469558e-06,0.006811784573451158,4.0234054244787325e-06,7072,1.026071666494829e-05,1714580202.4220054
1269.6883392333984,1273.5952517986298,96,5.546213839866349e-06,0.006646991593386975,3.4244449973680602e-06,7779,8.97065883723441e-06,1714580310.8134017
1391.615698337555,1395.520437002182,97,4.941186051687631e-06,0.006491052246018688,2.9311412062848495e-06,8557,7.872327257972481e-06,1714580432.738587
1521.5805146694183,1525.4862008094788,98,4.409550624808905e-06,0.006342078034934767,2.518183081173183e-06,9413,6.9277337059820885e-06,1714580562.7043507
1664.5335900783539,1668.4408371448517,99,3.938291667185547e-06,0.0061989923846978425,2.1716005548921593e-06,10354,6.1098922220777065e-06,1714580705.658987
1820.390485048294,1824.2955040931702,100,3.523014768995927e-06,0.006062423307874509,1.881983434104106e-06,11389,5.404998203100033e-06,1714580861.513654
1992.1503553390503,1996.0555264949799,101,3.145524978646605e-06,0.005928117216185764,1.6324768301050042e-06,12528,4.778001808751609e-06,1714581033.2736764
2181.0097942352295,2184.914656162262,102,2.824716747658248e-06,0.005804654892884872,1.4307268137958102e-06,13781,4.255443561454059e-06,1714581222.132806
2389.986096382141,2393.8910410404205,103,2.5240331673291257e-06,0.0056807648132151,1.2506057288321933e-06,15159,3.774638896161319e-06,1714581431.109191
2619.08033823967,2622.9852290153503,104,2.2596850646368474e-06,0.005564392678759865,1.0992749342461881e-06,16675,3.3589599988830355e-06,1714581660.203379
2871.486314535141,2875.392417192459,105,2.0365482683945806e-06,0.005460127484029967,9.761970304054057e-07,18342,3.0127452987999864e-06,1714581912.610567
3000.099538564682,3004.0045499801636,106,1.9396768136884704e-06,0.005413036251799121,9.241845111343799e-07,19196,2.8638613248228503e-06,1714582041.2226999
