_runtime,loss_interior,time,_step,loss_boundary,l2_error,_timestamp,loss,step
166.84754872322083,2.5011614126211566e-05,163.03925943374634,81,7.927572741963513e-06,0.0036841552957846014,1714839016.9768357,3.293918686817508e-05,1863
182.96246576309204,2.0756811867337155e-05,179.1528513431549,82,6.929432010218541e-06,0.0033963274480361197,1714839033.0917528,2.7686243877555695e-05,2049
200.92104578018188,1.7048821063662294e-05,197.1127097606659,83,6.299088930780656e-06,0.003264407928561176,1714839051.0503328,2.334790999444295e-05,2254
220.66732335090637,1.4224828571595053e-05,216.8584554195404,84,5.425526156692477e-06,0.0030502472099180134,1714839070.7966104,1.965035472828753e-05,2479
242.33756637573242,1.2009769599487606e-05,238.52876043319702,85,4.5813497268262025e-06,0.002803578995357485,1714839092.4668534,1.6591119326313808e-05,2727
266.19818568229675,1.0066450129583336e-05,262.3898470401764,86,3.896093166048507e-06,0.002589958985342191,1714839116.3274727,1.3962543295631844e-05,3000
292.396803855896,8.232845761237403e-06,288.5879888534546,87,3.201482142019007e-06,0.002337085300959567,1714839142.5260909,1.143432790325641e-05,3299
321.211633682251,6.938502676365109e-06,317.40297269821167,88,2.6904299241695064e-06,0.0022879380338665244,1714839171.3409207,9.628932600534616e-06,3629
352.84643054008484,5.790471575789965e-06,349.0375802516937,89,2.3017067879591014e-06,0.0021742916833962216,1714839202.9757175,8.092178363749067e-06,3992
387.58459877967834,4.841787250270598e-06,383.77596402168274,90,2.013989536585553e-06,0.002109986232295517,1714839237.7138858,6.855776786856151e-06,4391
426.0330708026886,4.13358738707842e-06,422.22446060180664,91,1.7381128863598042e-06,0.0019445340203525026,1714839276.1623578,5.871700273438224e-06,4831
468.13902711868286,3.6069695923968376e-06,464.330365896225,92,1.4267984436560524e-06,0.0018058993117077982,1714839318.2683141,5.03376803605289e-06,5314
514.5834271907806,3.147972649461811e-06,510.77414202690125,93,1.2104036353311984e-06,0.0017036876545604798,1714839364.7127142,4.358376284793009e-06,5845
565.617315530777,2.7605515800592178e-06,561.8086032867432,94,9.844479641356146e-07,0.0016237019614824088,1714839415.7466025,3.7449995441948326e-06,6429
621.8202629089355,2.4338443583361184e-06,618.0116617679596,95,7.891506880792021e-07,0.001495770137601514,1714839471.94955,3.2229950464153205e-06,7072
683.5413162708282,2.0847534501304065e-06,679.7327268123627,96,6.624029742384148e-07,0.0013747516330232907,1714839533.6706033,2.747156424368821e-06,7779
751.5281932353973,1.755881343459293e-06,747.719575881958,97,5.785585777366948e-07,0.0013046076486402497,1714839601.6574802,2.3344399211959877e-06,8557
