loss_interior,l2_error,loss_boundary,loss,_step,time,_runtime,_timestamp,step
0.17738495752860375,0.3350721763457978,0.1212823449889335,0.29866730251753726,43,6.533397436141968,10.416324615478516,1714837493.6830516,50
0.1300113865195917,0.30503950791047557,0.10174761508188183,0.23175900160147356,44,6.993434429168701,10.876785516738892,1714837494.1435125,55
0.10050193052119931,0.24777743537279845,0.0713512840200117,0.171853214541211,45,7.5513505935668945,11.434864282608032,1714837494.7015913,61
0.08058578232110648,0.21291388238796993,0.054626862413224155,0.13521264473433064,46,8.104674100875854,11.988104104995728,1714837495.254831,67
0.06626635579479101,0.18902616638635142,0.0431897520534467,0.10945610784823771,47,8.655619621276855,12.538370132446289,1714837495.805097,73
0.050937535422941216,0.16660439683725617,0.03483540687659792,0.08577294229953913,48,9.383796215057373,13.266488552093506,1714837496.5332155,81
0.040698466737739025,0.15224751748910265,0.02917057998390311,0.06986904672164214,49,10.106757402420044,13.989482641220093,1714837497.2562096,89
0.032248191638370186,0.14018670883794845,0.024448677237808022,0.05669686887617821,50,10.946217775344849,14.828921556472778,1714837498.0956485,98
0.025413258135682206,0.12755178818088278,0.019877689416158355,0.04529094755184056,51,11.781875848770142,15.664635181427002,1714837498.9313622,107
0.01877889120908031,0.11408481369089342,0.0151431926051479,0.03392208381422821,52,12.78770399093628,16.670583486557007,1714837499.9373105,118
0.013870521646259524,0.10104961672913276,0.011437051220136798,0.025307572866396323,53,13.884939908981323,17.767677783966064,1714837501.0344048,130
0.010478996472983905,0.08716163104329905,0.008083229257602331,0.018562225730586236,54,15.08307671546936,18.96595311164856,1714837502.23268,143
0.007908408505106672,0.07403612261655719,0.005537998399694862,0.013446406904801533,55,16.36893081665039,20.251898765563965,1714837503.5186257,157
0.005674634368648413,0.06345835015970668,0.003879169211568529,0.009553803580216942,56,17.73897695541382,21.622368335723877,1714837504.8890953,172
0.003980965492504752,0.05275862316639923,0.0026175970116234675,0.006598562504128219,57,19.385451078414917,23.268929719924927,1714837506.5356567,190
0.002682249198354859,0.04499537491762721,0.0017544486364044576,0.004436697834759316,58,21.026429653167725,24.909168004989624,1714837508.175895,208
0.0017862187987879074,0.03635578479908232,0.001092918601239046,0.0028791374000269533,59,22.956756830215454,26.83956003189087,1714837510.106287,229
0.0012168631138331281,0.028201712681249044,0.0006292357514132336,0.0018460988652463618,60,25.061359167099,28.944104433059692,1714837512.2108314,252
0.0008176043805119475,0.021843188324338934,0.0003567111408962286,0.0011743155214081762,61,27.424813270568848,31.307598114013672,1714837514.574325,277
0.0005374404120469696,0.017222444058902994,0.00021719259882307525,0.0007546330108700449,62,29.97818422317505,33.86124801635742,1714837517.127975,305
0.0003706054684141122,0.013588811148321946,0.00014001827114114954,0.0005106237395552617,63,32.72143244743347,36.604206800460815,1714837519.8709338,335
0.00024614364203960013,0.01164355767834742,9.795400422357538e-05,0.0003440976462631755,64,35.87698721885681,39.759737968444824,1714837523.026465,369
0.0001574541165186186,0.010296050199115104,7.191837935430853e-05,0.00022937249587292712,65,39.26753282546997,43.150299072265625,1714837526.417026,406
0.00010016363773430018,0.009288986343805527,5.1712441807276983e-05,0.00015187607954157716,66,42.89347791671753,46.77621650695801,1714837530.0429435,446
6.243570149143052e-05,0.008360192597145114,3.823643532740564e-05,0.00010067213681883616,67,47.054752826690674,50.938103675842285,1714837534.2048306,491
3.962218860623604e-05,0.007568851016583241,2.7895578816477302e-05,6.751776742271333e-05,68,51.52953004837036,55.41306519508362,1714837538.6797922,540
2.5879811868995962e-05,0.006866760358652954,2.0367641010551774e-05,4.624745287954774e-05,69,56.59457349777222,60.478338956832886,1714837543.745066,594
1.755123016042398e-05,0.00631301651887695,1.4898469541766124e-05,3.24496997021901e-05,70,62.123337268829346,66.00626993179321,1714837549.272997,653
1.2167465774842687e-05,0.005777004228507662,1.1126948316817598e-05,2.3294414091660285e-05,71,68.19718790054321,72.07997179031372,1714837555.3466988,718
8.944797717317257e-06,0.005271824008060911,8.59642554704803e-06,1.754122326436529e-05,72,74.91060042381287,78.79337286949158,1714837562.0600998,790
6.71592228660372e-06,0.004881297152467017,6.773635835999488e-06,1.3489558122603208e-05,73,82.280592918396,86.16377067565918,1714837569.4304976,869
5.086178161827065e-06,0.004489761836620554,5.351633528866842e-06,1.0437811690693908e-05,74,90.38910579681396,94.2724666595459,1714837577.5391936,956
3.928672701019954e-06,0.004093721592149871,4.1422303850613814e-06,8.070903086081335e-06,75,99.33081078529358,103.21359348297119,1714837586.4803205,1052
3.1454619169475822e-06,0.0037245208170506596,3.210036392014594e-06,6.355498308962176e-06,76,109.15083980560303,113.0343599319458,1714837596.301087,1157
2.5635964712872762e-06,0.0033530296331302596,2.4901935457152872e-06,5.0537900170025634e-06,77,119.93750810623169,123.82106184959412,1714837607.0877888,1272
2.126967587549935e-06,0.0030758928403363172,1.961472516337884e-06,4.088440103887819e-06,78,131.85360431671143,135.7366979122162,1714837619.003425,1400
1.7833868023872841e-06,0.0028315511195262603,1.5663460918803452e-06,3.3497328942676294e-06,79,144.80467653274536,148.687842130661,1714837631.954569,1539
1.4928776769986873e-06,0.002583358792374688,1.2157810487833748e-06,2.7086587257820622e-06,80,159.2837793827057,163.16657042503357,1714837646.4332974,1693
1.2279860641978828e-06,0.002363454579792522,9.370392504066422e-07,2.165025314604525e-06,81,175.248539686203,179.1313819885254,1714837662.398109,1863
1.0141970932683956e-06,0.0021814714865344116,7.423093680785116e-07,1.756506461346907e-06,82,192.62714219093323,196.51103115081787,1714837679.7777581,2049
8.419072162343605e-07,0.002058513859417362,5.95389398339648e-07,1.4372966145740084e-06,83,211.78816652297974,215.6716549396515,1714837698.938382,2254
7.202575858352356e-07,0.0019757838371888894,4.915264314880175e-07,1.2117840173232531e-06,84,232.81297492980957,236.6960973739624,1714837719.9628243,2479
6.086937289263219e-07,0.001880413774476765,4.0164578946089516e-07,1.0103395183872172e-06,85,256.03519892692566,259.9182183742523,1714837743.1849453,2727
5.105821433194809e-07,0.0017855277653516634,3.2653308509309746e-07,8.371152284125783e-07,86,281.5480852127075,285.4311366081238,1714837768.6978636,3000
4.3346648151865497e-07,0.00168222515454474,2.7360662234213683e-07,7.070731038607919e-07,87,309.59184741973877,313.47545075416565,1714837796.7421777,3299
3.6489946494877945e-07,0.001598222747945831,2.3178280519287288e-07,5.966822701416523e-07,88,340.4485695362091,344.33141589164734,1714837827.5981429,3629
3.0997384196946904e-07,0.00154767782830909,1.9982631988419797e-07,5.09800161853667e-07,89,374.42784690856934,378.3109850883484,1714837861.577712,3992
2.6323797677722206e-07,0.0015094278300569828,1.7158560571821404e-07,4.348235824954361e-07,90,411.79657888412476,415.6797103881836,1714837898.9464374,4391
2.2504562519449913e-07,0.0014831264158412496,1.486440456087253e-07,3.7368967080322443e-07,91,453.01054406166077,456.8936698436737,1714837940.1603968,4831
1.9112231123037268e-07,0.0014600865428660926,1.287469688273358e-07,3.198692800577085e-07,92,497.9780194759369,501.861545085907,1714837985.128272,5314
1.63028018838836e-07,0.0014438648678348823,1.110693904563923e-07,2.7409740929522833e-07,93,547.7477538585663,551.6308696269989,1714838034.8975966,5845
1.3888063866673782e-07,0.0014270309758836134,9.540217098037615e-08,2.3428280964711398e-07,94,602.4079909324646,606.2911183834076,1714838089.5578454,6429
1.1671288066598708e-07,0.001388235459514086,7.998989116966203e-08,1.967027718356491e-07,95,662.6828298568726,666.5659439563751,1714838149.832671,7072
9.97015019790475e-08,0.001343429869391728,6.614053607988904e-08,1.6584203805893654e-07,96,728.6926746368408,732.5760684013367,1714838215.8427954,7779
8.459070225381559e-08,0.0012966816683901898,5.42613084793647e-08,1.388520107331803e-07,97,801.5227522850037,805.405886888504,1714838288.6726139,8557
7.141654609510927e-08,0.0012511444748835659,4.4439888470326125e-08,1.158564345654354e-07,98,881.7745795249939,885.6576805114746,1714838368.9244075,9413
5.9471521147139365e-08,0.0012100099439784746,3.601689807709784e-08,9.54884192242372e-08,99,969.6490478515625,973.5321695804596,1714838456.7988966,10354
4.9613702377035476e-08,0.001174460595910849,2.933486496713509e-08,7.894856734417056e-08,100,1066.548647403717,1070.4319989681244,1714838553.698726,11389
4.175873550337467e-08,0.0011327286669699488,2.335849664760718e-08,6.511723215098184e-08,101,1173.0442321300507,1176.9273302555084,1714838660.1940572,12528
