loss_boundary,step,time,_runtime,_timestamp,loss,_step,l2_error,loss_interior
1.5021347655867303,0,1.2267889976501465,5.1731812953948975,1714584346.8590882,122.18549486955206,0,1.7035915856288457,120.68336010396533
1.672322864369761,1,1.670461654663086,5.419407844543457,1714584347.1053147,76.26642158759414,1,1.2779958334224857,74.59409872322438
1.1100323399729457,2,1.952996015548706,5.701927185058594,1714584347.387834,34.72477468018338,2,1.407277035323671,33.614742340210434
1.353590869992573,3,2.2977492809295654,6.046725511550903,1714584347.7326324,20.00840727506698,3,1.8382839355348715,18.654816405074406
2.3066525698007845,4,2.662199020385742,6.411441802978516,1714584348.0973487,9.797188991113535,4,1.5291400904227908,7.4905364213127505
1.55054987257434,5,3.0584328174591064,6.807584047317505,1714584348.493491,4.497728183465423,5,1.192479950670553,2.9471783108910827
0.9760915084109427,6,3.4890429973602295,7.238220453262329,1714584348.9241273,2.702438966231661,6,1.0260585272581815,1.7263474578207179
0.7210359700139031,7,3.9357798099517822,7.68493390083313,1714584349.3708408,1.8351545731251802,7,0.7459750507881481,1.114118603111277
0.36497787602703696,8,4.375132083892822,8.124353408813477,1714584349.8102603,1.2232808382888718,8,0.40392365444119976,0.8583029622618348
0.10377942844764579,9,4.811199903488159,8.560397863388062,1714584350.2463048,0.7611603074846964,9,0.20493532373256662,0.6573808790370507
0.032870638478839774,10,5.246807098388672,8.997212886810303,1714584350.6831198,0.4929973935658368,10,0.20448630478685542,0.460126755086997
0.03598623339153076,11,5.683105707168579,9.432334661483765,1714584351.1182415,0.3129391383138781,11,0.21777814983991678,0.2769529049223473
0.03964237257664882,12,6.119905471801758,9.869155645370483,1714584351.5550625,0.19537342687011505,12,0.21103366222197897,0.15573105429346623
0.03690595422126856,13,6.5569703578948975,10.306239366531372,1714584351.9921463,0.13613269215310997,13,0.2008485927823697,0.09922673793184142
0.0331832655550634,14,6.9958577156066895,10.74514389038086,1714584352.4310508,0.10825979151904785,14,0.1809402048990351,0.07507652596398445
0.026751878177899424,15,7.440666198730469,11.18991732597351,1714584352.8758242,0.08587618220234228,15,0.15047900185710186,0.059124304024442846
0.01833783468714476,16,7.8867857456207275,11.636080265045166,1714584353.3219872,0.06621551081729828,16,0.1185646373055826,0.047877676130153514
0.011285690748793912,17,8.329668521881104,12.078913450241089,1714584353.7648203,0.05073565849191851,17,0.09428513234103662,0.0394499677431246
0.007126893549271624,18,8.765528440475464,12.514766693115234,1714584354.2006736,0.04027625998557747,18,0.08000394864487946,0.033149366436305845
0.005114454126804763,19,9.201505422592163,12.950770139694214,1714584354.636677,0.034000199445679946,19,0.07188197549744589,0.028885745318875184
0.004100439158895107,20,9.638972759246826,13.388241052627563,1714584355.074148,0.029713219528723932,20,0.06600985933931784,0.025612780369828825
0.0034136704975859093,21,10.08854365348816,13.83786153793335,1714584355.5237684,0.025397846877064343,21,0.06225576759092523,0.021984176379478432
0.0030724816513676696,22,10.5333731174469,14.282657384872437,1714584355.9685643,0.02195486412606651,22,0.059993839924345316,0.01888238247469884
0.0028906698243162526,23,10.972020626068115,14.721335887908936,1714584356.4072428,0.019889099866962405,23,0.056825526070200465,0.016998430042646152
0.002649620739999847,24,11.409600496292114,15.158896684646606,1714584356.8448036,0.018245215180391825,24,0.05210031688301071,0.015595594440391977
0.002305132218201163,25,11.852086067199707,15.601376056671143,1714584357.287283,0.01624723103338056,25,0.04697302065825837,0.013942098815179398
0.001925864596472875,26,12.299042701721191,16.048362016677856,1714584357.734269,0.01456895648987415,26,0.041315988852069004,0.012643091893401273
0.001475800306661721,27,12.736665487289429,16.48594570159912,1714584358.1718526,0.012287826956609378,27,0.03943056146723859,0.010812026649947657
0.0013188107401656808,28,13.179211616516113,16.92849588394165,1714584358.6144028,0.010464404853307257,28,0.0383344989296404,0.009145594113141576
0.0012466572035811766,29,13.623698711395264,17.373021125793457,1714584359.058928,0.009396867187091821,29,0.037314745525054725,0.008150209983510645
0.0012009144764112013,30,14.066560745239258,17.815862894058228,1714584359.5017698,0.008578088755039142,30,0.03732112914646788,0.00737717427862794
0.001212749038046059,31,14.545009136199951,18.294371843338013,1714584359.9802787,0.008149087660458566,31,0.036711044060237626,0.006936338622412506
0.0011724481411401065,32,14.987865686416626,18.737138271331787,1714584360.4230452,0.007746522506453158,32,0.03463185854946144,0.006574074365313052
0.0010322605605180201,33,15.427311658859253,19.17659878730774,1714584360.8625057,0.007322468726649928,33,0.03219146591741951,0.006290208166131908
0.0008716067759124582,34,15.868694305419922,19.617993354797363,1714584361.3039002,0.006941810212516415,34,0.02967264013932321,0.006070203436603957
0.0007268877352201431,35,16.308976411819458,20.058269500732422,1714584361.7441764,0.0064604171213640165,35,0.027386508934625874,0.005733529386143873
0.0006245296788693394,36,16.74773621559143,20.497009754180908,1714584362.1829166,0.0059187020900640834,36,0.026631383635365023,0.005294172411194744
0.0006071783092871299,37,17.187340021133423,20.936636924743652,1714584362.6225438,0.005493711165783807,37,0.026968444122627923,0.004886532856496677
0.0006311820015620353,38,17.631666898727417,21.380945920944214,1714584363.0668528,0.005223678243036331,38,0.027229675759017562,0.004592496241474296
0.000643711467283703,39,18.076693296432495,21.82600164413452,1714584363.5119085,0.004936040761905431,39,0.026687229539560917,0.004292329294621728
0.0006145856284769278,40,18.52474546432495,22.274040937423706,1714584363.9599478,0.004674447047411866,40,0.025740713280498012,0.0040598614189349385
0.0005625784425156732,42,19.397983074188232,23.147390604019165,1714584364.8332975,0.004342482748058481,41,0.024484745363221413,0.0037799043055428082
