l2_error,loss_boundary,time,_timestamp,loss_interior,step,_step,_runtime,loss
0.1699769495799307,0.029626407223512792,6.443897724151611,1715431286.445165,0.05352798083155746,46,42,10.478768825531006,0.08315438805507025
0.16022691343298723,0.02605711490179305,6.8533759117126465,1715431286.8549676,0.04081533769910808,50,43,10.888571500778198,0.06687245260090113
0.14814603169996168,0.022392151289153575,7.362498044967651,1715431287.3639052,0.02953028000863863,55,44,11.397509098052979,0.051922431297792206
0.13861119245146972,0.019048538004227886,7.923857688903809,1715431287.9251828,0.01987001089127967,61,45,11.958786725997925,0.038918548895507554
0.12752940406473254,0.016021829627258257,8.478277921676636,1715431288.4799979,0.014588370681076062,67,46,12.513601779937744,0.03061020030833432
0.11661324638187155,0.013368434885518376,9.094979047775269,1715431289.0964055,0.010586834019746786,73,47,13.130009412765503,0.023955268905265163
0.10277934236446169,0.010168143648960222,9.889031648635864,1715431289.8907943,0.007367290343839054,81,48,13.924398183822632,0.017535433992799276
0.09048493791205256,0.007623572294324882,10.714563846588135,1715431290.7161179,0.005314673610706877,89,49,14.749721765518188,0.012938245905031759
0.07782015175329526,0.005433585549151509,11.606503963470459,1715431291.6080914,0.003732161553192152,98,50,15.641695261001587,0.009165747102343661
0.07012769882157785,0.0057857006537970915,12.486124277114868,1715431292.4878204,0.005612634359248794,107,51,16.521424293518066,0.011398335013045886
0.062218667007864666,0.0039452466485213914,13.547369956970215,1715431293.548883,0.003537423919112391,118,52,17.582486867904663,0.007482670567633782
0.05288657105822275,0.0028816142122960894,14.626770734786987,1715431294.628133,0.002324269727135764,130,53,18.661736965179443,0.005205883939431853
0.04426329711137405,0.001853045458686285,15.948293447494507,1715431295.9499688,0.0016079839020012377,143,54,19.983572721481323,0.0034610293606875224
0.03627147577379864,0.001208368966440612,17.30490732192993,1715431297.3063323,0.0011827517230916021,157,55,21.33993625640869,0.0023911206895322144
0.029076329887351683,0.0007695231208141361,18.712336540222168,1715431298.7136598,0.0008816669940248065,172,56,22.74726366996765,0.0016511901148389425
0.02377341798145184,0.0004891262659145963,20.52924084663391,1715431300.5307364,0.0006601372246423846,190,57,24.564340353012085,0.001149263490556981
0.022110930331507347,0.0005105652578414655,22.332130670547485,1715431302.3334806,0.0012004869245184925,208,58,26.367084503173828,0.001711052182359958
0.021722706824212058,0.00039144348743668937,24.440698862075806,1715431304.442343,0.0006268264065806943,229,59,28.47594690322876,0.0010182698940173836
0.019371812285660827,0.00026749318220118914,26.693044900894165,1715431306.69472,0.0004101226992671387,252,60,30.728323936462402,0.0006776158814683278
0.017151417192029637,0.00019263743051618778,29.19385528564453,1715431309.1952581,0.0002767359826474593,277,61,33.228862047195435,0.0004693734131636471
0.015580258880929372,0.00028728595065675544,31.972220420837402,1715431311.9739692,0.0007899402410092886,305,62,36.00757312774658,0.001077226191666044
0.014556785345534467,0.00019881410469576094,35.07431745529175,1715431315.07596,0.00030906513568935425,335,63,39.10956382751465,0.0005078792403851152
0.012865635256518682,0.00014239969489950732,38.1808557510376,1715431318.1823156,0.00019144416391727163,369,64,42.215919494628906,0.000333843858816779
0.011529998060811373,0.00015808136965519658,41.80208420753479,1715431321.8034172,0.0004544334594027335,406,65,45.83702111244202,0.00061251482905793
0.011147332874921484,0.0001087372921826465,45.588438749313354,1715431325.5897684,0.00014962386823246207,446,66,49.623372316360474,0.0002583611604151086
0.010267960828734815,7.396317728119837e-05,49.73848605155945,1715431329.7397637,9.350832768938085e-05,491,67,53.77336764335632,0.00016747150497057922
0.00956250117467006,8.829608403907156e-05,54.374215841293335,1715431334.3755403,0.000149648525544997,540,68,58.409144163131714,0.00023794460958406858
0.00895854451909641,6.033657126868743e-05,59.43488264083862,1715431339.4370365,8.506673184247933e-05,594,69,63.470640420913696,0.00014540330311116676
0.008582007637515396,5.6581039178660505e-05,65.31408071517944,1715431345.315835,9.657070472794023e-05,653,70,69.34943890571594,0.00015315174390660073
0.008230288313927902,7.4501683649493e-05,71.62803769111633,1715431351.6293633,0.00014923439339654043,718,71,75.66296720504761,0.00022373607704603344
0.007962731561807306,4.6498046714002486e-05,78.48328065872192,1715431358.4846845,5.8047821993697055e-05,790,72,82.51828837394714,0.00010454586870769955
0.007093929481729541,4.040077973673071e-05,86.11069536209106,1715431366.112341,6.025783774249636e-05,869,73,90.1459448337555,0.00010065861747922706
0.006980390881370316,3.877853447771297e-05,94.48358035087585,1715431374.484979,6.13157232244087e-05,956,74,98.51858282089233,0.00010009425770212167
0.0065211582570569885,3.254455244943394e-05,103.60541677474976,1715431383.6067529,6.200465897091729e-05,1052,75,107.64035677909851,9.454921142035123e-05
0.006095640241223307,2.821111847243432e-05,113.69161319732666,1715431393.6930997,4.7277271002099086e-05,1157,76,117.72670364379883,7.54883894745334e-05
0.005978600966054687,2.7581628476120947e-05,125.08441662788391,1715431405.0861459,3.623768177935594e-05,1272,77,129.1197497844696,6.381931025547689e-05
0.0051984747202241674,3.616032609714095e-05,137.79216766357422,1715431417.7938268,0.0005669172931787832,1400,78,141.82743072509766,0.0006030776192759242
0.00531650581021547,2.7202339182830627e-05,150.8172824382782,1715431430.818681,4.466491924120885e-05,1539,79,154.85228490829468,7.186725842403947e-05
0.004782102910112698,2.0752434933185974e-05,166.05398416519165,1715431446.056067,2.5890226818194168e-05,1693,80,170.08967089653015,4.664266175138014e-05
0.004201778460849927,1.8096204265308204e-05,182.51177883148193,1715431462.5131967,2.6603386941759195e-05,1863,81,186.54680061340332,4.46995912070674e-05
0.004191250194653384,1.5700559284037206e-05,200.92932724952698,1715431480.9307156,2.9003527198586758e-05,2049,82,204.96431946754456,4.4704086482623964e-05
0.004101029487054883,1.5865889782728655e-05,220.47193479537964,1715431500.4736745,2.650227223054931e-05,2254,83,224.5072784423828,4.236816201327797e-05
0.0037006589820140798,1.0484473302569048e-05,242.86528873443604,1715431522.8666608,1.9228970782345234e-05,2479,84,246.90026473999023,2.971344408491428e-05
0.0034698129555073526,1.1842783638083251e-05,267.22370958328247,1715431547.2256367,3.202365641206616e-05,2727,85,271.2592406272888,4.386644005014941e-05
0.003175655560187895,1.4686954779604506e-05,293.8842866420746,1715431573.885872,9.048665163424063e-05,3000,86,297.9194757938385,0.00010517360641384513
0.0030076430395013748,5.8951060291983246e-06,322.8684825897217,1715431602.869931,1.2324491205037146e-05,3299,87,326.9035348892212,1.8219597234235472e-05
0.0028620685036416893,8.603236261891751e-06,355.36467123031616,1715431635.366323,2.3692487818036917e-05,3629,88,359.39992690086365,3.229572407992867e-05
0.0026476625385377798,5.636537785859194e-06,391.21930837631226,1715431671.221052,1.228492774035582e-05,3992,89,395.2546558380127,1.7921465526215012e-05
0.002662248037834527,5.249658822323076e-06,429.49255418777466,1715431709.4943688,9.81237245246223e-06,4391,90,433.52797269821167,1.5062031274785305e-05
0.0024049773800896143,6.046742986871429e-06,472.3046476840973,1715431752.306347,1.904204083068438e-05,4831,91,476.339950799942,2.5088783817555807e-05
0.0023106943322976576,6.989543833573518e-06,519.4579951763153,1715431799.4602404,2.2955721362022812e-05,5314,92,523.4938442707062,2.994526519559633e-05
0.0020831149632566377,4.268253738029341e-06,571.5071051120758,1715431851.5089746,1.3666846589688798e-05,5845,93,575.542578458786,1.793510032771814e-05
0.002083189760323866,4.971404066177322e-06,628.5391607284546,1715431908.5413039,1.3576965038479556e-05,6429,94,632.5749077796936,1.854836910465688e-05
0.0018401956121435036,3.171167051742354e-06,691.8326900005341,1715431971.8348818,7.92033867633485e-06,7072,95,695.8684856891632,1.1091505728077203e-05
0.0018005181024313007,3.1268852875980275e-06,761.3370289802551,1715432041.3391867,7.323625946393776e-06,7779,96,765.3727905750275,1.0450511233991802e-05
