step,_runtime,_timestamp,loss,time,l2_error,loss_boundary,loss_interior,_step
46,71.65253138542175,1714585209.7228215,0.0008364599130006238,67.84359765052795,0.012346537624446034,0.00011332135994968504,0.0007231385530509387,42
50,78.4253077507019,1714585216.4955978,0.0005940282965196964,74.61634826660156,0.01099496205361827,9.005790542217792e-05,0.0005039703910975185,43
55,93.48021745681763,1714585231.5505075,0.00025213705130266626,89.67128205299377,0.007497685139399828,6.783752763523179e-05,0.00018429952366743444,44
61,108.86917471885681,1714585246.9394648,0.00012113804811067617,105.06025958061218,0.007194452708179536,3.453279948093717e-05,8.6605248629739e-05,45
67,124.44126868247986,1714585262.5115588,6.06185754670591e-05,120.63244128227234,0.0042895192088029995,1.527110267185301e-05,4.534747279520609e-05,46
73,140.10845685005188,1714585278.178747,3.3437572136381496e-05,136.2995686531067,0.0035610941359542274,1.0190021491382213e-05,2.324755064499928e-05,47
81,163.43937277793884,1714585301.5096629,1.6546859887204556e-05,159.63037276268005,0.0027293613632746946,5.890152796275266e-06,1.065670709092929e-05,48
89,181.7323899269104,1714585319.80268,9.374780517984051e-06,177.92342162132263,0.0021466336443028257,3.651735478799892e-06,5.72304503918416e-06,49
98,207.30601382255554,1714585345.376304,5.620457521542277e-06,203.49705624580383,0.0017881144925920214,2.6363773806833074e-06,2.9840801408589692e-06,50
107,236.2822072505951,1714585374.3524973,3.657262070177613e-06,232.47331595420837,0.001640438818772802,2.055979395465605e-06,1.6012826747120081e-06,51
118,266.56128311157227,1714585404.6315732,2.5032302177744535e-06,262.7523717880249,0.0014360594377328837,1.5153865722329871e-06,9.878436455414664e-07,52
130,303.6751310825348,1714585441.7454212,1.6212523756178946e-06,299.8661618232727,0.0011608726733922166,1.0207012573430643e-06,6.005511182748303e-07,53
143,346.4530305862427,1714585484.5233207,1.060905216667082e-06,342.64419770240784,0.0009306321221229961,6.404439283536535e-07,4.2046128831342856e-07,54
157,408.29709792137146,1714585546.367388,6.672479001363644e-07,404.48815989494324,0.0007356557256366509,3.893791586245859e-07,2.778687415117785e-07,55
172,474.57119607925415,1714585612.6414862,4.685204857887632e-07,470.76232719421387,0.0006224435039220272,2.7237518520894763e-07,1.9614530057981556e-07,56
190,554.9297654628754,1714585693.0000556,3.311291539993551e-07,551.1208350658417,0.000535414600909624,1.9702065084500843e-07,1.3410850315434668e-07,57
208,634.4147093296051,1714585772.4849994,2.5772406201721983e-07,630.6058180332184,0.0004811404672214087,1.5441878631772655e-07,1.0330527569949327e-07,58
229,727.418404340744,1714585865.4886944,2.0737831089927509e-07,723.60826420784,0.0004380765976271325,1.2410810787765349e-07,8.327020302162159e-08,59
252,829.1348497867584,1714585967.2051399,1.7249937030249387e-07,825.3259603977203,0.00040581630466625645,1.02903826238086e-07,6.959554406440788e-08,60
277,939.7101428508759,1714586077.780433,1.4759159141826213e-07,935.9012570381165,0.0003807934447627048,8.794819270227815e-08,5.964339871598398e-08,61
305,1063.4859359264374,1714586201.556226,1.2887100405564872e-07,1059.677005290985,0.0003603749775063927,7.690014388773237e-08,5.1970860167916345e-08,62
335,1196.0652050971985,1714586334.1354952,1.1447458762779214e-07,1192.2563166618347,0.0003431323064194008,6.832915390147644e-08,4.61454337263157e-08,63
369,1346.256109714508,1714586484.3263998,1.012692085482575e-07,1342.4472286701202,0.00032501370445726056,6.039931942440152e-08,4.086988912385597e-08,64
406,1509.847992181778,1714586647.9182823,8.840674502260245e-08,1506.0391373634338,0.0003064887948903557,5.2672737831933966e-08,3.573400719066848e-08,65
446,1686.7459132671356,1714586824.8162034,7.940417408863417e-08,1682.9370560646057,0.0002923820159532478,4.724153967483416e-08,3.216263441380002e-08,66
491,1885.8054475784302,1714587023.8757377,7.150178143803124e-08,1881.9965677261353,0.000279413266050463,4.244925391789046e-08,2.9052527520140785e-08,67
540,2102.929773569107,1714587241.0000637,6.454352399825945e-08,2099.120868206024,0.00026684127621621844,3.821451165928362e-08,2.632901233897583e-08,68
594,2341.9038257598877,1714587479.9741158,5.818913427624284e-08,2338.093916416168,0.00025470738686167725,3.4340761275779246e-08,2.384837300046359e-08,69
653,2603.0478868484497,1714587741.118177,5.266471425494921e-08,2599.23898935318,0.0002437024172605349,3.097179477525955e-08,2.1692919479689656e-08,70
718,2891.2520151138306,1714588029.3223052,4.730161536935945e-08,2887.443172931671,0.00023216650380442321,2.77071762082445e-08,1.9594439161114952e-08,71
744,3006.4361958503723,1714588144.506486,4.55366484848855e-08,3002.6273396015167,0.00022834284345736464,2.6635257341321302e-08,1.8901391143564197e-08,72
