loss_boundary,_step,_runtime,loss,step,time,l2_error,_timestamp,loss_interior
0.019771771593410738,43,11.792765378952026,0.05030841552437556,50,7.148042678833008,0.14120523023518863,1714835033.6308684,0.03053664393096482
0.014791922165253258,44,12.24634313583374,0.03705675156584453,55,7.6009931564331055,0.12660643907438618,1714835034.0844462,0.022264829400591272
0.012057213300366484,45,12.800386428833008,0.02791676101776565,61,8.154905080795288,0.11925840057530426,1714835034.6384895,0.015859547717399166
0.009926523008800354,46,13.342803239822388,0.0218108845993381,67,8.697417497634888,0.11051784741082893,1714835035.1809063,0.011884361590537745
0.00866691599450418,47,13.89877963066101,0.017898184000343296,73,9.253356456756592,0.10328791832233687,1714835035.7368827,0.009231268005839116
0.007054896377449926,48,14.644955158233643,0.01363115490537839,81,9.999181985855103,0.0935822607130967,1714835036.4830582,0.006576258527928464
0.005631337409585048,49,15.393195390701294,0.010526767705939473,89,10.748409032821655,0.08311514312190052,1714835037.2312984,0.0048954302963544255
0.00424720644212435,50,16.221985816955566,0.007877500202291991,98,11.576059103012085,0.07293592201811537,1714835038.0600889,0.003630293760167641
0.003276052118703819,51,17.05266833305359,0.006024915536920602,107,12.407960653305054,0.06455412380663986,1714835038.8907714,0.002748863418216783
0.0021330003103183664,52,18.066309213638306,0.004152450153879243,118,13.421590328216553,0.05375560400524875,1714835039.9044123,0.002019449843560877
0.0015034294067789529,53,19.161582469940186,0.0030515583586391815,130,14.516826391220093,0.046586927709199415,1714835040.9996855,0.0015481289518602286
0.000944259869971002,54,20.35617184638977,0.002133375836608299,143,15.710725784301758,0.0384362060173304,1714835042.194275,0.0011891159666372968
0.0006319682401390281,55,21.623095989227295,0.0015073803063939317,157,16.977705478668213,0.03175583793303137,1714835043.461199,0.0008754120662549036
0.00045260008503585,56,22.992502212524414,0.0011202107420356343,172,18.347790241241455,0.0271546963609711,1714835044.8306053,0.0006676106569997843
0.0003182982182395061,57,24.635753631591797,0.0008264786885551515,190,19.990994930267334,0.022632677491208678,1714835046.4738567,0.0005081804703156454
0.00022931363364458323,58,26.267526626586914,0.0006256835331781085,208,21.622721910476685,0.0193775584961948,1714835048.1056297,0.00039636989953352524
0.0001699951038596181,59,28.200847387313843,0.0004709282213981345,229,23.555116176605225,0.0167617730316503,1714835050.0389504,0.0003009331175385164
0.00013259535449135882,60,30.291483402252197,0.00036299875881553104,252,25.64611554145813,0.015549534561316953,1714835052.1295865,0.0002304034043241722
0.00010449842574057519,61,32.65326380729675,0.0002796502658673401,277,28.008054971694946,0.014367119205729346,1714835054.4913669,0.00017515184012676489
8.441084043505675e-05,62,35.19531035423279,0.0002201974262788354,305,30.550551652908325,0.013062718495905224,1714835057.0334134,0.00013578658584377864
6.978806802828194e-05,63,37.91936755180359,0.00017559561574529678,335,33.273595094680786,0.01215706491573661,1714835059.7574706,0.00010580754771701483
5.60989372608594e-05,64,40.99657082557678,0.0001392008243846782,369,36.35155272483826,0.011033669958799798,1714835062.834674,8.310188712381878e-05
4.475631006524765e-05,65,44.349470138549805,0.00011061081691001911,406,39.70451784133911,0.009985102315161865,1714835066.1875732,6.585450684477146e-05
3.577525691241206e-05,66,47.990025997161865,8.839299161973256e-05,446,43.34527373313904,0.009417745617261563,1714835069.828129,5.26177347073205e-05
2.8521483418785854e-05,67,52.09683847427368,7.098473694389486e-05,491,47.45169425010681,0.008788019891203086,1714835073.9349415,4.2463253525109004e-05
2.3447392974791245e-05,68,56.54557490348816,5.700504204603098e-05,540,51.9007465839386,0.008460762563045253,1714835078.383678,3.355764907123973e-05
1.9403646818481626e-05,69,61.541701555252075,4.616974739315668e-05,594,56.895965814590454,0.0081654489499896,1714835083.3798046,2.6766100574675054e-05
1.595275100195825e-05,70,66.95624780654907,3.762858853021855e-05,653,62.31150269508362,0.007734567000911618,1714835088.7943509,2.1675837528260298e-05
1.3041235228338743e-05,71,72.93973088264465,3.0641233173147356e-05,718,68.29477715492249,0.007323762052107815,1714835094.777834,1.759999794480861e-05
1.0462350740294717e-05,72,79.5512125492096,2.4809130406445156e-05,790,74.90592384338379,0.006885351829495416,1714835101.3893156,1.4346779666150437e-05
8.461555798780891e-06,73,86.74093508720398,2.014705550246795e-05,869,82.09597897529602,0.006454617449458186,1714835108.5790381,1.1685499703687059e-05
6.664976050154668e-06,74,94.76233649253845,1.626849258607991e-05,956,90.11757636070251,0.006006113419987542,1714835116.6004395,9.603516535925241e-06
4.98362770708999e-06,75,103.49984240531921,1.2768818646444972e-05,1052,98.85475039482117,0.005463875518948427,1714835125.3379455,7.785190939354982e-06
3.7773081266286974e-06,76,113.06164145469666,9.947424512616992e-06,1157,108.41646432876587,0.004949397947503891,1714835134.8997445,6.170116385988295e-06
2.9347854428694355e-06,77,123.58874726295471,7.851952733648e-06,1272,118.94398665428162,0.004523593228306231,1714835145.4268503,4.9171672907785646e-06
2.313499094653353e-06,78,135.17300128936768,6.261002054466627e-06,1400,130.52777981758118,0.0041469000019610834,1714835157.0111043,3.947502959813274e-06
1.786672733926403e-06,79,147.66955399513245,4.986423863445304e-06,1539,143.02410697937012,0.0038058228767733223,1714835169.507657,3.1997511295189008e-06
1.3728402302661437e-06,80,161.75034475326538,3.975612252639473e-06,1693,157.10539865493774,0.0034991148237796007,1714835183.5884478,2.6027720223733296e-06
1.0454469813622053e-06,81,177.28162240982056,3.1589315884331627e-06,1863,172.6362988948822,0.0032306838760403477,1714835199.1197255,2.113484607070957e-06
7.929071404997457e-07,82,194.28250861167908,2.49961765551185e-06,2049,189.63765954971313,0.0030122276395869252,1714835216.1206117,1.7067105150121043e-06
6.269945832258263e-07,83,213.05174374580383,1.9881158918883777e-06,2254,208.406640291214,0.002816351813613798,1714835234.8898468,1.3611213086625513e-06
5.01715225726184e-07,84,233.67177557945251,1.5948429668423617e-06,2479,229.02623534202576,0.0026732437360454993,1714835255.5098786,1.0931277411161779e-06
4.0130227077288644e-07,85,256.3973181247711,1.2860680129144685e-06,2727,251.75222516059875,0.00256136712541364,1714835278.2354212,8.84765742141582e-07
3.294389738528641e-07,86,281.2872591018677,1.046306532749849e-06,3000,276.64242577552795,0.002473016805558943,1714835303.1253622,7.16867558896985e-07
2.7090268904203204e-07,87,308.48045921325684,8.412398985570454e-07,3299,303.8354113101959,0.0023590707933564934,1714835330.3185623,5.703372095150133e-07
2.2441714302855891e-07,88,338.59684681892395,6.813156431097555e-07,3629,333.95200395584106,0.0022776222789353032,1714835360.4349499,4.568985000811966e-07
1.8421622208724288e-07,89,371.83675599098206,5.511236213058284e-07,3992,367.19171476364136,0.002194404379478249,1714835393.674859,3.6690739921858546e-07
1.512763540583091e-07,90,408.30548071861267,4.4415594351199857e-07,4391,403.6604075431824,0.0021248013715670345,1714835430.1435838,2.9287958945368943e-07
1.2508627991612756e-07,91,448.4167449474335,3.604760105540955e-07,4831,443.7716372013092,0.002082832164065622,1714835470.254848,2.3538973063796792e-07
1.0348911187721764e-07,92,492.6876480579376,2.923825451053666e-07,5314,488.04262471199036,0.0020469187154246006,1714835514.525751,1.8889343322814896e-07
8.470677430423837e-08,93,541.1839213371277,2.3754743479186232e-07,5845,536.5388422012329,0.0020098979287148395,1714835563.0220244,1.5284066048762395e-07
6.825794722919082e-08,94,594.5651197433472,1.9055374449534243e-07,6429,589.9197690486908,0.0019699163414135363,1714835616.4032228,1.222957972661516e-07
5.5220050799685913e-08,95,653.3507599830627,1.5276029687941932e-07,7072,648.7056665420532,0.0019314201892665544,1714835675.188863,9.754024607973341e-08
4.476393700438345e-08,96,718.0217833518982,1.225466659613885e-07,7779,713.3767111301422,0.0018949094562843679,1714835739.8598864,7.778272895700506e-08
3.615875986619514e-08,97,788.2075731754303,9.868403229658975e-08,8557,783.5621056556702,0.0018682715536724442,1714835810.0456762,6.25252724303946e-08
2.8803423109849412e-08,98,865.2003209590912,7.963338899079642e-08,9413,860.5552959442139,0.0018428919669828058,1714835887.038424,5.082996588094701e-08
2.232193469124229e-08,99,950.2729225158691,6.323081785706774e-08,10354,945.6276752948761,0.001813418584229596,1714835972.1110256,4.0908883165825445e-08
1.723685433597924e-08,100,1043.6537799835205,5.0143136993766084e-08,11389,1039.0084857940674,0.0017796524617469825,1714836065.491883,3.290628265778684e-08
1.3043699461481191e-08,101,1146.4330425262451,3.917867857251316e-08,12528,1141.7876060009003,0.0017501460818537483,1714836168.2711456,2.6134979111031973e-08
9.801116925008683e-09,102,1259.6699812412262,3.058629831873432e-08,13781,1255.0245492458344,0.001731045613153561,1714836281.5080843,2.0785181393725635e-08
7.362460662738873e-09,103,1385.2759139537811,2.3868101410477223e-08,15159,1380.6298067569733,0.001704795042635487,1714836407.114017,1.6505640747738352e-08
5.6448242563216315e-09,104,1522.6803526878357,1.858010020721109e-08,16675,1518.0353360176086,0.0016809565049975064,1714836544.5184557,1.293527595088946e-08
4.245169731063081e-09,105,1673.1788280010223,1.4297044721255339e-08,18342,1668.5337417125702,0.0016507305690839121,1714836695.016931,1.0051874990192258e-08
3.1311023981837384e-09,106,1838.9385073184967,1.087639022174762e-08,20177,1834.2933866977692,0.0016342993045176167,1714836860.7766104,7.745287823563881e-09
2.2859657064251705e-09,107,2020.8387224674225,8.323496709752918e-09,22194,2016.1936483383179,0.0016308363155025367,1714837042.6768255,6.037531003327749e-09
1.672666270345498e-09,108,2221.3034653663635,6.376689584366969e-09,24414,2216.6579008102417,0.001630897407393711,1714837243.1415684,4.704023314021471e-09
1.1928025458472605e-09,109,2441.179883480072,4.781321870796024e-09,26855,2436.534339904785,0.001621746426809936,1714837463.0179865,3.588519324948763e-09
8.288641300276534e-10,110,2683.3576617240906,3.6331325588918845e-09,29540,2678.7123408317566,0.001609497752240622,1714837705.1957648,2.804268428864231e-09
5.357785967686599e-10,111,2953.8353095054626,2.7112849964373527e-09,32494,2949.1902351379395,0.0016057108310056634,1714837975.6734126,2.175506399668693e-09
4.92683791453756e-10,112,3004.6579234600067,2.5668542024760487e-09,33048,3000.012872695923,0.0016055867152268458,1714838026.4960265,2.0741704110222927e-09
