loss_boundary,loss,step,loss_interior,_step,_runtime,l2_error,time,_timestamp
0.6839222337393956,3.271195135639638,55,2.587272901900242,44,16.403362035751343,1.0213831520519474,11.675074815750122,1715418333.504774
0.5039282704462916,2.327452670471795,61,1.8235244000255033,45,17.40448498725891,0.8325003456953548,12.676275968551636,1715418334.505897
0.4000168923801384,1.6704061265871286,67,1.2703892342069902,46,18.404489040374756,0.8006425784480787,13.676464796066284,1715418335.505901
0.30420519409597047,1.4722698934667735,73,1.168064699370803,47,19.41536593437195,0.6811090311427812,14.687333106994629,1715418336.516778
0.12450820636161045,0.9824796366384138,81,0.8579714302768033,48,20.76285743713379,0.40907340582890755,16.034906148910522,1715418337.8642695
0.11056553744928133,0.727782990531172,89,0.6172174530818907,49,22.087013959884644,0.380573535691823,17.35907554626465,1715418339.188426
0.07318345116360749,0.5014123202313153,98,0.4282288690677078,50,23.56589937210083,0.31434883946353226,18.837866067886353,1715418340.6673114
0.0708656750598271,0.46295413373687877,107,0.39208845867705167,51,25.077634572982788,0.3234240544475388,20.349425792694092,1715418342.1790466
0.044966514228933746,0.31458194053200206,118,0.26961542630306834,52,26.93259072303772,0.24366429506526627,22.204564571380615,1715418344.0340028
0.04661614235394804,0.2510841583007472,130,0.20446801594679917,53,28.98038387298584,0.25402611305740824,24.25228786468506,1715418346.081796
0.025500714249364034,0.1676618007759848,143,0.14216108652662077,54,31.202600240707397,0.17169473389806528,26.47455382347107,1715418348.3040123
0.017492434960518242,0.10407864326895452,157,0.08658620830843629,55,33.51178860664368,0.13357448978006176,28.78384304046631,1715418350.6132007
0.01462125161707854,0.06607108005856177,172,0.051449828441483235,56,35.99600005149841,0.11894917436048029,31.267786979675293,1715418353.097412
0.008850510401149822,0.026745017435428835,190,0.017894507034279014,57,38.983497619628906,0.09296118238313095,34.25510263442993,1715418356.0849097
0.005645773241001763,0.012946089859299138,208,0.007300316618297375,58,42.056397914886475,0.0705717326718432,37.32830834388733,1715418359.15781
0.002433451578557827,0.004769910304248328,229,0.002336458725690501,59,45.50219202041626,0.04863490562584766,40.77417325973511,1715418362.603604
0.001194672309689485,0.002248329807225424,252,0.0010536574975359388,60,49.36268472671509,0.03458894867399818,44.63462686538696,1715418366.4640968
0.0007874440842960302,0.0014720675192705691,277,0.0006846234349745389,61,53.623706340789795,0.02840250067958593,48.89569401741028,1715418370.7251184
0.0006241475855822949,0.0016373929280472648,305,0.0010132453424649699,62,58.307663440704346,0.022008801754057138,53.579347372055054,1715418375.4090755
0.0003152539919269213,0.0007145604789352685,335,0.00039930648700834727,63,63.355512380599976,0.01758263444382634,58.627424478530884,1715418380.4569244
0.00021022569637167465,0.00046856311862965695,369,0.0002583374222579823,64,69.01602053642273,0.01507383330098096,64.28797554969788,1715418386.1174326
0.000233968004881281,0.0006801911259194468,406,0.00044622312103816575,65,75.22787547111511,0.013556007749739892,70.4997889995575,1715418392.3292875
0.0001558108996833898,0.00036256262220539677,446,0.000206751722522007,66,81.87397837638855,0.012154272259177725,77.14567732810974,1715418398.9753904
0.00011882941551065512,0.00027112095623654873,491,0.00015229154072589362,67,89.37525677680969,0.011299463385660055,84.64724826812744,1715418406.4766688
0.00010946788932353745,0.0002663740531044852,540,0.00015690616378094774,68,97.65158224105835,0.010396446159767102,92.92359471321106,1715418414.7529943
8.614113419882126e-05,0.00020164150318285976,594,0.00011550036898403852,69,106.64595103263855,0.010120318142989615,101.91759872436523,1715418423.747363
8.297453029618181e-05,0.00019229853562528927,653,0.00010932400532910745,70,116.54282760620117,0.009810804112651261,111.81455302238464,1715418433.6442397
8.859059950262889e-05,0.00021454784060461482,718,0.00012595724110198592,71,127.48518681526184,0.009865627316928768,122.75709176063538,1715418444.5865989
6.486302377467916e-05,0.00014172133144612497,790,7.68583076714458e-05,72,139.58908915519714,0.00919375288496641,134.86077165603638,1715418456.6905012
6.238266771438286e-05,0.00012955661768595416,869,6.71739499715713e-05,73,152.70878672599792,0.00836861390610793,147.98061633110046,1715418469.8101988
5.960692385138618e-05,0.00012017377875778081,956,6.056685490639463e-05,74,167.14913535118103,0.00824486968851532,162.42109632492065,1715418484.2505474
5.2974208313828994e-05,0.00011242722466025313,1052,5.9453016346424134e-05,75,183.23732686042786,0.0076352249965921356,178.50891041755676,1715418500.338739
4.587673527316167e-05,9.515944826062861e-05,1157,4.9282712987466945e-05,76,200.88944792747498,0.007181800275203126,196.16139912605286,1715418517.99086
4.412710942754982e-05,8.483890296372894e-05,1272,4.071179353617911e-05,77,220.33594369888306,0.0068170647777216625,215.60782313346863,1715418537.4373558
5.3350781482672095e-05,0.00019752117370958413,1400,0.00014417039222691205,78,241.9522111415863,0.006710060347058089,237.2235929965973,1715418559.0536232
3.643524491100686e-05,7.484474171304026e-05,1539,3.840949680203341e-05,79,265.36424446105957,0.006074073051092662,260.63613748550415,1715418582.4656565
2.9473581079983983e-05,6.027891611899134e-05,1693,3.0805335039007355e-05,80,291.338987827301,0.005788164237127322,286.6106379032135,1715418608.4404
2.5996350524823278e-05,5.389901539705615e-05,1863,2.790266487223287e-05,81,319.92380595207214,0.005441956397915184,315.19545006752014,1715418637.025218
2.232726804834606e-05,4.780207557548794e-05,2049,2.5474807527141883e-05,82,351.2080183029175,0.005186097488197753,346.47987055778503,1715418668.3094304
1.9840635166184632e-05,4.412224078776887e-05,2254,2.428160562158424e-05,83,385.6478645801544,0.004908138064201166,380.91943883895874,1715418702.7492766
1.5938678160362985e-05,3.586036683246015e-05,2479,1.9921688672097167e-05,84,423.40040922164917,0.004326946503537933,418.6721305847168,1715418740.5018213
1.728814684016139e-05,4.239212620947984e-05,2727,2.5103979369318452e-05,85,465.26938939094543,0.004196787334742369,460.5411970615387,1715418782.3708014
2.259442007219202e-05,6.956491910803553e-05,3000,4.697049903584351e-05,86,511.3309557437897,0.0038791820446393735,506.6022529602051,1715418828.4323678
1.0277286341457091e-05,2.389143163865168e-05,3299,1.3614145297194586e-05,87,561.6843168735504,0.003631230077945483,556.9559950828552,1715418878.785729
1.1319510407840514e-05,3.0292509283293096e-05,3629,1.897299887545258e-05,88,617.1293685436249,0.003274493373343883,612.4008965492249,1715418934.2307806
7.575524073958922e-06,2.093389123153735e-05,3992,1.3358367157578427e-05,89,678.4538307189941,0.0031511458672383555,673.7255413532257,1715418995.5552428
7.92882449073829e-06,1.916860714923621e-05,4391,1.1239782658497922e-05,90,745.6452910900116,0.003106927994181597,740.9170787334442,1715419062.7467031
7.464324191275907e-06,2.2022841820483188e-05,4831,1.455851762920728e-05,91,819.7196297645569,0.002732500693855427,814.9911971092224,1715419136.8210418
8.060787979033368e-06,2.3549638590787225e-05,5314,1.5488850611753856e-05,92,900.9161052703857,0.0025291306339187258,896.1877071857452,1715419218.0175173
5.4034316103556e-06,1.6835369142669347e-05,5845,1.1431937532313749e-05,93,990.3646137714386,0.0022648969539293454,985.6362042427063,1715419307.4660258
5.214733675343202e-06,1.618294753486667e-05,6429,1.0968213859523466e-05,94,1088.966733455658,0.0021743107421990245,1084.2383527755737,1715419406.0681455
3.989655526329657e-06,1.1824442573540022e-05,7072,7.834787047210365e-06,95,1197.3769466876984,0.0019854178747655553,1192.6486449241638,1715419514.4783587
3.577339639990029e-06,1.0967449222409392e-05,7779,7.390109582419362e-06,96,1317.069072008133,0.0018731240476664009,1312.340746164322,1715419634.170484
3.285013979276314e-06,1.0407191904164831e-05,8557,7.122177924888517e-06,97,1448.5530006885529,0.0017444657809716922,1443.8246040344238,1715419765.6544127
3.1156094339059946e-06,1.339965401454669e-05,9413,1.0284044580640696e-05,98,1593.4119608402252,0.0015311919938048209,1588.683676481247,1715419910.513373
2.771072442023868e-06,9.195401167818558e-06,10354,6.424328725794689e-06,99,1747.1312894821167,0.0015131114002998234,1742.4031133651733,1715420064.2327015
2.1099065822820017e-06,7.114562966912154e-06,11389,5.004656384630152e-06,100,1914.501323223114,0.0014428986691527907,1909.7730915546417,1715420231.6027353
1.8829695813062917e-06,7.717999394049126e-06,12528,5.8350298127428345e-06,101,2098.906904220581,0.0012855291114930755,2094.1785547733307,1715420416.0083163
1.4448597718069713e-06,5.86818420111995e-06,13781,4.423324429312979e-06,102,2302.852617740631,0.0012145152992486617,2298.1243257522583,1715420619.9540298
1.304755297627606e-06,5.523406918040029e-06,15159,4.218651620412423e-06,103,2526.931465148926,0.0011605263573447602,2522.2022981643677,1715420844.0328772
1.2935136565552714e-06,5.018028641333901e-06,16675,3.72451498477863e-06,104,2773.3152894973755,0.001143158263296868,2768.5868961811066,1715421090.4167016
1.1969165534840028e-06,4.408077173364313e-06,18098,3.21116061988031e-06,105,3004.873473882675,0.0011021136657726701,3000.1452193260193,1715421321.974886
